staycz_white_female_p75_se
0.0043636044
0.0088700363
0.022659225
0.0035481057
0.004879537
0.014994388
0.0033271417
0.015396418
0.019871166
0.0055618123
0.004907547
0.0026579716
0.018443229
0.010161957
0.005165996
0.022299644
0.02578493
0.0054938989
0.021070376
0.018502355
0.0052436208
0.0052730222
0.0056890799
0.0089501357
0.0027231877
0.021119263
0.0086528491
0.0050604609
0.0031644958
0.011545557
0.011338226
0.0066314577
0.0030805559
0.0045210156
0.01414872
0.0052360329
0.013480218
0.010233051
0.033514287
0.028064338
0.0047313869
0.016471833
0.018422661
0.031632483
0.017435689
0.014327094
0.0028876136
0.0057904939
0.0035696493
0.0086702164
0.0052421847
0.0043354547
0.0073677707
0.049101759
0.021759192
0.0046859118
0.013716089
0.031213297
0.022941757
0.010323098
0.012690222
0.0038409545
0.029357998
0.013902248
0.012519381
0.012307175
0.029059321
0.016988119
0.017746978
0.015475117
0.015738707
0.012938862
0.013355093
0.0076708808
0.013316082
0.023938172
0.008776254
0.012117176
0.018878097
0.0031819802
0.012483899
0.0077759949
0.015168367
0.0072217979
0.0025394438
0.0095754135
0.0094463807
0.0077091125
0.0040946864
0.0075582662
0.0075280392
0.014532773
0.013310706
0.0042638192
0.014787399
0.023844561
0.0080024954
0.0051926048
0.0022215939
0.004933015
0.0041304482
0.0027086039
0.0030031453
0.0042896201
0.0041905632
0.0027000546
0.0051024891
0.0027204265
0.012789289
0.0075212922
0.0068244035
0.0084630828
0.004298002
0.018991107
0.0040785382
0.0032591587
0.0048587131
0.021105794
0.025236091
0.021268029
0.0084539708
0.014081665
0.012028917
0.012121743
0.013982343
0.0055115311
0.0056212279
0.015195216
0.014938805
0.015170825
0.001832935
0.009907743
0.0079118349
0.015534861
0.0063084355
0.010752259
0.0047997874
0.0071318848
0.01891108
0.010534292
0.0058398717
0.0083790794
0.028216003
0.015521604
0.0096783815
0.020747701
0.0074469009
0.010035633
0.013675906
0.013686695
0.011686692
0.0031803926
0.0071511893
0.020709975
0.0041751345
0.004253414
0.015331479
0.005734486
0.017502183
0.0095160045
0.026376821
0.017425707
0.0056004883
0.0019739692
0.018566677
0.001630992
0.0082722623
0.0085651362
0.017026858
0.0051573813
0.0012943532
0.0043107299
0.0083184009
0.0039398689
0.0092558656
0.01299755
0.0041144462
0.0023395801
0.0076091392
0.010525137
0.011040572
0.010211736
0.0025625515
0.0099933865
0.0090842796
0.00195862
0.018913593
0.006913302
0.0039338446
0.021118823
0.012171428
0.0079311561
0.0026588419
0.014777523
0.011339776
