kir_stycz_other_female_n
25.0
40.0
""
""
""
""
""
80.0
""
""
""
""
""
""
""
30.0
21.0
""
""
""
""
23.0
41.0
""
30.0
27.0
""
29.0
""
""
""
""
""
""
38.0
30.0
220.0
""
30.0
56.0
26.0
22.0
""
""
201.0
""
""
22.0
126.0
""
77.0
41.0
""
""
""
""
22.0
""
42.0
""
27.0
""
40.0
""
""
""
""
""
""
780.0
""
""
""
""
170.0
""
""
80.0
67.0
28.0
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
122.0
75.0
""
""
""
""
2324.0
82.0
42.0
552.0
107.0
""
73.0
67.0
""
""
""
119.0
""
""
""
""
""
""
""
""
""
""
""
23.0
51.0
""
""
""
""
""
35.0
""
""
44.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
42.0
""
""
25.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
209.0
""
""
27.0
""
""
116.0
""
""
""
""
""
152.0
29.0
""
""
2661.0
""
29.0
212.0
29.0
""
1694.0
30.0
165.0
662.0
""
111.0
37.0
""
567.0
145.0
32.0
""
9189.0
85.0
287.0
""
75.0
243.0
""
""
468.0
122.0
82.0
2948.0
345.0
""
1877.0
2597.0
47.0
2127.0
3543.0
1181.0
875.0
206.0
1514.0
304.0
1996.0
196.0
183.0
""
47.0
1075.0
481.0
542.0
117.0
48.0
""
239.0
54.0
844.0
217.0
120.0
405.0
""
698.0
""
""
""
149.0
52.0
""
""
""
""
""
""
""
""
518.0
""
151.0
""
""
765.0
23.0
20.0
""
""
""
""
""
""
448.0
""
""
""
""
138.0
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
88.0
""
404.0
523.0
70.0
89.0
453.0
263.0
61.0
63.0
128.0
302.0
99.0
354.0
88.0
""
144.0
""
312.0
1078.0
""
60.0
43.0
132.0
68.0
25.0
""
""
663.0
270.0
36.0
""
""
""
""
""
""
""
""
74.0
27.0
638.0
""
45.0
""
""
""
103.0
170.0
82.0
""
""
""
115.0
103.0
46.0
926.0
35.0
25.0
221.0
""
746.0
190.0
507.0
197.0
489.0
200.0
""
42.0
110.0
122.0
115.0
275.0
""
""
""
""
199.0
21.0
26.0
""
""
""
""
""
""
""
28.0
27.0
""
""
42.0
""
""
""
""
""
""
""
""
39.0
""
28.0
22.0
""
136.0
40.0
""
88.0
37.0
""
254.0
""
351.0
""
""
80.0
""
40.0
""
""
""
""
""
559.0
""
""
37.0
49.0
""
""
""
""
""
""
""
62.0
26.0
32.0
""
402.0
""
""
26.0
""
""
""
404.0
""
44.0
""
""
""
""
""
74.0
86.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
151.0
43.0
""
""
42.0
""
""
""
""
22.0
""
""
""
""
""
178.0
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
32.0
""
""
""
""
1234.0
8595.0
347.0
1148.0
217.0
""
40.0
""
""
24.0
""
""
""
39.0
""
""
""
115.0
""
""
""
""
""
40.0
""
""
""
""
""
""
""
91.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
34.0
""
""
38.0
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
2515.0
""
""
24.0
""
""
589.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
230.0
64.0
37.0
28.0
383.0
36.0
""
""
""
""
""
101.0
64.0
56.0
""
127.0
""
""
""
""
""
""
""
""
""
""
20.0
115.0
""
""
""
""
""
""
""
""
87.0
177.0
""
73.0
""
""
""
""
25.0
56.0
""
40.0
""
""
""
""
""
27.0
284.0
""
167.0
""
""
240.0
32.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
53.0
""
94.0
""
38.0
""
""
""
""
27.0
""
82.0
26.0
""
45.0
24.0
52.0
""
""
""
""
""
""
66.0
""
""
""
209.0
52.0
""
62.0
608.0
""
""
23.0
42.0
""
27.0
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
142.0
""
""
""
""
""
""
""
45.0
""
""
88.0
""
43.0
""
""
24.0
""
46.0
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
24.0
99.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
177.0
57.0
""
""
""
118.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
50.0
""
""
23.0
""
""
""
""
""
""
27.0
""
""
""
""
73.0
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
268.0
""
""
""
21.0
""
67.0
""
""
""
""
""
""
""
""
26.0
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
52.0
""
""
""
33.0
""
410.0
""
173.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
190.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
32.0
""
""
""
43.0
""
""
""
""
50.0
""
""
""
""
""
46.0
""
""
""
151.0
""
""
21.0
""
""
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
408.0
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
21.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
89.0
145.0
84.0
""
""
""
""
""
""
147.0
""
""
""
""
""
40.0
""
""
261.0
""
72.0
46.0
""
""
25.0
""
""
""
249.0
45.0
""
""
57.0
""
""
23.0
34.0
29.0
""
""
26.0
28.0
41.0
25.0
117.0
28.0
""
75.0
""
""
77.0
""
""
""
""
""
""
70.0
""
113.0
""
""
52.0
""
""
""
57.0
""
21.0
30.0
""
""
74.0
22.0
431.0
496.0
51.0
""
70.0
54.0
148.0
""
120.0
""
177.0
216.0
""
889.0
891.0
21.0
79.0
""
""
90.0
57.0
""
499.0
177.0
55.0
492.0
""
340.0
33.0
210.0
55.0
750.0
""
344.0
570.0
793.0
396.0
""
""
60.0
""
""
""
""
""
37.0
""
84.0
20.0
95.0
49.0
""
25.0
46.0
""
36.0
""
28.0
""
67.0
""
297.0
""
""
33.0
""
""
""
""
262.0
32.0
""
""
32.0
89.0
159.0
""
410.0
""
""
37.0
""
47.0
63.0
""
""
454.0
""
36.0
""
21.0
""
32.0
""
65.0
33.0
""
132.0
31.0
673.0
""
""
""
""
""
""
128.0
""
""
88.0
95.0
35.0
""
""
24.0
""
57.0
234.0
1458.0
""
""
263.0
22.0
30.0
22.0
""
""
""
24.0
54.0
""
""
31.0
22.0
""
""
""
28.0
319.0
""
""
""
""
""
21.0
""
1195.0
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
557.0
""
""
""
20.0
""
""
107.0
53.0
23.0
""
51.0
""
""
""
""
""
""
""
""
153.0
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
24.0
""
""
""
""
""
124.0
75.0
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
58.0
""
""
""
""
31.0
""
""
75.0
""
""
""
""
145.0
""
37.0
""
""
""
""
""
""
""
""
""
48.0
""
""
130.0
""
""
""
""
""
""
""
""
592.0
89.0
93.0
36.0
""
24.0
24.0
""
""
31.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
61.0
""
63.0
""
""
""
""
""
""
180.0
""
""
20.0
624.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
280.0
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
48.0
22.0
""
""
""
""
""
""
""
46.0
36.0
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
334.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
173.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
182.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
2079.0
""
20.0
""
""
""
""
""
46.0
""
""
""
""
344.0
""
57.0
20.0
""
""
""
""
180.0
59.0
129.0
53.0
""
178.0
380.0
380.0
316.0
51.0
106.0
510.0
169.0
361.0
40.0
188.0
438.0
277.0
182.0
163.0
255.0
37.0
129.0
45.0
274.0
40.0
439.0
""
20.0
""
""
48.0
""
49.0
26.0
""
""
""
""
""
""
""
""
34.0
""
47.0
""
""
""
75.0
67.0
""
42.0
""
""
""
""
""
36.0
165.0
""
903.0
96.0
34.0
40.0
60.0
54.0
""
35.0
22.0
""
""
156.0
341.0
""
""
""
35.0
22.0
""
""
74.0
1612.0
""
26.0
30.0
399.0
""
745.0
700.0
137.0
91.0
317.0
60.0
195.0
25.0
46.0
""
32.0
2472.0
86.0
238.0
143.0
30.0
69.0
140.0
""
""
""
35.0
681.0
41.0
24.0
48.0
81.0
""
""
52.0
492.0
""
""
57.0
""
""
""
""
""
""
""
""
27.0
90.0
34.0
60.0
""
""
27.0
""
51.0
""
""
""
""
33.0
""
69.0
392.0
""
""
43.0
""
""
113.0
""
119.0
21.0
66.0
""
""
""
""
239.0
""
51.0
""
24.0
""
31.0
""
49.0
""
45.0
""
20.0
""
20.0
""
""
""
""
373.0
""
""
""
29.0
61.0
""
170.0
47.0
""
21.0
""
""
""
31.0
""
55.0
""
54.0
30.0
43.0
23.0
""
""
""
""
""
""
""
""
65.0
""
309.0
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
25.0
48.0
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
88.0
""
48.0
""
""
20.0
23.0
189.0
""
23.0
113.0
82.0
22.0
30.0
""
""
665.0
""
""
68.0
48.0
79.0
""
902.0
""
""
26.0
139.0
20.0
515.0
25.0
""
""
""
""
""
""
21.0
""
22.0
""
97.0
26.0
93.0
28.0
203.0
256.0
29.0
115.0
22.0
54.0
""
""
52.0
""
395.0
""
""
56.0
""
""
""
""
21.0
""
78.0
""
""
63.0
38.0
30.0
20.0
28.0
""
208.0
312.0
86.0
32.0
""
""
""
56.0
27.0
36.0
""
50.0
""
51.0
""
""
""
""
""
72.0
31.0
181.0
71.0
140.0
""
""
472.0
""
269.0
""
48.0
166.0
""
73.0
""
""
71.0
32.0
59.0
""
""
""
""
""
25.0
22.0
""
""
90.0
""
""
""
76.0
45.0
54.0
""
42.0
54.0
51.0
""
""
127.0
24.0
147.0
""
31.0
20.0
1175.0
100.0
115.0
63.0
37.0
83.0
71.0
88.0
139.0
""
""
240.0
67.0
94.0
41.0
""
""
1175.0
163.0
82.0
""
""
""
""
57.0
446.0
34.0
67.0
80.0
""
""
89.0
59.0
""
""
""
""
155.0
""
57.0
64.0
""
325.0
53.0
99.0
""
278.0
""
1104.0
90.0
""
""
42.0
""
""
""
611.0
""
81.0
31.0
556.0
""
88.0
""
160.0
35.0
""
264.0
58.0
32.0
""
""
33.0
193.0
""
""
""
""
27.0
92.0
185.0
308.0
""
125.0
47.0
""
72.0
""
""
""
""
""
""
51.0
202.0
32.0
41.0
156.0
68.0
39.0
""
36.0
""
68.0
390.0
""
137.0
""
""
980.0
""
""
25.0
""
""
""
""
""
""
""
""
88.0
""
132.0
""
169.0
""
107.0
75.0
670.0
70.0
""
58.0
""
45.0
""
""
38.0
134.0
""
150.0
22.0
""
""
""
""
""
""
122.0
""
""
24.0
""
150.0
""
""
92.0
""
22.0
21.0
""
""
115.0
""
""
""
""
""
29.0
33.0
198.0
""
71.0
49.0
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
62.0
""
""
112.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
42.0
27.0
""
""
""
""
""
""
""
""
""
26.0
""
""
364.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
170.0
""
""
""
""
""
""
20.0
""
""
31.0
""
""
24.0
""
""
186.0
""
""
""
""
""
""
""
""
""
""
25.0
95.0
""
""
27.0
406.0
""
""
49.0
62.0
31.0
""
""
""
""
""
43.0
""
""
""
47.0
39.0
""
""
""
""
""
""
""
""
""
""
25.0
""
""
385.0
870.0
""
""
""
44.0
94.0
42.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
351.0
""
""
44.0
""
""
30.0
147.0
""
""
""
""
""
""
1234.0
""
""
""
280.0
""
""
""
""
""
""
41.0
""
60.0
291.0
""
""
""
""
""
""
""
327.0
""
""
""
""
144.0
""
""
""
""
""
""
68.0
59.0
""
72.0
""
""
""
""
""
""
1850.0
23.0
""
""
61.0
""
25.0
53.0
""
""
20.0
""
""
""
""
25.0
""
""
""
""
""
""
105.0
""
""
85.0
""
""
37.0
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
99.0
""
""
77.0
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
177.0
""
""
""
""
""
""
""
135.0
""
""
34.0
""
""
56.0
""
""
""
50.0
""
""
53.0
""
""
""
""
""
""
""
33.0
""
""
""
""
""
24.0
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
916.0
80.0
""
""
""
""
67.0
497.0
""
""
23.0
""
""
""
""
22.0
""
""
""
""
20.0
""
""
94.0
""
""
195.0
""
""
""
""
""
""
""
""
""
38.0
52.0
""
""
271.0
""
""
""
""
""
""
""
""
""
""
""
1038.0
""
""
""
""
34.0
""
296.0
""
58.0
""
154.0
""
""
""
62.0
""
29.0
""
""
""
""
""
21.0
""
""
""
44.0
""
""
""
""
176.0
30.0
""
21.0
""
""
""
""
""
""
""
""
""
""
209.0
""
""
""
""
""
""
""
1244.0
42.0
""
""
""
29.0
""
24.0
""
""
""
""
""
35.0
181.0
""
""
""
24.0
""
""
""
""
""
171.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
20.0
""
""
56.0
508.0
""
""
""
45.0
""
""
""
""
""
""
""
89.0
115.0
""
""
""
""
""
""
""
""
84.0
151.0
""
""
""
187.0
""
""
""
""
44.0
""
""
""
""
178.0
""
29.0
""
37.0
45.0
""
""
219.0
258.0
""
28.0
""
74.0
""
143.0
65.0
""
""
48.0
571.0
""
""
24.0
""
""
142.0
42.0
63.0
512.0
""
79.0
22.0
""
53.0
""
41.0
74.0
135.0
29.0
3341.0
597.0
""
""
64.0
""
67.0
""
""
""
2087.0
""
101.0
""
1079.0
407.0
23.0
504.0
""
53.0
139.0
""
173.0
""
42.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
30.0
""
""
108.0
""
""
""
""
21.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
118.0
""
""
""
""
""
25.0
""
229.0
20.0
""
25.0
""
24.0
""
31.0
""
""
""
""
""
""
""
25.0
""
91.0
""
54.0
""
""
""
28.0
45.0
""
""
""
708.0
""
""
""
82.0
""
""
""
