kir_24_black_female_n
323.0
117.0
""
1033.0
2010.0
454.0
5257.0
75.0
30.0
1767.0
1416.0
8579.0
""
150.0
867.0
""
""
475.0
""
765.0
5017.0
5599.0
1827.0
2307.0
7424.0
679.0
1746.0
3748.0
9754.0
827.0
1339.0
934.0
7799.0
4983.0
1784.0
2594.0
1092.0
1348.0
611.0
787.0
6698.0
1288.0
403.0
88.0
849.0
1298.0
13665.0
1703.0
7386.0
1581.0
2190.0
4084.0
2578.0
226.0
265.0
5490.0
647.0
112.0
151.0
1961.0
834.0
3925.0
318.0
222.0
21.0
65.0
""
38.0
57.0
21.0
1278.0
1788.0
2755.0
1482.0
664.0
53.0
1254.0
277.0
305.0
13373.0
1834.0
325.0
82.0
437.0
4998.0
198.0
239.0
1453.0
2380.0
517.0
498.0
45.0
33.0
1638.0
23.0
""
160.0
845.0
7173.0
2446.0
1445.0
22463.0
6737.0
1415.0
1650.0
7356.0
1647.0
7551.0
730.0
1027.0
1378.0
2641.0
7121.0
919.0
5405.0
4034.0
5485.0
410.0
258.0
456.0
1949.0
686.0
656.0
1395.0
796.0
3778.0
3632.0
669.0
852.0
779.0
29826.0
1052.0
1061.0
375.0
429.0
1116.0
2811.0
3732.0
710.0
1308.0
2787.0
604.0
375.0
589.0
2357.0
700.0
1447.0
1542.0
1191.0
1212.0
209.0
7477.0
2650.0
897.0
2681.0
4703.0
580.0
4157.0
514.0
126.0
22.0
""
1312.0
16967.0
292.0
28859.0
""
""
""
331.0
23176.0
980.0
27.0
1100.0
49.0
""
1168.0
2119.0
25.0
""
""
""
3522.0
58.0
98.0
5718.0
43.0
""
1217.0
""
93.0
665.0
3751.0
""
107.0
157.0
132.0
401.0
2097.0
52.0
2137.0
423.0
33.0
193.0
668.0
1202.0
5761.0
62.0
194.0
370.0
98.0
508.0
""
24.0
3459.0
816.0
859.0
10573.0
46.0
108.0
143.0
76.0
133.0
54.0
5201.0
357.0
70.0
141.0
4286.0
1706.0
541.0
928.0
""
108.0
""
224.0
""
348.0
""
27.0
153.0
110.0
308.0
486.0
77.0
150.0
981.0
1454.0
34.0
194.0
5260.0
232.0
41.0
""
247.0
30.0
30.0
1250.0
30.0
607.0
160.0
605.0
843.0
1728.0
1649.0
48533.0
1726.0
18553.0
24432.0
2870.0
2338.0
602.0
235.0
36.0
""
""
136.0
61.0
""
""
1389.0
""
""
6202.0
296.0
""
907.0
7165.0
74.0
""
""
""
""
""
""
""
""
34.0
42.0
79.0
4241.0
""
20.0
106.0
""
""
""
""
310.0
""
138.0
141.0
30.0
35.0
114.0
101.0
""
46.0
55.0
74.0
""
554.0
43.0
32.0
""
285.0
1038.0
80.0
101.0
655.0
40.0
995.0
1231.0
6286.0
501.0
35272.0
1163.0
294.0
28.0
12332.0
56.0
46.0
645.0
637.0
160.0
""
""
""
""
32.0
252.0
284.0
263.0
21.0
154.0
402.0
26.0
465.0
73.0
801.0
281.0
""
48.0
""
""
72.0
55.0
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
58.0
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
555.0
""
""
""
72.0
""
""
""
""
""
65.0
""
""
24.0
""
""
""
24.0
93.0
""
198.0
""
""
1807.0
""
""
""
""
""
""
1292.0
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
3060.0
""
""
""
""
31.0
""
""
""
""
""
""
63.0
""
""
517.0
535.0
1209.0
20.0
32.0
25.0
32.0
174.0
313.0
6028.0
106.0
48.0
""
""
575.0
""
172.0
""
111.0
""
66.0
340.0
300.0
149.0
59.0
2127.0
158.0
""
98.0
1005.0
100.0
""
""
""
59.0
""
96.0
664.0
152.0
49.0
373.0
47.0
""
""
""
86.0
23.0
""
""
46.0
""
""
""
294.0
161.0
38.0
2792.0
23.0
3176.0
29.0
26.0
""
470.0
27.0
""
""
""
""
""
116.0
554.0
752.0
945.0
20998.0
3028.0
777.0
444.0
173.0
""
""
""
32.0
""
90.0
32.0
30.0
376.0
""
""
406.0
""
""
47.0
68.0
""
1154.0
397.0
2407.0
6327.0
14989.0
611.0
1534.0
1526.0
1282.0
856.0
127.0
29.0
166.0
34.0
72.0
3347.0
45.0
285.0
828.0
167.0
""
525.0
""
""
""
""
""
""
""
""
""
""
""
""
238.0
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
1035.0
""
""
""
27.0
""
""
""
508.0
""
3345.0
""
928.0
26.0
""
30.0
74.0
""
33.0
""
""
""
104.0
""
""
""
""
""
""
""
39.0
390.0
""
35.0
""
""
""
""
""
""
33.0
""
""
53.0
""
37.0
""
""
643.0
979.0
1365.0
171.0
4368.0
1754.0
""
""
""
298.0
220.0
9666.0
3707.0
""
""
3957.0
168.0
311.0
25665.0
""
""
25.0
""
186.0
""
34.0
1341.0
""
178.0
""
78.0
122.0
""
""
20.0
""
""
""
42.0
""
4522.0
