has_mom_hisp_pooled_mean_se
0.029280206
0.018406022
""
0.058690432
0.03614144
""
0.059593122
0.015747109
0.076865189
0.038452402
0.04535298
""
""
""
""
0.018126938
0.044661928
""
""
0.055095863
""
0.040212054
0.01469692
0.077116355
0.036606658
0.022341469
0.025832422
0.031766616
""
0.048389051
0.04384679
""
""
0.079004019
0.022593165
0.048167836
0.013857582
""
0.03254275
0.056472622
0.021607645
0.038464461
""
0.094581023
0.0095918952
""
0.030405069
0.026852978
0.014882258
""
0.016243441
0.023507491
""
""
0.078850821
""
0.026751792
0.034534607
0.021008763
""
0.034197159
0.050201882
0.022851132
0.047082607
""
""
0.09024585
""
""
0.0069849845
""
""
""
""
0.01040103
""
""
0.030522196
0.030517792
0.015894229
0.040628329
""
""
0.027640376
""
""
""
""
""
0.063789777
""
0.058428023
0.056998741
""
""
""
0.024077682
0.0049512396
0.0084287478
0.012130596
0.0091678109
0.0157339
0.019564137
0.0015264361
0.0074187675
0.010439052
0.0019802151
0.0054262714
0.0044756043
0.0081199035
0.0034663475
0.1021432
0.0505317
0.02992768
0.01254651
0.047650911
0.056005094
""
0.034738101
0.075235114
0.054843079
""
0.019531012
""
0.056847967
0.054571632
0.029429844
0.024293547
0.037796341
0.046620689
""
0.059795301
0.064579837
0.022992415
0.026608337
""
0.020369768
0.057246976
0.036550451
0.044418335
0.054346483
0.04963199
0.038237527
""
0.074178778
0.03303932
0.034997661
""
""
""
0.061770022
0.0579492
0.068391182
0.025866006
0.070450664
""
0.038451459
0.036553342
""
""
0.082015723
""
0.045921966
""
0.054632969
""
0.062127255
0.037952401
0.022657819
""
0.010871867
0.082806587
0.07417345
0.01787632
0.06764704
""
0.018124236
0.032420605
0.067889117
""
0.041326776
0.019548664
0.014189527
0.029862477
""
0.029314609
0.0022214393
""
0.015278832
0.0071995896
0.01637798
0.017001597
0.002657128
0.018852325
0.0069203633
0.0021565184
0.016089574
0.012474705
0.0023724856
0.022970343
0.0023853306
0.0052718949
0.015593929
0.01964139
0.00061047619
0.0054148631
0.0080431718
0.021641409
0.011149071
0.0037591211
0.045226328
0.050735198
0.0030206009
0.0078738164
0.010363509
0.0014266054
0.0050079413
0.020933779
0.0014143558
0.0024500594
0.0062022642
0.0012132502
0.0013540895
0.0034523222
0.0026908005
0.0055367928
0.0027496363
0.0031959049
0.0018203653
0.0046358472
0.007428458
0.063129529
0.014019056
0.0036515396
0.0048803869
0.0027832249
0.008164526
0.012380634
0.0242559
0.0029587685
0.010567722
