kir_stycz_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45652351
""
0.54293215
""
""
""
0.50413114
""
""
""
0.51864445
""
""
""
0.42881051
""
0.52470279
""
""
""
""
""
""
""
0.50656343
""
""
""
""
""
""
""
""
""
""
0.5783534
""
""
""
""
0.49040034
""
""
0.58259434
""
""
0.59573752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46139881
""
""
""
""
""
0.54699737
0.58928078
""
0.49854159
0.55219567
""
0.51388144
0.35179764
""
""
""
0.55333477
""
""
""
""
""
""
""
""
""
""
""
""
0.38079843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51267463
""
""
0.38855135
""
""
0.43934172
""
""
""
""
""
0.52710199
""
""
""
0.65801668
""
""
0.46221825
""
""
0.63782042
""
0.56871957
0.50323391
""
0.40625933
0.48245534
""
0.53366071
0.49452907
""
""
0.61292362
0.45557728
0.60074747
""
""
0.53114951
""
""
0.55158484
0.60074508
""
0.60430783
0.60578316
""
0.59037119
0.57652408
0.54547149
0.60119259
0.57731169
0.66083068
0.53317004
0.49029773
0.67069876
0.51527017
0.65626681
0.57190418
0.44756946
""
""
0.62973911
0.57423598
0.51902127
0.48413104
""
""
0.50359553
""
0.60199779
0.53758204
0.43302822
0.54852992
""
0.59241116
""
""
""
0.5431065
0.58263087
""
""
""
""
""
""
""
""
0.55585349
""
0.54709393
""
""
0.49425411
""
""
""
""
""
""
""
""
0.58155149
""
""
""
""
0.49626046
""
""
""
0.50369287
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47327003
""
0.59060663
0.56772065
0.47293356
0.60504389
0.56492186
0.52537417
0.48994884
0.4643304
0.54373932
0.54296827
0.44258189
0.55667871
0.5434348
""
0.42563224
""
0.45967552
0.55139363
""
0.47295877
0.37008786
0.53065085
0.56133807
""
""
""
0.53549385
0.46957424
0.4440386
""
""
""
""
""
""
""
""
0.39180684
0.53563321
0.53789133
""
0.36884731
""
""
""
0.48641282
0.4842194
0.51233947
""
""
""
0.45097816
0.45926502
0.5412274
0.53475422
0.56916034
""
0.40870276
""
0.51353675
0.48290482
0.51353729
0.55995554
0.49842864
0.46715283
""
0.33600116
0.50727957
0.40311995
0.41657785
0.49659362
""
""
""
""
0.43727794
""
""
""
""
""
""
""
""
""
0.55087745
""
""
""
0.32819539
""
""
""
""
""
""
""
""
0.53090489
""
0.30639803
""
""
0.51356447
""
""
0.49039394
0.47675559
""
0.46547979
""
0.56726778
""
""
0.44995418
""
""
""
""
""
""
""
0.52576917
""
""
""
0.58614635
""
""
""
""
""
""
""
0.5476113
""
0.54559976
""
0.53432834
""
""
""
""
""
""
0.53761744
0.47085741
0.47629803
""
""
""
""
""
0.52084154
0.4908593
""
""
""
""
""
""
""
""
""
""
""
""
0.39550987
""
""
0.41616294
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51680464
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52377647
