lpov_nbh_other_male_p25_se
0.025838191
0.055476885
0.077629216
0.037387457
0.047868084
0.080722637
0.028509408
0.11970716
""
0.047416776
0.042292055
0.025062686
0.12950173
0.071714059
0.054202713
""
0.068534553
0.047382019
0.11866847
0.054517206
0.041483786
0.021716185
0.050827645
0.061583739
0.02642219
0.061042059
0.056081194
0.029978048
0.020370193
0.083361872
0.077142462
0.063900128
0.026891353
0.027376546
0.059021309
0.03361493
0.065402031
0.063329108
""
0.097641699
0.046423901
0.054843202
""
""
0.066422276
0.061660152
0.022892212
0.028532844
0.035740338
0.055152662
0.034679487
0.035604656
0.054783076
""
""
0.035891648
0.070720628
0.077585809
""
0.07830283
0.073420569
0.03364097
0.074933
0.08247678
0.049937267
0.098745562
""
0.063026741
0.089897998
0.083447367
0.091630146
0.070789605
0.076353163
0.064320184
0.064357385
""
0.063402854
0.054384585
""
0.027783295
0.07767725
0.068892203
0.055676643
0.064918056
0.025488568
0.070861503
0.068589792
0.032839611
0.0366586
0.044174075
0.067203917
0.09943293
0.076619975
0.041484065
0.079701833
""
0.064754389
0.0398666
0.016464524
0.031261221
0.03190254
0.012764168
0.022100439
0.035183124
0.032467794
0.017577477
0.032607209
0.021077178
0.047771841
0.03749695
0.047134981
0.051286161
0.031793561
0.12192921
0.034747913
0.036177885
0.030254152
""
0.10923019
""
0.054099593
0.081432588
0.10137216
0.045596965
0.10079109
0.040924784
0.044339184
0.057107758
0.13161623
""
0.015401088
0.075248852
0.069828607
0.065112926
0.056264244
0.089180969
0.03919699
0.034972161
0.070529036
0.083663672
0.041307237
0.042309653
""
0.09962745
0.063915662
0.10690932
0.037682459
0.081630863
0.068384707
0.11514065
0.074279465
0.035451107
0.070204124
""
0.023682453
0.035566319
0.060311913
0.046528433
0.1332389
0.068658024
""
0.1000351
0.045495719
0.017555615
0.11626583
0.011208318
0.063766293
0.098640397
0.057954747
0.051432513
0.012621275
0.032629538
0.056070291
0.034273691
0.053183429
0.12807697
0.030493097
0.02349779
0.069897868
0.073493235
0.095775552
0.085066095
0.022486629
0.042910963
0.068067811
0.021515619
""
0.096844777
0.039037455
""
0.081965327
0.045310117
0.028529646
0.10303999
0.080011249
0.066773549
0.055673361
0.057270449
0.030309951
0.11507879
0.030467747
0.052165501
0.091977857
0.068076529
0.046685737
0.034865782
0.025816649
0.077670999
0.057856709
0.06043423
0.062873878
0.053309884
0.11767377
0.10980302
0.040509269
0.030201459
0.041012641
0.018260853
0.072207794
0.050239529
0.080217659
0.052844465
0.046924379
0.05981674
0.018828522
0.04876776
0.073707238
0.058727723
0.021068949
0.031633131
0.04063734
0.04780725
0.16062875
0.050654769
""
0.055729058
0.11710681
0.052188791
""
0.10389464
0.047884904
0.095555037
0.071874693
0.044920754
0.10285955
0.087075613
0.056791674
0.028536774
0.098785713
0.050210327
0.021950262
0.047220543
0.065040976
""
0.049484141
0.083416529
0.10132027
0.030786231
0.10021142
0.039286599
0.055723827
0.039517771
0.032828953
0.029862043
0.033192519
0.0076723024
