hs_white_male_p25_se
0.043367397
0.027741268
0.053043038
0.066654697
0.035687789
""
0.056547247
0.027545573
0.05481841
0.053821068
0.042532597
0.098834522
0.072210498
0.074089475
0.067515746
0.038781017
0.040486347
0.092153139
0.10453465
0.035483327
0.078505456
0.026390608
0.032875955
0.067682318
0.031150913
0.03395107
0.050254501
0.027155064
0.056768335
0.047704764
0.041818134
0.13817397
0.10883218
0.063175768
0.025778769
0.031290717
0.016377702
0.065515064
0.031194022
0.047634333
0.040021095
0.040691685
0.15400429
0.14595696
0.02456018
0.077735104
0.048969634
0.027152834
0.01864725
0.095772021
0.028351614
0.028625514
0.10014305
0.079598866
0.05598161
0.054910157
0.045152564
0.034608737
0.03116196
""
0.035816535
0.044485297
0.03221713
0.032911789
0.08251588
0.14012142
0.040602282
""
""
0.022543119
""
""
""
""
0.031286623
""
""
0.04402281
0.043242235
0.08873909
0.059762623
""
""
0.040679526
""
""
""
""
0.12313663
0.078561172
""
0.081328548
0.11320196
""
""
""
0.11007942
0.028081398
0.028051654
0.049417619
0.053428363
0.067183755
0.089833766
0.0069566644
0.021498404
0.041739587
0.013246525
0.028825456
0.086831316
0.022361616
0.038539898
0.038131878
0.052284665
0.031511609
0.019506082
0.031880621
0.081587039
0.13010579
0.03442286
0.093230657
0.03637626
0.045053661
0.035614654
0.061040949
0.063798048
0.044512853
0.026402656
0.027338194
0.048503082
0.049243856
0.093564324
0.078140162
0.060797382
0.022873897
0.042217884
0.050883684
0.024937423
0.055685304
0.029798321
0.051563926
0.033036966
0.05465392
0.031243144
0.052815925
0.043575626
0.042103011
0.044655439
0.096987665
0.037195932
0.065828145
0.078422479
0.061735019
0.038411468
0.028680572
0.049573008
0.043970726
0.039250728
0.036534537
0.088773288
0.066326268
0.082523577
0.050377458
0.049148943
0.066397332
0.061781142
0.059407458
0.038406763
0.036846835
0.032080669
0.10036686
0.017580712
0.0374064
0.065724134
0.023091884
0.037074473
0.051710967
0.02074576
0.055507757
0.042509113
0.044706587
0.039550625
0.039670244
0.019144442
0.0250763
0.078724355
0.046253137
0.015749998
""
0.054750994
0.018045515
0.062480699
0.081132516
0.016848862
0.047065288
0.023472805
0.015039994
0.056470893
0.024788458
0.051971179
0.077838704
0.014733074
0.034374196
0.042010464
0.063092984
0.0053709075
0.03387722
0.020950429
0.059644803
0.02950599
0.022990994
0.079798147
0.091704205
0.025410267
0.035979908
0.028209273
