kir_stycz_white_female_p25
0.33356345
0.35626507
0.36901978
0.28693584
0.31918272
0.35724887
0.35803568
0.31922442
0.36655006
0.34336996
0.32392678
0.32303381
0.37294236
0.36801791
0.34246123
0.35411444
0.31885433
0.33600497
0.38880837
0.32668084
0.34640029
0.33726993
0.35125172
0.34298673
0.33936974
0.36387995
0.31972229
0.32229275
0.31498897
0.33966997
0.33841717
0.55997592
0.36369738
0.36730573
0.35247597
0.3342039
0.36170033
0.35951567
0.32386592
0.32900864
0.36592221
0.33284181
0.35702386
0.38951921
0.35612771
0.36240205
0.31763715
0.32827523
0.33761325
0.3372286
0.36811432
0.34355998
0.38468182
0.30967528
0.36954746
0.36888501
0.31679979
0.35303286
0.35955679
0.32242286
0.32388899
0.34350085
0.34642607
0.29041925
0.29880992
0.29783729
0.31420249
""
""
0.4513849
""
""
""
""
0.39998841
""
""
0.49506924
0.42917654
0.42012253
0.39787737
""
""
0.42374098
""
""
""
""
0.28244895
0.32397893
""
0.3569437
0.26335794
""
""
""
0.33314043
0.35391143
0.37745067
0.37452015
0.3075105
0.18656819
0.34397399
0.4254818
0.37885925
0.35934433
0.39029863
0.38619205
0.39853001
0.36047071
0.35901704
0.33098677
0.30468693
0.3561784
0.39940357
0.33923343
0.32858601
0.44234976
0.35411668
0.32521716
0.34721878
0.35584223
0.32208154
0.39285055
0.34257638
0.37231004
0.35754645
0.32981431
0.37055719
0.33697328
0.41746381
0.32786512
0.33894926
0.37565655
0.31153658
0.33542177
0.34711888
0.37902662
0.35109255
0.3373397
0.34940922
0.3468951
0.34420425
0.34250873
0.33866063
0.33831421
0.32227957
0.32041806
0.3292717
0.38276118
0.36345634
0.30893007
0.32526204
0.35975891
0.37390515
0.34662142
0.35536078
0.34128189
0.32473624
0.36976272
0.33220538
0.35558268
0.35208485
0.34334478
0.36711499
0.34274444
0.32822308
0.30583912
0.33643049
0.3898643
0.37432835
0.34702018
0.36940548
0.365583
0.35211706
0.39033514
0.34296918
0.3583805
0.34088141
0.35895088
0.34149963
0.31397852
0.38883454
0.33628368
0.32532018
0.34414881
0.46870887
""
0.40131918
0.35756609
0.32820234
0.40152451
0.46112123
0.34047845
0.42456093
0.38661304
0.34778157
0.36007446
0.39391896
0.41627976
0.35472125
0.3769215
0.40756166
0.34361118
0.48015472
0.37761453
0.48440254
0.34121475
0.38189277
0.36735407
0.41868246
0.4365533
0.43240312
0.45717135
0.39871407
0.47064841
0.4186852
0.34497088
0.40193358
0.42817056
0.43642545
0.39945343
0.43934312
0.54158366
0.39326599
0.40430349
0.51189804
0.4223347
0.49503779
0.43065864
0.35722509
0.41216275
0.38247874
0.41327342
0.43072894
0.37450248
0.35554066
0.34668967
0.31638908
0.37135676
0.37095907
0.44013548
0.42460778
0.34091464
0.41027048
0.37633523
0.4637042
0.43297651
0.34220228
0.29765221
0.4416925
0.40194887
0.35847968
""
0.52972358
