kfr_black_male_p25
""
0.24757183
0.2038497
""
0.29437625
0.2782951
0.23068105
""
0.34937683
0.34848526
0.36441711
0.33215648
0.3571353
""
0.33013201
""
0.41352344
0.32939035
""
0.39055419
""
0.27200472
0.32110611
0.24158502
""
""
""
""
0.24029893
""
""
0.27272201
""
0.19620523
""
""
""
""
""
0.2959592
0.20700732
""
""
0.30590373
0.30674493
0.33748525
0.31531465
0.29252276
0.34149295
0.30522394
0.27117911
0.29036528
""
0.35651493
0.29949158
0.29273805
""
""
""
""
""
""
""
""
""
0.35115564
0.30562732
0.35798597
0.29862458
""
0.33071822
0.34263688
0.27794409
0.33396107
0.19233285
0.3012355
""
0.29591623
0.29271823
0.30789927
0.29469898
0.27465367
0.30528465
0.28111184
0.25913769
0.2978718
0.31323007
0.29583564
0.3651762
""
0.2869612
0.38359353
0.30228058
0.30029038
0.30666676
""
""
0.32129577
0.33630687
""
0.32173133
""
0.33543053
""
""
""
0.29691204
0.30561578
0.33290747
0.29898158
0.3104279
0.32518214
0.30158278
0.35644728
0.29294696
""
""
""
0.27550298
""
""
0.2650286
0.32326874
""
""
""
""
0.37621951
""
0.32024246
0.31708431
0.31728682
0.40507883
0.43887538
0.41849831
""
0.32592466
0.33180127
0.37754822
0.30026281
0.30673447
0.47365034
0.33524793
0.31122303
""
""
""
""
0.43260068
""
""
""
""
0.31672505
0.24877682
0.32483318
""
""
""
0.26309672
0.19511054
0.34542
0.39594799
0.31550539
0.30221424
0.34541926
0.26512113
0.30624282
""
0.29859579
0.31116471
0.24469894
0.30713886
0.26023948
0.25366718
""
""
""
0.30128971
0.29701856
0.35541576
0.36766666
0.25281259
0.32726097
0.30540499
""
0.29455006
""
""
0.27612412
""
0.31013638
0.28506026
""
""
""
""
0.30274564
""
""
0.2658287
0.3173058
""
0.39956841
0.32052407
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33410165
""
""
0.33679914
""
""
""
""
0.36403406
0.29586953
0.35029784
0.29240018
0.32180598
0.28827938
0.27121553
0.22759745
0.29430255
0.33265632
0.29076996
0.3386417
0.32112661
0.31852219
0.26173967
0.28275695
""
0.31940082
0.3196007
0.27185166
0.3416959
0.2587257
0.29625985
0.3265008
""
""
""
""
""
""
""
""
""
""
""
""
