kfr_stycz_pooled_female_mean
0.45971239
0.46613428
0.37261373
0.43522614
0.47984713
0.31361002
0.37615338
0.41182125
0.36852011
0.41874141
0.45977801
0.42762583
0.4214007
0.43963218
0.48617917
0.4514097
0.44274127
0.38010132
0.35858688
0.42553911
0.44882876
0.48207092
0.42431733
0.33711994
0.44348076
0.45275426
0.39463145
0.41655698
0.46083137
0.46652696
0.44023708
0.29723546
0.36493009
0.42508683
0.42206082
0.44830567
0.4424094
0.46721113
0.46178055
0.46651548
0.42734325
0.46618918
0.35005853
0.30323112
0.47361177
0.38735229
0.42210317
0.43742922
0.41709152
0.40104064
0.37721887
0.46820867
0.32607439
0.38752595
0.39106235
0.42450395
0.34864476
0.4878149
0.55788666
0.27598989
0.38792023
0.39947072
0.43457204
0.42717898
0.45190543
0.30789018
0.4179489
0.38000458
0.39097393
0.43748537
0.24508598
""
""
0.2877717
0.40973797
""
0.3459245
0.43497574
0.40578175
0.40868443
0.38622302
0.20329927
""
0.40544364
0.27554807
0.37613308
0.26027834
""
0.2868464
0.37242588
""
0.37355483
0.33572692
""
""
0.31605002
0.3734737
0.44738829
0.47340116
0.47139224
0.46443477
0.53510082
0.38697857
0.5064854
0.43436578
0.43148524
0.44409549
0.44019082
0.41752118
0.45734525
0.4386442
0.37887788
0.41466138
0.44338727
0.52291286
0.46603951
0.39924705
0.47341135
0.41756624
0.32371533
0.39994198
0.44243973
0.4374814
0.49315649
0.43064681
0.48696494
0.45819429
0.43183422
0.38004559
0.40063462
0.39386678
0.38102162
0.41764855
0.51097345
0.44602832
0.39567262
0.40660205
0.54352289
0.46140838
0.37586117
0.4344731
0.42159495
0.4484655
0.41169289
0.38751805
0.36258307
0.4335193
0.36289167
0.43304545
0.36417013
0.45234227
0.42074415
0.43514621
0.47522777
0.49819252
0.41545054
0.42818752
0.3880865
0.3806738
0.42603287
0.38605961
0.46192372
0.38874695
0.47346079
0.3232995
0.46873751
0.40896764
0.40884948
0.44238463
0.39829642
0.43415922
0.45311514
0.36348951
0.48400038
0.43151233
0.42042807
0.43490764
0.45885512
0.3836177
0.44213337
0.42405099
0.44351718
0.50347853
0.46185988
0.3523505
0.41675729
0.56733829
0.35160273
0.53656656
0.45725325
0.50112921
0.49484247
0.5841344
0.39696065
0.56860769
0.46003091
0.47080889
0.44206399
0.43756822
0.55261225
0.48975897
0.46045208
0.48535419
0.48203304
0.50869864
0.45885631
0.61523288
0.45507756
0.45599887
0.46128863
0.50186306
0.49244907
0.49459672
0.56497955
0.510279
0.56980723
0.5689013
0.43098882
0.4952451
0.51232201
0.51597035
0.49927622
0.5244509
0.59302318
0.49170473
0.51837605
0.6209324
0.50636756
0.59250993
0.52245212
0.45962256
0.54928571
0.46327868
0.53617179
0.53652602
0.48280933
0.48309529
0.43463594
0.36015299
0.45789331
0.49941596
0.54682887
0.52958214
0.45184606
0.50454885
0.42833403
0.57877839
0.50436455
0.45264608
0.39926112
0.55507702
0.57598859
0.48038831
""
0.61815208
0.49845612
0.30046853
0.42398664
0.44972193
0.48049158
0.46224564
""
0.61639804
0.55014199
0.56979203
0.47539964
0.46643987
0.53521502
0.5263859
0.46546009
0.4960359
""
0.39386791
""
0.58151156
0.50788254
0.52379751
0.45513183
0.53006285
0.53498143
0.40910196
0.46824712
0.51710838
0.50280368
""
0.50797486
0.43575862
0.47361147
0.51416731
0.42423746
0.45536134
0.54555196
0.49432889
0.57822067
0.42578793
0.42414564
0.6040343
0.42209455
0.5562498
0.44822156
""
0.62404162
0.44042736
0.53562522
0.51982319
0.51223522
0.51395386
0.51978713
0.58463502
0.56029117
0.5756219
0.58840972
0.55887324
0.52986991
0.58990753
0.51172262
0.46378121
0.49836773
0.46392167
0.42825624
0.4316408
0.46540403
0.42257932
0.40716389
0.43751481
0.46096876
0.41258925
0.45900512
0.41494244
0.47973388
0.48742831
0.3968378
0.403988
0.33566996
0.43894526
0.41444847
0.44891256
0.38632333
0.33238456
0.43336982
0.48828739
0.38661817
0.41524929
0.45460317
0.39678425
0.43779919
0.41015878
0.46265009
0.42009574
0.43486902
0.41159138
0.39680171
0.47708598
0.44807184
0.45861271
0.44182077
0.41127098
0.45719954
0.37422997
0.43590418
0.4113833
0.49517787
0.4629989
0.47430593
0.4751901
0.45045266
0.41884643
0.44207209
0.43847331
0.46055347
0.4462862
0.46166062
0.43058035
0.37354136
0.50121331
0.41785824
0.45981419
0.46923465
0.5039832
0.42081386
0.41628286
0.40566632
0.43415686
0.41949686
0.44565594
0.43329254
0.42345423
0.42352638
0.35788772
0.44516781
0.41682059
0.3711234
0.46307948
0.44633067
0.44032025
0.35916951
0.4075703
0.37489673
0.42771107
0.42678854
0.35267693
0.50326949
0.40743437
0.39463526
0.40831545
0.34349486
0.45715117
0.38171005
0.44731012
0.47399226
0.41297892
0.40346807
0.41898292
0.40833932
0.541345
0.3912285
0.24918099
0.39738894
0.38067609
0.55237412
0.40525308
0.39731458
0.50619441
0.39103913
0.45916346
0.40170658
0.33134741
0.47938341
0.48175082
0.36216736
0.40785918
0.41208422
0.31958976
0.33138606
0.47571367
0.33312073
0.45479611
0.49392956
0.38868088
0.39115727
0.37242484
0.41531327
0.57750267
0.42542824
0.57151306
0.42246905
0.44957384
0.43176562
0.38800642
0.3800081
0.45824024
0.42032245
0.35787529
0.54481715
0.46395037
0.46810141
0.30282328
0.43177164
0.45696154
0.42183757
0.41673291
0.48668784
0.44652283
0.38677296
0.44528726
0.40356019
0.40268734
0.37822565
0.39081964
0.38299227
0.45137253
0.38943726
0.39740634
0.39230931
0.4810763
0.38752338
0.41223913
0.36252075
0.41212115
0.45703411
0.38097343
0.3419525
0.34387308
0.42320007
0.38922694
0.38705361
0.39437258
0.35616797
0.43784198
0.4035275
0.41940853
0.40124631
0.38037476
0.42862988
0.49731222
0.40577349
0.48938501
0.38385201
0.48968363
0.43162459
0.47416252
0.42104778
0.381699
