stayhome_black_male_p1
""
0.26763183
0.083047412
""
-0.62498939
-0.25061524
""
""
-0.26225954
-0.015424811
-0.067279302
0.29368144
""
""
0.099085711
""
""
0.36736214
""
1.1014186
""
-0.31645647
0.62815475
""
""
""
""
""
""
""
""
0.14077164
""
0.32861385
""
""
""
""
""
""
0.31461602
""
""
-0.00074792677
0.39149785
-0.01614893
0.24702263
0.44688058
0.30156073
-0.016100548
-0.29649615
-0.00176775
""
""
-0.086077362
0.8297866
""
""
""
""
""
""
""
""
""
0.38661718
0.22858588
0.35258058
0.2058659
""
0.050775282
0.83087587
0.2814751
0.55602205
""
0.19061899
""
0.19391078
0.24592853
0.35379541
0.18479967
0.40146306
0.25097388
0.20558625
-0.12716933
-0.031704474
0.18601377
0.14507906
""
""
0.2682482
""
""
0.46671876
0.39183769
""
""
""
-0.263742
""
0.05337473
""
0.13337973
""
""
""
0.075492404
-0.031336684
0.16727118
-0.13221274
0.13744073
0.51029176
0.068138264
0.27559528
0.37598491
""
""
""
""
""
""
-0.076343983
""
""
""
""
""
-0.30884239
""
""
0.10529985
0.53227407
""
-0.054040801
""
""
0.11023915
""
0.1705676
0.32656613
0.15526673
-0.02894824
-0.0088857505
0.070855841
""
""
""
""
""
""
""
""
""
""
""
0.2997494
""
""
""
0.20684062
0.45014012
-0.47469676
0.90998816
0.08280769
0.060851473
0.62653911
-0.064935207
0.30379829
""
""
0.6596424
0.13061632
0.025510317
""
-0.3150717
""
""
""
""
0.07290902
""
0.23869205
""
0.42940444
0.28448078
""
""
""
""
0.59819829
""
0.32058764
""
""
""
""
""
0.17528525
""
""
""
0.55312407
""
0.68329859
0.54994321
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65794718
""
""
0.44777688
""
""
""
""
""
0.12696561
0.11990131
0.16301744
0.058246054
0.20470527
-0.14634386
""
0.065620929
0.38639569
0.091047548
""
0.22895722
0.33095101
0.17647181
0.38218334
""
0.053656008
0.15616781
-0.08922381
0.092307262
0.82534742
0.36461052
0.15658043
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3877106
-0.11933766
0.38901564
""
""
0.50707459
-0.10136068
""
0.18544173
""
0.042022444
0.43794847
0.22674046
-0.15477341
0.08757361
0.22319117
""
""
0.26215181
0.21906081
-0.26907969
0.15030912
0.38039735
""
""
""
""
0.32838064
-0.22566228
0.032782152
""
0.21603164
0.26539904
0.14953271
0.16783826
-0.34879521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47314012
""
""
0.0074712308
0.16496882
""
""
""
""
""
""
""
""
""
""
0.014635343
""
0.92619067
0.52972651
""
""
0.42296636
0.22443952
0.24233428
-0.1982251
0.82694787
0.29284966
0.26988196
0.27069899
0.15198889
0.5395
0.31843629
0.82615852
0.18184972
0.088919468
""
""
-0.66030842
-0.23728676
0.38117379
0.30869287
""
0.21570301
0.24252255
0.12250373
1.0160025
0.36499068
0.3513864
-0.025994318
0.055354495
0.17496768
0.093327522
0.3112264
""
""
0.11528322
""
-1.1806259
""
""
""
""
""
0.4175238
""
""
""
""
""
0.21373212
0.35445729
-0.053433102
0.2861414
0.30679187
0.079406746
0.047976419
0.3331005
0.57062578
0.28089395
0.32317019
0.085671276
0.29968935
-0.14751746
0.25037688
0.24399251
0.35530511
0.2015488
0.14617363
0.19633575
0.10661409
0.20992661
0.26302934
0.19954966
0.31379056
0.25712651
0.36960581
0.23094335
0.25464952
0.22798827
0.39080349
0.41246516
0.28332871
0.27699676
0.10332039
0.16420038
""
""
""
""
0.15074311
0.11187307
0.36818561
0.13065265
0.34860131
0.20453702
0.41091815
-0.06915912
""
0.26086918
0.49413761
0.33634111
0.2837531
0.13474828
0.71352881
0.23166747
0.46243045
0.36840641
0.60860479
0.92163754
0.20079215
0.13789444
0.48680454
0.27460226
0.35154629
1.0625483
-0.31936172
0.29442018
0.42378071
0.74036741
0.74581349
""
-0.0039399159
""
-0.056621265
""
""
0.37529162
""
0.3915363
0.069398306
-0.11806266
-0.068242945
0.28152394
""
""
""
""
""
""
""
0.091547631
""
0.38494006
0.30502152
0.67872441
""
0.62407404
""
""
0.59174418
""
""
""
0.043925513
0.26814455
-0.14699371
0.193933
0.26222268
-0.0086147226
0.55655879
0.18863362
0.21207213
""
""
""
0.26066697
0.18225631
-0.20996895
-0.043695454
0.29001924
-0.57868606
0.18323971
""
""
""
""
""
-0.33703595
0.37832871
-0.23809674
""
""
-0.11536016
0.3454051
""
""
0.45885676
0.2001079
0.19474012
0.30438203
0.31037334
0.24210289
0.45105511
0.40190062
""
""
-0.11901606
""
0.14866483
0.14633696
0.99172753
0.32617429
0.22904658
-0.075214654
-1.079638
""
""
""
""
""
""
-0.37682652
""
""
""
""
-0.46534163
0.41992617
0.080489703
0.58943135
""
0.25640896
0.12686026
0.58745766
""
-0.52635765
0.27217481
""
""
""
""
""
""
""
""
""
""
-0.067461699
