work_32_other_female_p10
0.57749212
0.46182618
""
""
""
""
""
0.64294815
""
""
""
""
""
""
""
0.46321127
0.78413725
""
""
""
""
0.63544345
0.68947119
1.0638047
0.65963662
0.73655885
0.75365001
0.72752213
""
""
""
""
""
""
0.58275229
0.44566688
0.6613611
""
0.63789868
0.62990999
0.86135882
0.54366922
""
""
0.66529679
""
""
0.69941568
0.63739455
""
0.62378299
0.72873026
""
""
""
""
0.34214702
0.45840576
0.83304352
""
0.66410279
0.71653056
0.41209692
0.97113812
""
""
""
""
""
0.68268168
0.53665245
""
""
""
0.73479211
""
""
0.75821894
0.64232701
0.45188662
0.48652059
""
""
0.4389157
0.50788987
""
""
""
0.5226503
0.47966886
""
""
""
""
""
0.96146488
0.66942948
0.66854644
0.62591368
0.3516213
""
""
0.44111657
0.70107079
0.58141428
0.68227112
0.74958229
0.61764854
""
0.52180028
0.80408591
""
""
0.70582753
0.60034496
""
""
""
0.60446525
""
""
""
""
""
""
""
0.80031836
0.61282784
0.86189342
""
""
""
""
0.65567106
""
""
0.57429314
""
""
""
0.42796615
""
""
""
""
0.84290963
""
""
""
""
""
""
""
0.6824609
""
""
0.6755057
0.79670727
""
""
""
""
0.64962995
""
""
""
""
""
0.56307602
""
0.82479703
""
""
0.382393
""
""
0.69658792
""
""
""
0.75374544
""
0.62100035
0.61309826
""
""
0.72655755
""
0.45672831
0.68919784
0.62665153
""
0.72238934
0.76770902
0.53316736
0.71075201
0.8224811
0.70639014
0.70029891
0.81835836
0.57910311
0.62984145
0.7730729
0.51743007
0.72097087
0.44343489
0.60472888
0.51736742
0.65601391
0.66605085
""
""
0.67348891
0.8127774
0.36750987
0.70453703
0.53441203
""
0.6614638
0.7054075
0.49295935
0.66741461
0.70468414
0.80137902
0.67416799
0.60026079
0.701114
0.71516395
0.73145932
0.66385651
0.56798571
""
0.75061822
0.65532315
0.73302436
0.65939361
0.69426185
0.63878834
""
0.66807133
0.4607898
0.77040958
0.63102585
0.51766413
0.72496128
""
0.70004904
""
""
""
0.79371119
0.49703237
""
""
""
""
""
""
""
0.5117256
0.70478576
""
0.57264334
""
0.15745744
0.71831113
0.86472499
0.7135092
""
""
""
""
""
""
0.64605618
""
""
""
0.70303762
0.60575777
""
""
""
0.51435876
""
""
0.70870942
0.44721568
0.6451273
""
""
""
""
""
""
0.64518452
""
""
""
""
""
""
""
""
1.0477754
""
0.72813994
""
0.67089379
0.71484548
0.71014035
0.76800865
0.7630623
0.77821833
0.73279691
0.66095895
0.82699269
0.73634553
0.7467581
0.72845417
0.68118405
""
0.74955696
""
0.73858088
0.71667087
""
0.85399252
0.43794936
0.80290437
0.78867841
0.66824955
""
""
0.63649166
0.74068046
0.72466367
""
0.59833318
""
""
""
""
""
""
0.68286163
0.93540072
0.7438426
""
0.68879074
0.61961079
""
""
0.67911631
0.57350188
0.5247584
0.80343235
""
