two_par_pooled_male_p100
1.0498403
0.92610353
1.0081087
0.98329771
0.97520792
0.93963718
1.0483831
0.98117417
1.0115489
1.0003853
1.0374579
0.94633448
1.0503278
1.0266585
1.0349607
0.96455765
1.027552
1.0124373
0.95395666
0.92031032
0.96938139
0.94867831
0.9828077
1.0963205
0.9398948
1.0083888
0.97014475
0.94001949
0.9814738
0.97116214
0.96292734
0.95700103
0.9054215
0.97473633
1.0246559
0.93287134
0.95813888
0.9738487
0.84680527
0.97944236
0.98651552
0.96548349
0.93082303
0.9814626
1.0099906
1.0506183
1.1402055
1.0468054
0.91674954
0.83184552
0.93126595
0.97935897
1.0793899
0.9719063
1.0266706
0.99366283
0.98284757
1.014546
0.99118382
1.0659724
0.91500211
0.96677125
1.0443888
0.96850419
1.0069218
0.79099309
0.84360278
0.91105688
1.0503681
1.0560187
1.0572721
1.0731937
0.93265563
0.97076499
0.98945457
0.93343139
0.96946549
0.99724215
0.99877971
1.0309893
0.35204771
0.78279614
1.0555451
0.96925503
0.94979203
0.96444631
1.0086192
0.99072319
1.0353534
0.99691296
0.981309
0.96410388
1.0877494
0.9933964
1.0124568
0.93832445
0.7925927
0.90884924
0.99021959
1.0428978
0.97199428
1.0016886
1.0681483
1.0365032
1.0011266
""
0.94150585
0.94197053
0.9325434
1.0216715
0.9979279
0.64956099
0.97543031
1.0416144
0.9494136
1.1158566
0.9848035
1.0425388
1.0590948
0.99122268
1.0797411
0.98271191
0.98240292
0.96855503
0.89290267
1.002591
1.0704836
1.0599792
1.1096921
1.0438304
0.86536074
0.94059461
0.99240196
0.92587417
1.0057406
1.0439761
0.96356183
1.0355346
1.1010134
0.98774821
0.97457212
0.8587001
1.0590892
1.0028064
0.98631704
0.98580194
1.0789919
0.99268872
1.1027527
1.0254235
0.94555801
1.0798522
1.017581
1.0513433
1.0026999
0.94384277
0.98214459
1.0673447
1.0044572
1.0883744
1.0332811
1.0242897
1.0037822
1.0087168
1.0307578
1.0611784
1.0869625
0.90778989
0.94744545
0.96601558
0.94712293
0.98405057
0.93253261
0.97713333
0.92186546
1.0106833
0.94125676
0.9447816
1.0475905
0.87510735
1.0633814
1.1362613
1.1399086
0.99449182
0.98393208
0.90762788
1.1306732
0.98654878
1.0918413
1.1834003
1.0006971
1.0590284
1.0772424
1.0351878
1.0155337
1.0752006
1.0692385
0.98814571
0.94379914
1.1070738
1.0668416
1.122599
1.0146407
1.0937927
0.99737519
0.85964513
1.0155791
1.0162902
1.0110813
1.0101838
0.91847938
1.0114061
1.0134559
0.99993449
1.0095627
1.047132
0.99387276
0.99331373
0.90584135
1.0045164
1.0424644
1.0645901
1.0371072
0.99159271
1.0510336
1.0400496
1.025237
1.0801173
1.0665588
0.95674431
0.9142502
0.97398549
1.0551811
1.029916
1.0034488
1.0661792
0.92515796
1.0115677
1.0925121
