kir_stycz_natam_male_n
33.0
""
""
43.0
37.0
""
128.0
""
""
24.0
28.0
175.0
""
""
20.0
""
131.0
29.0
""
47.0
69.0
1651.0
84.0
20.0
127.0
20.0
41.0
50.0
122.0
""
""
""
109.0
60.0
39.0
58.0
""
""
""
""
63.0
""
""
""
""
""
156.0
327.0
71.0
45.0
71.0
52.0
""
""
""
67.0
""
37.0
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
21.0
104.0
""
""
26.0
278.0
75.0
""
""
""
39.0
""
""
""
20.0
168.0
57.0
43.0
178.0
95.0
53.0
52.0
145.0
38.0
117.0
""
31.0
22.0
27.0
63.0
""
84.0
54.0
40.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
195.0
""
""
""
""
""
24.0
23.0
""
""
45.0
31.0
""
""
""
""
27.0
218.0
""
""
""
72.0
""
""
157.0
151.0
36.0
38.0
""
""
""
""
34.0
199.0
""
318.0
96.0
36.0
252.0
32.0
538.0
72.0
79.0
71.0
""
""
77.0
187.0
63.0
79.0
""
""
60.0
""
""
94.0
""
""
22.0
""
""
25.0
68.0
""
""
""
""
""
68.0
""
55.0
28.0
""
23.0
27.0
46.0
90.0
""
""
23.0
""
25.0
""
""
43.0
37.0
27.0
104.0
""
""
""
""
""
""
115.0
""
""
""
60.0
27.0
35.0
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
133.0
""
""
324.0
""
79.0
""
31.0
44.0
""
43.0
""
""
""
""
36.0
37.0
29.0
412.0
24.0
158.0
231.0
20.0
49.0
""
""
40.0
""
""
56.0
37.0
""
""
139.0
""
""
190.0
63.0
""
23.0
212.0
""
74.0
47.0
""
34.0
74.0
36.0
""
""
""
""
79.0
612.0
27.0
126.0
31.0
""
""
""
45.0
""
""
""
""
""
""
150.0
205.0
149.0
72.0
56.0
35.0
""
58.0
""
""
""
""
""
""
""
32.0
""
29.0
61.0
248.0
""
280.0
37.0
22.0
""
164.0
""
""
24.0
32.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
225.0
""
""
""
""
""
""
""
""
""
97.0
""
""
""
95.0
""
146.0
32.0
""
""
""
""
""
""
54.0
""
""
""
""
31.0
27.0
37.0
""
93.0
""
""
77.0
32.0
""
45.0
274.0
""
""
43.0
71.0
""
""
""
""
""
""
""
""
22.0
28.0
""
""
26.0
43.0
""
48.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
279.0
49.0
""
""
62.0
27.0
20.0
""
95.0
""
""
""
""
""
65.0
49.0
64.0
""
""
132.0
""
""
""
""
""
""
112.0
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
398.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
156.0
196.0
""
29.0
""
""
300.0
23.0
286.0
""
""
""
""
30.0
""
88.0
27.0
267.0
""
35.0
785.0
1103.0
410.0
114.0
2797.0
230.0
""
84.0
101.0
84.0
""
""
""
""
""
""
29.0
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
164.0
""
""
""
35.0
""
""
""
""
""
""
31.0
49.0
""
34.0
402.0
85.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
35.0
""
""
""
""
""
""
""
45.0
256.0
468.0
42.0
62.0
36.0
23.0
264.0
20.0
""
286.0
79.0
197.0
1928.0
309.0
195.0
23.0
235.0
""
681.0
""
""
111.0
118.0
53.0
23.0
88.0
43.0
75.0
367.0
67.0
""
274.0
108.0
115.0
91.0
""
""
""
97.0
95.0
""
""
25.0
142.0
""
""
""
24.0
21.0
""
""
148.0
62.0
""
""
""
""
38.0
""
""
""
148.0
""
""
""
1121.0
33.0
1923.0
94.0
660.0
29.0
""
1319.0
690.0
112.0
1688.0
""
""
""
97.0
""
""
66.0
""
""
""
""
74.0
335.0
43.0
131.0
""
""
""
42.0
""
""
104.0
""
""
131.0
132.0
81.0
43.0
81.0
164.0
170.0
354.0
154.0
523.0
223.0
67.0
""
""
231.0
192.0
391.0
303.0
""
55.0
344.0
76.0
84.0
1448.0
68.0
""
""
34.0
234.0
91.0
126.0
409.0
29.0
320.0
38.0
235.0
107.0
""
""
85.0
""
""
""
158.0
85.0
1283.0
