kir_native_pooled_pooled_mean
0.45355302
0.43792582
0.40914744
0.46515381
0.49601343
0.47104296
0.48487666
0.44990271
0.45037732
0.47208944
0.46409279
0.50076169
0.4509598
0.45605445
0.47879276
0.46589944
0.46679407
0.4834668
0.44794393
0.45443681
0.45743749
0.45113501
0.47147802
0.47667187
0.51789021
0.44754934
0.47348875
0.47563836
0.49581444
0.48277861
0.48433238
0.51392263
0.52923328
0.5133006
0.46419072
0.47470328
0.46176603
0.46080631
0.43998784
0.47203389
0.47999015
0.46583959
0.46404988
0.51202661
0.4685542
0.46301365
0.51222897
0.52300781
0.52339661
0.48564455
0.49909514
0.51425922
0.46374583
0.45927864
0.48083419
0.48234478
0.49941179
0.50294524
0.46602392
0.47395408
0.48377025
0.47740352
0.47454435
0.45972601
0.43392673
0.44638497
0.41251868
0.42444462
0.43704253
0.42146534
0.43630525
0.44524768
0.43836376
0.47468016
0.44981745
0.45259628
0.46789461
0.44876993
0.4579716
0.47419193
0.44912085
0.47976923
0.45753297
0.48334077
0.49975139
0.47504956
0.46162835
0.46895814
0.48226535
0.455991
0.46776435
0.43512544
0.45258704
0.47203568
0.43830031
0.44654265
0.45369387
0.46275607
0.48687223
0.47624001
0.4938615
0.50854093
0.50700289
0.50382316
0.4801237
0.49247366
0.46642441
0.47670373
0.44946536
0.45047349
0.477853
0.46521506
0.48579711
0.45575324
0.48474446
0.47833008
0.47709525
0.44097748
0.44478568
0.43249017
0.45681238
0.4509649
0.45373622
0.45358875
0.45914403
0.48596284
0.47349417
0.45963618
0.45817786
0.45923507
0.51388931
0.45736474
0.47732833
0.45785078
0.47405493
0.4629423
0.46551043
0.45384115
0.4548068
0.48547381
0.47403899
0.45869365
0.43482608
0.45473498
0.44514185
0.45752177
0.46796539
0.46543586
0.44849572
0.46063358
0.45212767
0.49310443
0.48000798
0.48095044
0.470736
0.47741941
0.47249919
0.47226301
0.46877268
0.47034416
0.45370382
0.44757298
0.53712815
0.55367607
0.51742381
0.58609861
0.52233297
0.53417754
0.49389046
0.50180215
0.52126974
0.53244323
0.5024243
0.51185799
0.48241112
0.49136692
0.50858974
0.51188332
0.503016
0.4893322
0.50160402
0.48667878
0.50705016
0.46739492
0.46993312
0.5301044
0.45943344
0.52327859
0.48587126
0.44334033
0.45216572
0.47679856
0.51730245
0.49854761
0.49783677
0.5050317
0.5332424
0.55607665
0.52991551
0.52223307
0.50777882
0.50608963
0.50836509
0.49679723
0.47766438
0.51653093
0.51212502
0.48733357
0.49236542
0.51470006
0.48718491
