two_par_other_pooled_p75_se
0.029173149
0.041088462
0.1970935
0.01942292
0.024749232
0.052348755
0.015987031
0.064908013
0.083751455
0.030714041
0.03078763
0.013375753
0.07723473
0.041139286
0.030393487
0.15565743
0.083010465
0.025714079
0.10047666
0.066837482
0.033312775
0.010568672
0.025527982
0.042381983
0.011352611
0.16474248
0.024977179
0.013858507
0.0082702423
0.093425252
0.04220584
0.032779112
0.012776397
0.010756662
0.042125542
0.016942095
0.066941716
0.067870744
0.21840604
0.31446019
0.03660138
0.08093825
0.12223589
""
0.10213715
0.093923181
0.012868451
0.038501233
0.019789644
0.03521188
0.017529739
0.021977831
0.057966389
""
0.13124375
0.017570732
0.071619734
0.062328376
0.13410078
0.038761321
0.079395778
0.018551795
0.124904
0.043277837
0.074587673
0.061270196
0.10999664
0.16022713
0.11481915
0.13138734
0.13769226
0.067564979
0.078745335
0.04083864
0.091590017
0.076434456
0.062788017
0.081765272
0.047906332
0.015861625
0.059138041
0.045937892
0.065124996
0.030955926
0.013974931
0.037618201
0.066851616
0.01562222
0.014555432
0.025626579
0.064776435
0.054523423
0.046257161
0.024071017
0.04861325
0.15178469
0.032610234
0.027617177
0.010230497
0.023653524
0.021081232
0.01133844
0.017590551
0.023872441
0.013772948
0.011718567
0.024409411
0.0090646474
0.050707843
0.030595401
0.028979247
0.027296079
0.016535046
0.10794795
0.015488259
0.016021136
0.013664867
0.15459086
0.11725728
0.11823719
0.034112029
0.073961899
0.054510806
0.022084489
0.057212297
0.02124447
0.01912046
0.05700044
0.079922438
0.087710097
0.0074108308
0.05221289
0.034773495
0.080017604
0.031794827
0.049777512
0.020965992
0.018985242
0.079813339
0.046662118
0.024571327
0.025385547
0.12118887
0.075003535
0.047600087
0.096761487
0.013744148
0.041004155
0.071577772
0.076398484
0.067130908
0.017779602
0.039903112
0.29288748
0.010046965
0.022510149
0.10184865
0.02122198
0.062020667
0.032536
0.040281855
0.10195009
0.015471399
0.0071932008
0.062007681
0.0046446766
0.019822091
0.026407531
0.029335549
0.025626542
0.0060301377
0.017741069
0.04042105
0.019339154
0.05007197
0.086292073
0.016514795
0.012006279
0.034983288
0.045790803
0.052707437
0.043060794
0.011715516
0.037392966
0.054693077
0.011003715
0.095529333
0.037101272
0.021448547
0.15382652
0.063502766
0.012026227
0.014937667
0.063639417
0.10183489
0.045773085
0.026659135
0.031443834
0.016153913
0.052437622
0.017129457
0.02326284
0.04451479
0.034683146
0.023853773
0.01878635
0.010694802
0.042420849
0.028644415
0.024603756
0.032906711
0.02531326
0.062445246
0.051830173
0.01650399
0.018481025
0.016830599
0.0093587665
0.036552403
0.037646864
0.039914433
0.037145711
0.031433035
0.045167722
0.010765744
0.02277009
0.028316073
0.031643689
0.010540129
0.018490314
0.022422951
0.024633793
0.14568916
0.034328841
0.08641196
