hours_wk_white_pooled_mean_se
1.1313283
0.74178159
1.6737953
2.3808076
1.1583662
""
1.7544392
0.79330128
1.5177594
1.9086584
1.4658512
2.9664783
1.7910265
2.4474185
1.9483843
1.0188173
1.171785
2.5870905
2.8873878
1.276438
2.175772
0.9031294
1.0039907
1.9821559
1.0699829
1.094409
1.5336409
0.82570589
2.1760588
1.5115695
1.5036712
""
2.9804435
1.7157984
0.66101187
1.0342939
0.39777747
2.5296538
0.89431715
1.4061626
0.96874142
0.98008734
""
""
0.5364114
3.2080684
1.5389379
0.77594191
0.51072687
2.2292938
0.63831478
0.728697
6.326499
2.651911
1.555516
2.1109982
1.4042481
1.1580514
0.65126848
""
1.0369214
1.2037735
0.7595951
1.1389241
2.5076108
""
1.9081402
""
""
0.55331129
""
""
""
""
0.87985551
""
""
1.2294906
1.4602978
2.0969579
2.9487944
""
""
1.271575
""
""
""
""
4.4630117
3.2392576
""
""
3.071804
""
""
""
3.0798666
0.94805884
0.96742141
1.4664191
1.9015901
3.188647
2.9365342
0.18088239
0.76796669
1.4679447
0.36307147
0.9736287
3.37919
0.74023181
1.0450531
1.937911
1.8433057
1.37141
0.65189123
1.2926899
2.8104589
""
1.6035748
2.881274
1.6052148
1.7008467
1.6562186
2.6187375
1.8794205
1.6973782
0.94619858
1.1075017
1.2807575
2.1288805
2.6273553
2.8959904
2.0554838
0.82489824
1.8351147
2.1813893
0.90365046
1.7286382
1.3227611
2.0699549
1.2783921
2.0180299
1.1178205
2.7482007
1.8186923
1.1537713
1.6766616
3.4465072
1.6945041
3.6614745
3.0671062
2.1308203
1.3924534
0.98976892
2.053299
2.1805513
1.3697103
1.2367423
3.0453322
3.0615234
2.9595692
2.2524607
1.6555196
2.8310885
2.5748012
2.4950268
1.6433954
1.9458494
1.0433029
3.2138124
0.48239985
1.5278125
2.1609845
0.78260899
2.2398765
2.3097203
0.77859473
2.240782
1.8575034
2.1731646
1.2299829
1.998942
0.67435652
1.0419358
2.9818125
1.8221953
0.33294618
""
1.6749661
0.63363934
1.7117972
2.2769489
0.3358739
1.5894023
0.65109223
0.45439294
1.7672698
0.83921641
1.6315362
1.9878495
0.43439242
0.98151535
1.3850831
1.4063365
0.16708542
1.0841138
0.59137821
2.4105959
0.97569877
0.78865921
2.9297979
3.0881524
0.64820474
0.77607924
0.89175218
0.22504535
0.516276
2.1715033
0.29220223
0.29279119
1.3161771
0.28918725
0.22155946
0.67559075
0.4521639
0.598786
0.45182154
0.55573684
0.29919428
0.65044111
0.65667295
""
1.1352384
0.48554122
0.43211141
0.46658137
0.9883883
1.081838
3.2975354
0.61147398
1.2334414
0.36369246
0.77097976
1.0930424
0.45282149
2.4490135
0.32387745
3.0017948
3.6434376
3.7107151
0.5165264
0.87535071
1.819911
""
3.7083306
2.7467239
""
""
4.8258162
1.6193873
0.48207569
""
0.50668693
2.3342876
1.3033849
0.33978459
1.1231496
1.263244
4.0496073
""
2.2964985
""
4.101737
""
0.30959082
""
2.3833747
3.2636068
1.1922581
0.47919235
1.8406689
3.913945
1.6647115
0.70058405
""
1.8567827
1.8898757
1.3972721
1.4662553
1.7849
3.8194625
1.9361923
3.8638306
2.7831435
2.3292656
0.79192287
3.0617888
2.1055281
