married_asian_male_p25
""
0.32097927
""
""
""
""
""
0.51851392
""
""
""
""
""
""
""
0.40487415
""
""
""
""
""
""
0.55444676
""
""
""
""
""
""
""
""
""
""
""
0.37982002
""
0.60430247
""
0.39918455
""
0.46946505
""
""
""
0.50825137
""
""
""
0.49967793
""
0.3600741
0.12265052
""
""
""
""
""
""
0.63086045
""
""
""
0.40123674
""
""
""
""
""
""
0.30493328
""
""
""
""
0.43859622
""
""
0.19660141
""
0.35849848
0.34541598
""
""
""
""
""
""
""
""
0.41691998
""
""
""
""
""
""
""
0.34256786
0.76614481
""
""
""
""
0.40197039
0.51340187
0.69453812
0.39271304
0.50735223
""
0.5064913
0.47568488
""
""
""
0.33429238
""
""
""
""
""
""
""
""
""
""
""
""
0.20311505
""
""
""
""
""
""
""
""
0.78459787
""
""
""
""
""
""
""
""
0.63401133
""
""
""
""
""
""
""
0.73487478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25295046
""
0.43187165
""
""
0.21332178
""
""
0.4121244
""
""
""
""
""
0.3117677
""
""
""
0.43054292
""
""
0.4378694
0.51618612
""
0.3826012
0.54649633
0.35182732
0.35614103
0.5946573
0.32179162
0.59880888
""
0.44512898
0.49764961
0.52608865
""
0.38903674
0.47680265
0.38909405
""
0.48539895
0.34724259
""
""
0.38729244
0.39569271
0.44668117
0.38397157
0.37823522
""
0.38659003
0.36820936
0.46677199
0.40446147
0.39168754
0.40121508
0.3681331
0.38519546
0.37216485
0.39212182
0.39145899
0.36660179
0.2946108
""
0.39791369
0.41914892
0.41747284
0.39017299
0.63320369
0.359312
""
0.3611047
0.3591257
0.40595222
0.46848628
0.36165506
0.36909777
""
0.39940062
""
""
""
0.50982851
0.32207274
""
""
""
""
""
""
""
""
0.3655833
""
0.48301443
""
""
0.42684901
""
""
""
""
""
""
""
""
0.38739482
""
""
""
""
0.46074426
""
""
""
0.4288092
""
""
""
""
""
""
""
""
""
""
""
0.42391634
""
""
""
""
""
""
""
""
""
""
0.56115824
""
0.53020847
0.46021485
0.43885571
0.40719429
0.43539825
0.4464092
0.48589814
0.30495039
0.46356747
0.46023956
0.4637208
0.46878421
0.53988796
""
0.3014029
""
0.4891499
0.43147641
""
0.26530629
0.42444283
0.50262117
0.34947041
0.41251358
""
""
0.39638749
0.33841035
0.38146067
""
""
""
""
""
""
""
""
0.19071524
0.40970781
0.41466975
""
0.23577654
""
""
""
0.39577517
0.28965893
0.40769151
""
""
""
0.46404022
0.48039806
0.35005489
0.41938424
0.45946661
""
0.33467755
""
0.46320748
0.42177275
0.45540166
