staytract_pooled_pooled_n
5810.0
13530.0
2542.0
1712.0
4562.0
982.0
2383.0
12515.0
3801.0
1863.0
3432.0
1317.0
2726.0
1050.0
1199.0
4881.0
5138.0
1308.0
806.0
3337.0
1144.0
6992.0
5946.0
5000.0
4997.0
7161.0
3451.0
9540.0
1563.0
2421.0
2324.0
1063.0
1468.0
1816.0
9677.0
4474.0
64995.0
1117.0
7661.0
3476.0
8970.0
6248.0
1406.0
2094.0
25996.0
2172.0
2169.0
7558.0
39273.0
1832.0
25390.0
11345.0
1078.0
1819.0
2626.0
1799.0
5565.0
5977.0
15025.0
1072.0
8052.0
3979.0
15014.0
5504.0
1295.0
1124.0
2012.0
134.0
144.0
29290.0
766.0
49.0
106.0
188.0
9662.0
70.0
125.0
3130.0
3379.0
1200.0
1248.0
439.0
89.0
4385.0
510.0
342.0
357.0
107.0
368.0
899.0
26.0
348.0
443.0
115.0
""
375.0
2884.0
11871.0
10696.0
3753.0
2791.0
735.0
1006.0
264206.0
14861.0
6966.0
74003.0
14171.0
4056.0
13893.0
13922.0
2090.0
2105.0
3288.0
15663.0
3192.0
1112.0
393.0
2286.0
1475.0
2072.0
1606.0
2287.0
763.0
2226.0
2026.0
7139.0
5897.0
6050.0
1840.0
742.0
1789.0
1832.0
8028.0
1595.0
1036.0
8274.0
1419.0
3705.0
2248.0
3118.0
1285.0
3752.0
790.0
1463.0
9255.0
2139.0
535.0
1489.0
1017.0
1009.0
1107.0
2049.0
6488.0
1208.0
1059.0
4499.0
5691.0
1063.0
610.0
967.0
833.0
2957.0
832.0
2532.0
817.0
2276.0
1802.0
5336.0
600.0
38855.0
1723.0
2614.0
9008.0
884.0
622.0
12645.0
1360.0
1412.0
931.0
4883.0
1572.0
14232.0
6341.0
681.0
1675.0
121431.0
98.0
2843.0
18102.0
2690.0
1483.0
89949.0
2634.0
15647.0
75849.0
2612.0
10242.0
17374.0
1602.0
70020.0
13235.0
3764.0
2507.0
736782.0
13192.0
17210.0
1562.0
7348.0
23337.0
732.0
391.0
37416.0
11634.0
8996.0
225521.0
27077.0
1165.0
156924.0
115829.0
6463.0
183605.0
234633.0
48735.0
59372.0
21518.0
60019.0
33411.0
139296.0
22643.0
16821.0
170.0
4088.0
46707.0
39279.0
48551.0
9466.0
5964.0
522.0
37681.0
4772.0
75924.0
15231.0
7173.0
41771.0
1630.0
61773.0
684.0
393.0
599.0
23526.0
6065.0
1400.0
82.0
645.0
500.0
140.0
341.0
329.0
2800.0
50062.0
53.0
20327.0
1120.0
2496.0
61940.0
4518.0
4654.0
348.0
210.0
958.0
21.0
657.0
71.0
59886.0
152.0
778.0
722.0
4167.0
25285.0
1502.0
439.0
2249.0
13251.0
20.0
1902.0
2312.0
3792.0
3226.0
2335.0
288.0
1631.0
521.0
730.0
1546.0
14374.0
769.0
1376.0
659.0
335.0
36.0
162.0
300.0
364.0
2388.0
610.0
19721.0
1240.0
67366.0
70228.0
16219.0
13156.0
64661.0
24144.0
12303.0
10299.0
13487.0
46360.0
13522.0
45674.0
17775.0
2272.0
17836.0
2237.0
47314.0
143880.0
1056.0
13059.0
10078.0
20026.0
17816.0
5127.0
2089.0
855.0
83156.0
31387.0
5641.0
695.0
4542.0
1220.0
625.0
1035.0
922.0
1662.0
3025.0
13258.0
7227.0
96584.0
1590.0
10331.0
4146.0
1280.0
493.0
20005.0
39618.0
20312.0
3006.0
508.0
1472.0
23972.0
22824.0
11035.0
195275.0
7202.0
6252.0
20704.0
3949.0
94702.0
23145.0
93012.0
32843.0
72763.0
46959.0
5678.0
13580.0
21404.0
14262.0
27087.0
44788.0
3421.0
3309.0
1640.0
1077.0
41598.0
2353.0
3932.0
1961.0
1606.0
442.0
987.0
182.0
3727.0
1352.0
4673.0
7868.0
1971.0
1417.0
15748.0
980.0
879.0
1649.0
2828.0
4165.0
2371.0
2043.0
194.0
4995.0
779.0
9101.0
5378.0
720.0
24337.0
3078.0
2087.0
14936.0
7935.0
255.0
32056.0
598.0
55140.0
3280.0
3634.0
12675.0
1484.0
9824.0
1158.0
2280.0
1248.0
1558.0
2210.0
70039.0
1566.0
988.0
