kfr_pooled_female_mean_se
0.0018397678
0.0026946648
0.0055229454
0.001622573
0.0019806656
0.0047089444
0.0013346339
0.0046917927
0.0056900089
0.002155496
0.0020716335
0.0011137896
0.005711861
0.0034406241
0.0021775614
0.0065159532
0.0067503764
0.0022371267
0.005830043
0.0042145331
0.0016539991
0.0014890841
0.0022654007
0.0027571858
0.0012030307
0.0050041196
0.0026513485
0.0017206223
0.0011280677
0.0038082777
0.0034071247
0.002858106
0.0013093335
0.0016177914
0.0033582598
0.0018086534
0.0037664897
0.0032066165
0.0058747018
0.0054321787
0.00165609
0.0037364005
0.0058046244
0.0093197012
0.0045621819
0.0039087068
0.0010992949
0.0025278938
0.0014711461
0.0028629436
0.0021914931
0.0017986615
0.0024363801
0.0085928617
0.0078370897
0.0017276936
0.0048235483
0.0093561849
0.008350742
0.0029033429
0.0041867862
0.0016076019
0.0061842729
0.0043647694
0.0036775582
0.0041679232
0.006979296
0.0051641185
0.0045444495
0.0040070657
0.0039529661
0.003308292
0.0027950974
0.0027282725
0.003926951
0.0059070322
0.0028450312
0.003738472
0.0050100051
0.0011104119
0.0030770591
0.003123092
0.0041969046
0.0029435789
0.001154301
0.0034431918
0.003347028
0.0024081056
0.0018304656
0.0024125525
0.0028360733
0.0043366975
0.0041743359
0.0018530654
0.0041589607
0.0063544847
0.0029058808
0.0019868547
0.00088650198
0.0016017379
0.0016095265
0.00067690219
0.0011137876
0.0016595646
0.0016511424
0.00094953948
0.0017090096
0.0011153424
0.0033246581
0.0021103746
0.0024905019
0.0024034358
0.0014704245
0.0044756616
0.0015376421
0.0013984593
0.0016796887
0.0059586423
0.0070267254
0.0060814978
0.0025235412
0.0037059363
0.0040381388
0.0031524869
0.0041020568
0.0019081965
0.0019431653
0.0038829753
0.0043345331
0.0044510835
0.00070814567
0.0032482303
0.003022477
0.0042167585
0.0025080491
0.0031868659
0.0017738851
0.0020220785
0.0048907287
0.0035394225
0.002045755
0.0027744365
0.0064909435
0.0048569846
0.0026942277
0.0052895392
0.0026223087
0.0030971384
0.0038129336
0.0039283382
0.0036760217
0.0012988312
0.0024777963
0.0047033709
0.0014997675
0.0016505892
0.0047671343
0.0019478004
0.0045998967
0.0034649472
0.0094290869
0.0055097155
0.0023878743
0.0008887694
0.006338804
0.00065910583
0.0036670738
0.0036390084
0.0055107418
0.0022025735
0.00061038363
0.0018851478
0.0033504176
0.0017087284
0.0034498388
0.0050711683
0.0017827764
0.0010969541
0.0031512238
0.0041997223
0.0041245692
0.0037441298
0.0011374417
0.003496439
0.0038456882
0.00094310887
0.005831162
0.0032377944
0.0018676488
0.0067256452
0.0043934709
0.0026250442
0.0012631002
0.0057069436
0.004716232
0.0030272098
0.0023443976
0.0022743337
0.0013878902
0.0035853537
0.0015367108
0.0018925503
0.003343151
0.002842393
0.0020305081
0.0016118953
0.0010661157
0.0031752656
0.0025463712
0.0022635539
0.0026209676
0.0020618865
0.005360147
0.0056481059
0.0014888141
0.001488136
0.0018353001
0.00082935294
0.0029627657
0.002826113
0.0038755729
0.0031151341
0.002721593
0.0037806907
0.0010396932
0.0021256246
0.0025508318
0.0021302977
0.00091104239
0.0014783724
0.0016355683
0.002141081
0.0062889475
0.002909329
0.0068873558
0.0037012319
0.0062970463
0.0024812131
0.0088400291
0.0037276878
0.002450251
0.0032665082
0.0031044907
0.0020565153
0.003549899
0.0037814472
0.0026459326
0.0013052647
0.0034053661
0.0025002358
0.00089805759
0.0022497547
0.002924663
0.0062488536
0.0025541049
0.0034418649
0.0040777363
0.0013956822
0.0030419785
0.001560409
0.0027621535
0.0017092873
0.0012394548
0.0012819872
0.0015560744
0.00046405802
0.0013564097
0.00063020707
0.00061803625
0.0017619673
0.0019854321
0.0035110831
0.007185916
0.0026109891
0.008217779
0.0052150767
0.0016497872
0.0024698933
0.004408699
0.0027123946
0.001164625
0.017501827
0.017715052
0.00070575834
0.001245573
0.0039613689
0.001756059
0.00080352696
0.003498557
0.0055341357
0.0062456205
0.007441815
0.0049466947
0.0037880293
