somecoll_black_female_n
52.0
""
""
167.0
345.0
73.0
971.0
""
""
344.0
235.0
1373.0
""
""
122.0
""
""
75.0
""
137.0
874.0
908.0
301.0
360.0
1205.0
122.0
370.0
636.0
1630.0
135.0
251.0
179.0
1282.0
804.0
377.0
426.0
167.0
200.0
125.0
140.0
1154.0
228.0
84.0
""
135.0
260.0
2238.0
240.0
1140.0
267.0
339.0
593.0
448.0
45.0
59.0
1018.0
109.0
""
27.0
362.0
145.0
627.0
67.0
47.0
""
""
""
""
""
""
239.0
298.0
495.0
271.0
108.0
""
230.0
56.0
45.0
2115.0
310.0
43.0
""
75.0
837.0
31.0
34.0
248.0
414.0
89.0
92.0
""
""
273.0
""
""
30.0
148.0
1076.0
380.0
191.0
3190.0
914.0
223.0
218.0
1011.0
232.0
960.0
92.0
120.0
186.0
433.0
1195.0
149.0
819.0
675.0
854.0
94.0
47.0
73.0
314.0
124.0
113.0
218.0
139.0
627.0
549.0
107.0
140.0
157.0
4274.0
150.0
183.0
65.0
60.0
196.0
454.0
627.0
111.0
262.0
469.0
106.0
67.0
90.0
381.0
140.0
427.0
280.0
216.0
178.0
41.0
1308.0
457.0
166.0
397.0
836.0
104.0
753.0
107.0
24.0
""
""
168.0
2676.0
50.0
5066.0
""
""
""
59.0
4338.0
177.0
""
237.0
""
""
214.0
370.0
""
""
""
""
636.0
""
25.0
949.0
""
""
220.0
""
20.0
114.0
661.0
""
21.0
23.0
21.0
72.0
388.0
""
378.0
79.0
""
33.0
132.0
227.0
901.0
""
42.0
59.0
""
91.0
""
""
626.0
178.0
151.0
2031.0
""
26.0
29.0
""
28.0
""
898.0
62.0
""
46.0
809.0
348.0
92.0
132.0
""
""
""
36.0
""
82.0
""
""
25.0
""
46.0
74.0
""
25.0
164.0
256.0
""
45.0
923.0
47.0
""
""
48.0
""
""
169.0
""
99.0
25.0
97.0
166.0
258.0
240.0
8691.0
308.0
3166.0
3896.0
498.0
368.0
129.0
38.0
""
""
""
20.0
""
""
""
215.0
""
""
988.0
52.0
""
149.0
1164.0
""
""
""
""
""
""
""
""
""
""
""
""
690.0
""
""
""
""
""
""
""
54.0
""
24.0
23.0
""
""
""
20.0
""
""
""
""
""
98.0
""
""
""
47.0
188.0
""
""
109.0
""
143.0
187.0
1166.0
93.0
6301.0
208.0
45.0
""
2071.0
""
""
113.0
102.0
23.0
""
""
""
""
""
56.0
54.0
44.0
""
22.0
81.0
""
89.0
""
150.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
335.0
""
""
""
""
""
""
207.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
451.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
87.0
207.0
""
""
""
""
""
42.0
1132.0
24.0
""
""
""
77.0
""
36.0
""
""
""
""
58.0
74.0
""
""
478.0
36.0
""
""
157.0
""
""
""
""
""
""
""
136.0
38.0
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
59.0
20.0
""
428.0
""
468.0
""
""
""
80.0
""
""
""
""
""
""
21.0
75.0
114.0
128.0
2997.0
478.0
110.0
83.0
25.0
""
""
""
""
""
""
""
""
63.0
""
""
71.0
""
""
""
""
""
204.0
85.0
362.0
930.0
2301.0
106.0
266.0
273.0
239.0
139.0
29.0
""
""
""
""
594.0
""
54.0
138.0
35.0
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
75.0
""
517.0
""
136.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
143.0
214.0
""
683.0
293.0
""
""
""
47.0
""
1509.0
550.0
""
""
576.0
31.0
53.0
4136.0
""
""
""
""
33.0
""
""
225.0
""
24.0
""
""
20.0
""
""
""
""
""
""
""
""
684.0
