kfr_stycz_pooled_male_mean
0.40532652
0.38977876
0.3792921
0.42797413
0.41537774
0.36671403
0.40802941
0.39975506
0.40157342
0.4053227
0.40832651
0.43312952
0.39349312
0.39582399
0.41161329
0.41524479
0.41716674
0.41292644
0.39979184
0.34316161
0.37379768
0.34739715
0.38793889
0.37425682
0.46182218
0.32863563
0.39358982
0.38736123
0.42121944
0.40430963
0.39465955
0.44132608
0.45407468
0.42084143
0.35501596
0.41662604
0.41974148
0.40840662
0.36690155
0.330942
0.39848042
0.40239534
0.45134622
0.49703747
0.39830589
0.35695761
0.43886417
0.52622944
0.47426116
0.42665282
0.48143342
0.49444193
0.40191633
0.39737961
0.42136157
0.41643342
0.44687703
0.52905786
0.43198076
0.36612818
0.40156287
0.42892489
0.38804603
0.42755699
0.37957203
0.40021977
0.38551006
0.37813184
0.39997959
0.38400102
0.34640488
0.35558257
0.30994129
0.40717399
0.38116547
0.4373008
0.41577095
0.40850246
0.42757088
0.38140225
0.34904307
0.44303134
0.42850056
0.42523506
0.46530768
0.44298935
0.43624014
0.41060483
0.4425872
0.41556823
0.43411887
0.39439976
0.4145934
0.42195436
0.41052422
0.39076725
0.41444609
0.412853
0.41687405
0.41113532
0.41698578
0.41819662
0.42078161
0.43136495
0.40134278
0.42174479
0.38461
0.41638049
0.39767808
0.38881651
0.38869897
0.37379774
0.40423572
0.33048335
0.41409475
0.42708966
0.39454925
0.34807491
0.38455188
0.34066236
0.37267652
0.39479396
0.37938836
0.38317585
0.39087123
0.39633673
0.38492426
0.39195582
0.33355969
0.36645153
0.44312212
0.37915811
0.39471683
0.4046427
0.4419553
0.38483548
0.41413122
0.35353827
0.35403687
0.37695143
0.38894224
0.38829094
0.36321631
0.37172401
0.33906341
0.35104617
0.40701017
0.39257747
0.3752028
0.36378837
0.41760015
0.43857318
0.39332795
0.38657531
0.39883569
0.41931337
0.39995494
0.37920523
0.42596918
0.42371893
0.37768829
0.408429
0.48445603
0.47961062
0.42450565
0.52169788
0.46800688
0.47859883
0.4121384
0.4507212
0.46926442
0.45742521
0.45168588
0.45187739
0.42785501
0.42315796
0.45031327
0.49587974
0.44427547
0.42633319
0.41686672
0.40993071
0.44178089
0.40953347
0.40447065
0.48526219
0.41366255
0.4984467
0.43022907
0.3972294
0.41721159
0.44525546
0.46606418
0.46368825
0.47599164
0.48805234
0.47257403
0.50238425
0.46989906
0.48057348
0.45357004
0.4895927
0.48391223
0.44126567
0.41185117
0.48675293
0.46989319
0.4565523
0.45421112
0.465166
0.45199105
0.5107438
0.49507186
0.47488216
0.50382853
0.47300988
0.44621959
0.46295637
0.44955271
0.45877725
0.43989611
0.48735815
0.41424754
0.41391391
0.46457988
0.43640038
0.4840534
0.47592691
0.52270186
0.44054952
0.45417088
0.43454298
0.41676027
0.48795673
0.47051466
0.43010628
0.43534642
0.44089726
0.42789876
0.41078356
0.42128375
0.47132939
0.44641054
0.48079991
0.45065981
0.46099862
0.43374822
0.47642037
0.44560832
0.45119441
0.50301296
0.45345697
0.45356748
0.47703227
0.44569486
0.46169466
0.45071033
0.51784712
0.4813818
0.47826707
0.47584426
0.51408494
0.52367973
0.50503582
0.50086719
0.5209173
0.54354239
0.55174929
0.50848895
0.47055849
0.42841628
0.46138734
0.38959217
0.42969963
0.36591434
0.43167958
0.46253455
0.48571345
0.44475961
0.45815569
0.50866109
0.60920757
0.50944835
0.56307805
0.52223188
0.45480943
0.47645429
0.52719712
0.44004369
0.44185695
0.45811066
0.4266727
0.46700948
0.47569928
0.50478321
0.54810363
0.54233092
0.53959602
0.52870989
0.55656314
0.57736683
0.50583249
0.50593138
0.55711955
0.49297097
0.47877306
0.52127504
0.4933655
0.52243233
0.50249279
0.5214569
0.53105396
0.4922812
0.51300514
0.53797311
