staytract_black_female_p25
0.34424344
0.32877508
0.27359927
0.39492351
0.45131373
0.33755061
0.39420936
0.23606761
0.34685892
0.31991029
0.3780545
0.34627464
0.38187137
0.43322891
0.17782
0.23355381
0.26332724
0.32359537
0.2675156
0.32910079
0.30214432
0.35950315
0.27025518
0.20970395
0.10668607
0.39061394
0.32189885
0.29342976
0.34472764
0.28570211
0.38209182
0.28390482
0.38783824
0.29196283
0.23863143
0.3643713
0.20068052
0.28597751
0.208341
0.31921822
0.25509885
0.28693643
0.34001932
0.2565867
0.19515498
0.33476898
0.10997918
0.34152773
0.18848558
0.28110138
0.20920809
0.27574614
0.37525606
0.38763511
0.32750231
0.4111706
0.28664991
0.42095682
0.19019385
0.33755624
0.32193136
0.35417211
0.22659431
0.28779101
0.3063077
0.37204885
""
""
""
0.13889861
""
""
""
""
0.1225615
""
""
""
""
""
""
""
""
0.086526215
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14677583
0.073291093
""
""
""
""
0.12792765
0.079437248
0.3254641
0.12951468
0.2630893
""
0.12041829
0.11174782
0.31319422
0.26744184
""
0.17372172
""
0.20726851
0.18614137
""
0.2799685
0.30873463
""
""
0.28499368
0.34564525
0.31830075
0.15700708
0.17411809
0.25958008
0.38205436
0.3991738
0.263383
0.25574985
0.17975815
""
""
0.20830283
0.21809235
""
0.36452138
0.3081899
0.30468652
0.15488192
""
0.31406742
0.18144505
0.16907766
0.46028242
""
0.175227
0.24514529
0.22921252
""
0.34092504
""
""
0.19568637
0.28422344
0.21864934
""
0.35547614
""
0.26446247
""
0.18554929
""
0.34807721
""
0.16458406
0.30275568
0.21048021
""
0.26360366
0.21423282
""
""
0.18204099
0.50190616
""
""
0.29978454
""
0.2192398
0.34175375
0.25725412
""
0.16881502
""
""
0.19538689
""
""
0.16904263
""
0.11276662
0.16240866
""
0.27899286
0.16492993
""
0.18277228
0.17326799
0.056764424
""
0.18940938
0.14836293
0.18721478
""
""
0.13594015
""
""
0.14591281
0.14013426
0.25273484
0.14783342
0.16269362
""
0.15008293
0.13992587
0.21680965
0.14696465
0.14176701
0.21789363
0.13470027
0.1155742
0.18928696
0.17148687
0.14849272
0.13439967
0.14700122
""
0.093061872
0.14680749
0.1849014
0.093066528
0.1844608
0.0013394865
""
0.13485956
""
0.14392555
0.15298672
0.13292791
0.15114415
""
0.12645634
""
""
""
0.11080079
0.18416847
""
""
""
""
""
""
""
""
0.16461496
""
0.028857868
""
""
0.12401939
0.098972708
""
""
""
""
""
""
""
0.10092449
""
""
""
""
0.13206621
""
""
""
0.16926263
""
""
""
""
""
""
""
""
""
""
""
0.096747272
""
""
""
""
""
""
""
""
""
""
0.069846459
""
0.20810501
0.19664109
0.17779641
0.21234326
0.21702699
0.22688217
0.071813032
0.1902865
0.21927263
0.20059983
0.2641297
0.21672301
0.21083885
0.29737732
0.1861382
0.47047934
0.21599694
0.22559434
0.36728662
0.18910781
0.27119544
0.20876944
0.15647721
0.24036855
0.31216377
0.40153012
0.17946163
0.19881405
0.12492331
0.14061369
0.35066646
""
0.27342907
0.24495909
0.27533311
0.27462524
0.34710178
0.17131667
0.26468438
0.19095424
0.37559262
0.3465268
0.34714761
0.30715013
""
0.24857295
0.19934595
0.19877721
0.40405434
0.25490931
0.32411799
0.23688535
0.25097093
0.215737
0.23183201
0.22729936
0.2625573
0.20457636
0.26260856
0.2187371
0.24292779
0.21804242
0.19299115
0.20819145
0.24232468
0.24754214
0.26347965
0.21852759
0.24709401
0.23679487
0.22411841
0.24346322
0.28516287
0.33657101
0.25289017
0.23193581
0.3294481
0.34406719
0.33731532
0.34347919
0.13868009
0.49199888
0.084741637
0.27570453
0.23156787
0.27073142
0.29231203
0.31728357
0.34508947
0.19964339
0.37519768
0.67655981
0.26940376
0.21789074
0.2814703
0.33412901
0.41158155
0.31422675
0.24112478
0.41534251
0.29455212
0.37356386
0.46122864
0.19890274
0.16831487
0.42844486
0.19258155
0.23808716
0.43510923
0.160028
0.42824048
0.1460505
0.29520822
0.30614534
0.16511622
0.28772315
0.33028856
0.35893542
0.31474152
""
""
0.2784608
0.17994957
0.29136157
0.3997831
0.21615583
0.17321281
0.27669865
""
0.24772809
0.34747061
0.35352758
0.30814382
""
0.22003525
0.21400581
0.11766791
0.43301028
0.18392333
""
""
0.2760922
0.25282347
0.29912287
0.36692122
0.14281429
0.26546857
0.23711216
0.33313823
0.31342804
0.30354324
0.47778645
0.2775217
0.23536202
0.25189441
0.42842931
0.33234057
0.51299709
0.35767838
0.40656975
0.39628524
0.35891172
0.3199133
0.42619765
0.34429818
0.30140609
0.20330551
0.18397166
0.37417683
0.21272177
0.21834968
""
0.37026966
0.33277112
0.28435686
0.20654081
0.50029397
0.33645737
0.22359072
0.27518669
0.43297708
0.363103
0.33495918
""
0.18958135
0.25816327
0.21828167
0.31083134
0.1961932
0.32145032
""
0.26712704
0.29986888
0.34342557
0.40305522
0.51792824
0.38715112
""
0.34680605
0.20187871
0.23414956
0.26721093
0.27919948
0.32751879
0.30713326
0.30021924
0.31521341
0.2717216
0.29446495
0.33519405
0.29370764
0.41704383
0.33282113
0.34455448
0.28283194
0.34485218
0.33348408
""
0.52767712
0.3372657
0.43455163
0.24782442
""
0.3126263
0.24522482
0.38359275
0.26884934
0.38719642
0.42228094
0.30264765
0.21900004
0.40287071
0.3603799
0.27363718
0.38524631
0.35341927
0.37057605
0.26293886
0.10901288
0.10494588
""
-0.016769581
0.12186676
""
0.24839
""
""
""
""
""
""
0.0016261644
""
""
""
0.047634516
""
""
""
""
""
0.16393557
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21837336
0.23909065
0.46748123
0.0976713
""
""
""
""
""
0.1949822
""
""
""
0.12172572
0.24712618
0.19209693
""
""
0.22105232
""
""
0.10262717
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20678043
""
0.21117502
""
0.26203236
""
""
""
0.15049855
0.17624865
0.090706378
0.1986801
0.1459886
0.23706722
""
0.31390887
0.14886086
0.13422295
0.2585341
0.082808644
0.14282349
0.15486182
0.24133497
0.20201924
0.23230983
""
""
0.34605446
""
""
""
""
0.22056785
""
0.11749505
0.17850423
0.18578331
""
""
""
0.25068778
""
0.45666081
""
0.14781475
0.1731009
0.29132104
0.18939847
""
""
""
""
0.28266397
0.14304624
""
0.2064601
""
""
""
""
""
0.14583564
0.18521488
0.2332055
0.16432963
""
""
0.14626566
0.16109498
""
""
0.30094549
""
""
""
0.20868437
""
""
""
""
0.028619044
""
""
0.19861482
""
0.19020472
0.062498927
0.17867945
""
""
""
0.2303164
0.23963048
""
0.10822107
0.40083492
""
0.14845197
0.27900293
0.23559371
""
""
""
""
""
""
0.14967585
0.14916155
0.1644167
""
0.15592767
0.17325965
""
0.19486782
0.13470542
""
""
0.10950736
0.068015024
""
""
""
""
""
""
""
""
""
""
0.11276562
0.42243531
""
0.20354879
""
""
""
0.12947489
""
0.18474527
""
""
""
""
""
0.036867831
""
""
0.17497666
""
0.15222916
""
""
0.068092085
""
0.20666659
""
""
""
""
""
""
""
""
""
0.17519589
""
""
""
""
""
""
""
""
""
0.12945701
""
""
""
""
""
0.20291063
""
0.14358678
""
""
""
0.24034432
""
0.022212751
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15257347
""
""
""
0.050522894
0.19783457
""
""
""
""
""
""
""
""
""
""
""
""
0.25718766
""
""
""
""
""
""
0.13900907
