staytract_white_male_p25_se
0.015629098
0.0097342404
0.029514883
0.031639189
0.017073452
0.086612307
0.03034061
0.010779133
0.023110006
0.028080534
0.020100776
0.046164602
0.031126505
0.034966506
0.031876218
0.017189194
0.016937137
0.042532302
0.051744215
0.021569768
0.037851091
0.012519162
0.015682925
0.026179273
0.016515389
0.014475286
0.022268277
0.011880977
0.031198464
0.022438677
0.026180491
0.077633612
0.048629697
0.031851064
0.011741168
0.017591687
0.0052150534
0.037525147
0.012976543
0.021905014
0.012499859
0.014346019
0.073179238
0.060837436
0.0077036354
0.035254218
0.025948811
0.012355696
0.0065401751
0.033317953
0.0080965078
0.010781344
0.059558626
0.036679432
0.027479146
0.028474079
0.017582919
0.014571751
0.009908529
0.091273412
0.01441645
0.020139024
0.010377686
0.015558767
0.041628171
0.062377218
0.024216866
""
""
0.0067356243
0.098461218
""
0.1709841
""
0.011207055
0.1066901
0.11521112
0.023628825
0.018570077
0.037336279
0.033126708
""
""
0.01581764
0.13376006
0.12505287
""
0.12402879
0.064930029
0.044140663
""
0.063836396
0.046933953
0.10896719
""
0.10524599
0.037150089
0.011247892
0.010143341
0.018866936
0.02541405
0.042962223
0.042465981
0.0020474361
0.0078203864
0.01573276
0.0044667199
0.0095121171
0.042762931
0.007980396
0.012683082
0.027935972
0.02763574
0.016766187
0.0083327619
0.018148214
0.038028605
0.064745381
0.023361452
0.042356767
0.025728382
0.025316499
0.022292856
0.041642841
0.03072831
0.026195584
0.01233699
0.013928009
0.017606808
0.02901982
0.048658095
0.0376678
0.029074473
0.011196202
0.029536024
0.033083782
0.011951749
0.028689105
0.018093903
0.025451811
0.020088419
0.038083203
0.017541014
0.03717602
0.033752274
0.015131936
0.024175977
0.059641782
0.02658451
0.040283486
0.041622225
0.03757469
0.024609815
0.013515387
0.029872019
0.02994182
0.018342212
0.01843074
0.046270248
0.043806203
0.042279936
0.033206295
0.025849327
0.039054751
0.033752713
0.039307918
0.023892598
0.023354873
0.014950185
0.045090094
0.0065929131
0.025841676
0.02974727
0.011213251
0.034474112
0.041808229
0.0095488532
0.032779425
0.026796512
0.034293056
0.01847058
0.026097601
0.0086998213
0.013578711
0.050969452
0.028088659
0.0053895065
0.14015256
0.020397374
0.0081643257
0.020105017
0.038158406
0.0054782266
0.021554472
0.0081752697
0.0052549127
0.025431316
0.010612849
0.018498339
0.023364877
0.0049839653
0.01261252
0.017591117
0.018731805
0.0021239384
0.012428082
0.0098519744
0.025132049
0.013458118
0.0092680939
0.04091651
0.046901513
0.0077314978
0.011048347
0.010954741
0.0032374989
0.0065945704
0.033561919
0.0030524726
0.0036822881
0.020874338
0.0029452674
0.0025975946
0.0098081231
0.0052105542
0.0069301934
0.0083960397
0.007444602
0.0053025675
0.0093134902
0.007353886
0.087308906
0.017333748
0.0063524679
0.0058495617
0.0059543499
0.012159936
0.013908595
0.040817395
0.007996168
0.014739186
0.0053328476
0.010151044
0.013664096
0.0063749063
0.033355653
0.0048254863
0.04074065
0.053646464
0.056414742
0.007484585
0.015338752
0.025317138
0.12669963
0.041947387
0.065436155
0.096468888
0.060317367
0.052845608
0.019501066
0.0055275513
""
0.01019158
0.037302259
0.024070445
0.00397343
0.015390986
0.014480677
0.055830434
0.069006667
0.03379203
""
0.051046487
0.11274569
0.0046154023
0.071387701
0.038925048
0.045402825
0.016272485
0.0062641157
0.032484703
0.053153232
0.023008857
0.0084743546
""
0.026004659
0.023047222
0.015246533
0.021142907
0.026755091
0.051722646
0.024311922
0.045601327
0.040513117
0.025667012
0.010312308
0.042640939
0.03252821
0.040399496
0.055525791
""
0.074987464
0.061322171
0.063833311
0.017421655
0.045110073
0.0072232746
0.030417496
0.0066252225
0.0056969742
0.009396499
0.011816296
0.0054219943
0.0077014356
0.012167037
0.011026314
0.010244647
0.0066602989
0.0099122468
0.016305687
0.0082804691
0.024045873
0.0083600087
0.023720227
0.004872012
0.0031773921
0.038514208
0.0085890144
0.0096242009
0.008039874
0.0082204845
0.015865151
0.028147044
0.036135323
0.0044343495
0.0067907497
0.014311476
0.045911111
0.025000624
0.032914702
0.045992684
0.037559673
0.040053844
0.028847426
0.026736997
0.0087628756
0.014692087
0.0040298994
0.026635254
0.010740295
0.018685298
0.039569419
0.057078131
0.0078616142
0.0051827165
0.0083497269
0.020512983
0.053643625
0.036369193
0.0067253346
0.0072543398
0.0093836868
0.00533388
0.013803965
0.015191731
0.0078753643
0.020239836
0.0044070496
0.0087005841
0.0035096437
0.0055634794
0.0038813211
0.0053932862
0.015439798
0.0086343661
0.0079221027
0.0089080036
0.0056104027
0.0048302677
0.01877496
0.020689117
0.030658092
0.039576884
0.0053794594
0.02202615
0.018409951
0.025640424
0.032814018
0.055795465
0.043691549
0.084057778
0.024545975
0.032988716
0.015837228
0.012556776
0.028889898
0.029939726
0.010809559
0.04238851
0.040674299
0.038227849
0.022796644
0.020572165
0.032549802
0.027950937
0.12007976
0.016789248
0.048634004
0.012706187
0.013819705
0.050816029
0.0082438989
0.028004175
0.026635021
0.0082501117
0.014176579
0.10813054
0.0083328625
0.057624783
0.0055908617
0.021843353
0.021586005
0.011047001
0.032618627
0.011348177
0.036759604
0.031205541
0.033764638
0.026460307
0.029937057
0.0070709386
0.034054928
0.049241349
0.013482621
0.0097205462
0.05087842
0.084031306
0.017706003
0.030518075
0.032817826
0.044260025
0.031609785
0.013003213
0.014041075
0.01140678
0.025364516
0.0071698362
0.027781015
0.080793805
0.01480191
0.017439321
0.030783266
0.039525583
0.0051639643
0.022775834
0.00998154
0.08682546
0.02194833
0.023756841
0.028063521
0.036491431
0.0086951079
0.0090136304
0.041856803
0.016291281
0.033591572
0.037292399
0.048103239
0.053637356
0.054721322
0.024433961
0.031423237
0.053835128
0.022452969
0.019931339
0.017462267
0.049444892
0.055389386
0.013606391
0.024475984
0.028913889
0.06103554
0.05045677
0.024729298
0.051309895
0.030728126
0.068525188
0.033670388
0.025631908
0.05360271
0.031165671
0.019909276
0.0096480949
0.015259318
0.021094516
0.035812035
0.011975846
0.0274303
0.023834266
0.029865157
0.028556887
0.019274548
0.055491388
0.030489836
0.12401677
0.038502991
0.088405371
0.010313243
0.013079701
0.08635892
0.040237639
0.052692678
0.015941367
0.023734206
0.10040606
0.029290505
0.069227226
0.16870373
0.036302324
0.067150682
0.055237744
0.064770103
0.019513978
0.020737246
0.026439117
0.046750009
0.061254922
0.015987569
0.049330257
0.045922194
0.032084033
0.024572395
0.01307076
