hours_wk_pooled_pooled_mean_se
1.0146174
0.69398254
1.2890092
2.1759074
1.1021439
2.8546617
1.5771301
0.70238835
1.2257293
1.8041024
1.3878121
2.4182808
1.4726417
2.1736972
1.8818877
0.93972021
1.0709871
2.2173276
2.8201506
1.2023928
2.0578008
0.89415902
0.85349154
1.3615297
1.0360184
1.0128295
1.3641524
0.77173501
2.0838025
1.4902478
1.3986143
2.6919441
2.0074987
1.4386306
0.56380367
1.000183
0.31686166
2.2328324
0.8568368
1.267502
0.82846028
0.92042553
2.1464694
1.7608966
0.46192783
1.9120586
1.5039586
0.74994355
0.40999767
1.8411127
0.50015002
0.68017393
2.8509965
1.907927
1.3106948
1.9551519
1.1240358
1.1201799
0.62199223
2.5781419
0.89452869
1.0780667
0.65184045
1.0988032
2.1007988
2.477659
1.8939501
3.3200679
""
0.45660746
1.2770928
""
""
2.4683902
0.76489812
""
""
1.0753307
1.3273259
1.8483971
2.0534663
1.4771572
""
1.1711138
1.5412633
1.9157032
2.2611654
""
2.7434733
2.2303605
""
5.3366513
3.5578058
""
""
2.3216147
1.2845334
0.70438129
0.73885101
1.2554878
1.4317186
2.4833124
2.0877175
0.15121065
0.66080499
0.95279574
0.28316802
0.75932401
1.2759577
0.68482333
0.67825979
1.6910189
1.6098791
1.3563704
0.60197765
1.2787204
2.2443857
3.9854896
1.4942131
2.0006905
1.5315632
1.6730342
1.63237
2.5491631
1.7265984
1.6140034
0.88839763
1.0198201
1.0269134
1.8337076
2.2910769
2.0762563
1.7588553
0.77284795
1.7892022
2.1327178
0.84488553
1.6870686
1.3028697
1.6713372
1.2287391
1.8755317
1.0728265
2.6594412
1.7603052
0.85321409
1.6328545
2.6561375
1.6831805
2.4693806
2.4115236
1.9133718
1.3538949
0.94116741
2.0291219
2.1661134
1.1863434
1.0626788
2.7052422
2.9936423
2.309876
2.2111745
1.3029245
2.6077681
1.6332606
2.4671898
1.579356
1.7534448
1.0254869
3.0273294
0.40273309
1.5022455
1.609647
0.76595855
2.183037
2.225888
0.69407606
