somecoll_white_male_p75
0.76314062
0.70566201
0.75367272
0.75059724
0.7820875
0.76171136
0.73914564
0.76465273
0.71400398
0.72293258
0.72488785
0.73761189
0.73893851
0.73570621
0.73490262
0.74157751
0.79568964
0.77986276
0.75976455
0.68229216
0.75837255
0.77415973
0.78225183
0.76382446
0.7653684
0.70756412
0.77609634
0.7818538
0.74062324
0.80424851
0.73836029
0.73959917
0.71223027
0.75580657
0.73147625
0.78870314
0.83245671
0.78131074
0.92523229
0.72303796
0.79710621
0.74187469
0.77314365
0.73303252
0.80396849
0.77840203
0.77872884
0.64624846
0.74917859
0.68901443
0.70493007
0.70341939
0.72739744
0.9976123
0.83710992
0.72748941
0.7448141
0.61183977
0.66274631
0.77435756
0.77898067
0.74462652
0.77537328
0.65624905
0.72969776
0.75036389
0.67944926
0.76908147
0.7681154
0.76474577
0.78268671
0.82299453
0.77388501
0.70590913
0.69805479
0.7434898
0.77316558
0.74916393
0.76642233
0.72885627
0.66411477
0.74366552
0.74651378
0.65693271
0.71061367
0.71439874
0.71875548
0.73827565
0.75928926
0.77485442
0.7512067
0.76470971
0.7056089
0.74655455
0.67182636
0.59298903
0.75234342
0.70515239
0.73560536
0.71431631
0.72872418
0.76533169
0.73235506
0.70292574
0.75920475
0.72940707
0.73600781
0.71822745
0.65475011
0.70160854
0.78565997
0.71597075
0.78457475
0.78770584
0.75359184
0.75351423
0.74248987
0.7010572
0.70058936
0.71303123
0.74904585
0.71463943
0.73244315
0.76645833
0.77143848
0.71360445
0.76336229
0.76435995
0.6675173
0.6680941
0.74372774
0.65886837
0.73867011
0.73003483
0.68362004
0.7785548
0.70665997
0.77740496
0.6997273
0.77330333
0.76073271
0.78975397
0.64931005
0.83095068
0.72190237
0.79549062
0.76614982
0.86081672
0.77603716
0.81627744
0.77875817
0.75363624
0.71392006
0.74221236
0.76196241
0.75905818
0.7208789
0.76111138
0.75655282
0.76525456
0.71126097
0.71199459
0.65696454
0.71655595
0.67033827
0.77294344
0.8077662
0.83760154
0.80503839
0.70541352
0.73486298
0.77435493
0.73506182
0.72924429
0.68367088
0.7799269
0.72973514
0.71730214
0.75373358
0.72889107
0.79315329
0.73171139
0.74179488
0.71102041
0.70687991
0.74663228
0.6589734
0.63993114
0.73400646
0.69995219
0.7485258
0.70735008
0.7353189
0.76225668
0.73359746
0.74277592
0.76938087
0.77792966
0.74426532
0.69745898
0.73902577
0.68148917
0.66062778
0.70127505
0.69425583
0.72937089
0.72639382
0.69928682
0.74112666
0.72894478
0.73835176
0.77137488
0.79238045
0.76642174
0.73741305
0.73635066
0.73961544
0.77021629
0.76837099
0.81220388
0.82094717
0.82975358
0.71054924
0.74792069
0.74734735
0.7522099
0.72798383
0.75961787
0.79733807
0.77407825
0.74181974
0.77472854
0.76619744
0.80440438
0.85272455
0.73287582
0.77272671
0.75560606
0.60255498
0.78023344
0.78428239
0.68943673
0.71288943
0.64801484
0.71974766
0.69064003
0.701446
0.78821248
0.74202007
0.79531896
0.78933388
0.75220108
0.78369164
0.754345
0.78498536
0.74862278
0.75656891
0.7964167
0.71902716
0.78191817
0.74018019
0.75200909
0.67091376
0.68530744
0.76284528
0.82207507
0.76298136
0.79162043
0.75008643
0.69388437
0.69912654
0.71420991
0.77509642
0.7489996
0.82312655
0.86023074
0.76663744
0.7321279
0.71639019
0.73278993
0.74164164
0.73403484
""
0.7731784
0.7298153
0.7417841
0.74135202
0.7685461
0.72761464
0.8139016
0.82842237
0.82652229
0.80151719
0.75494307
0.69050628
0.71725625
0.87328446
0.77214444
0.71154469
0.74111795
0.76106048
0.68350285
0.77807021
0.73584384
0.77138603
0.85115528
0.79858977
0.80320269
0.77388257
0.83103341
0.78356934
0.78981572
0.78012103
0.72350061
0.69225991
0.74502456
0.73899943
0.73513001
0.76214105
0.75766426
0.76556039
0.74154913
0.79836571
0.76697081
0.82759857
0.74500817
0.79421055
0.8159731
0.82700199
0.76838833
0.78184766
