staytract_white_female_mean_se
0.0090690665
0.0057917335
0.017547119
0.019371096
0.010716851
0.053243387
0.018349256
0.0067421538
0.01420374
0.017393488
0.0128079
0.026658628
0.018542467
0.024566947
0.021758026
0.010234904
0.0097982567
0.025266845
0.027774116
0.01294436
0.024776429
0.008066006
0.0094585596
0.014082739
0.0096472017
0.0085186558
0.014672845
0.007424342
0.01947346
0.014488861
0.016392149
0.063126557
0.028706266
0.020634515
0.0075046956
0.011026425
0.0029200339
0.023468891
0.0078281034
0.013353077
0.0075996229
0.0091219088
0.038703706
0.04083683
0.0042943098
0.020411341
0.015329845
0.0077330405
0.0038819623
0.019826481
0.0044882065
0.0062666037
0.040896837
0.024175147
0.017632576
0.019942293
0.011032311
0.0091304025
0.0047642551
0.05031196
0.0091096545
0.012939748
0.0063399854
0.009434728
0.025120011
0.037838284
0.016532864
""
""
0.0035884362
0.036787726
""
0.039807897
""
0.0068425238
0.053015813
0.074156292
0.01257199
0.011262015
0.019934395
0.019627092
""
""
0.0095210867
0.054123491
0.05503282
""
0.064154439
0.043090805
0.027241899
""
0.035187759
0.027755229
0.047937237
""
0.035935
0.021579329
0.0064807991
0.0060622813
0.010675538
0.013990032
0.024008891
0.024893481
0.0010797388
0.0047698016
0.0090360204
0.002288809
0.0053257518
0.02307559
0.0045448206
0.0069259522
0.016633227
0.016783519
0.010639739
0.0047240513
0.011787186
0.024888402
0.03609835
0.013777297
0.027076796
0.016997326
0.017416794
0.013864849
0.026185803
0.017103266
0.016470946
0.0078904498
0.0087725027
0.010592739
0.018153835
0.029894598
0.022037378
0.018735426
0.0071199448
0.017759679
0.020708503
0.0071017761
0.018295398
0.010641538
0.018363703
0.013315126
0.02263716
0.011300295
0.023452559
0.019154767
0.0091318917
0.01594552
0.036580492
0.017359775
0.028469583
0.027942302
0.024395552
0.015570515
0.0081170816
0.019313591
0.018884817
0.011385852
0.010809172
0.024352172
0.028131982
0.027880348
0.021756222
0.015329115
0.024167318
0.016530875
0.023447162
0.015764385
0.01585372
0.0087698549
0.032047596
0.0035505446
0.016759515
0.017325765
0.0067264731
0.024910109
0.026952045
0.0057400642
0.020814355
0.017695989
0.023239192
0.011309462
0.017140126
0.0050975075
0.0084724547
0.035240579
0.018059039
0.0023596657
0.056896366
0.011115155
0.0043974025
0.012469752
0.021203795
