kir_26_other_female_n
41.0
71.0
""
""
""
""
""
134.0
""
""
""
""
""
""
""
63.0
26.0
""
""
""
""
28.0
77.0
24.0
39.0
47.0
21.0
44.0
""
""
""
""
""
""
60.0
46.0
301.0
""
41.0
52.0
45.0
31.0
""
""
309.0
""
""
39.0
183.0
""
142.0
60.0
""
""
""
""
41.0
22.0
62.0
""
40.0
22.0
69.0
""
""
""
""
""
""
1054.0
26.0
""
""
""
284.0
""
""
127.0
88.0
50.0
31.0
""
""
111.0
22.0
""
""
""
20.0
43.0
""
""
""
""
""
20.0
27.0
243.0
153.0
27.0
""
""
20.0
3016.0
153.0
77.0
868.0
146.0
""
130.0
125.0
""
""
23.0
164.0
""
""
""
""
""
""
""
""
""
""
""
42.0
67.0
21.0
""
""
""
""
54.0
""
""
61.0
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
55.0
""
""
38.0
38.0
""
""
""
""
""
""
""
""
""
""
35.0
""
303.0
""
""
44.0
""
""
174.0
""
""
""
22.0
""
218.0
41.0
""
""
3552.0
""
37.0
296.0
36.0
""
2214.0
51.0
253.0
944.0
35.0
193.0
80.0
""
893.0
201.0
58.0
32.0
11128.0
128.0
420.0
27.0
117.0
359.0
""
""
752.0
179.0
129.0
3760.0
500.0
""
2405.0
3334.0
76.0
2847.0
5056.0
1459.0
1231.0
328.0
1967.0
523.0
3215.0
302.0
286.0
""
86.0
1481.0
764.0
837.0
184.0
74.0
""
332.0
78.0
1211.0
301.0
200.0
505.0
""
932.0
""
""
""
249.0
82.0
""
""
""
""
""
""
""
""
650.0
""
184.0
""
21.0
1261.0
41.0
34.0
""
""
""
""
""
""
598.0
""
""
""
24.0
206.0
""
""
""
105.0
""
""
31.0
27.0
20.0
""
""
""
""
""
""
120.0
""
""
""
""
""
""
""
""
24.0
""
152.0
""
594.0
659.0
107.0
117.0
581.0
368.0
94.0
90.0
199.0
411.0
138.0
486.0
173.0
""
253.0
""
529.0
1550.0
""
91.0
86.0
203.0
120.0
43.0
""
""
904.0
429.0
57.0
""
25.0
""
""
""
""
""
""
116.0
41.0
921.0
""
62.0
24.0
""
""
149.0
271.0
167.0
23.0
""
""
181.0
172.0
66.0
1347.0
63.0
41.0
411.0
24.0
1048.0
273.0
799.0
280.0
661.0
314.0
31.0
76.0
181.0
194.0
190.0
408.0
20.0
24.0
""
""
352.0
27.0
43.0
""
""
""
""
""
""
""
41.0
41.0
""
""
71.0
""
""
""
27.0
22.0
""
""
""
73.0
""
49.0
31.0
""
201.0
80.0
20.0
109.0
63.0
""
342.0
""
482.0
20.0
""
151.0
""
74.0
""
""
""
""
""
742.0
""
""
69.0
79.0
""
""
28.0
""
""
""
""
113.0
39.0
43.0
""
563.0
""
""
53.0
""
""
""
581.0
""
69.0
""
""
""
""
""
118.0
158.0
""
20.0
""
""
""
""
""
""
""
""
""
""
153.0
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
261.0
43.0
""
""
60.0
""
""
""
""
21.0
""
""
""
""
""
314.0
50.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
46.0
29.0
24.0
""
""
""
""
""
""
48.0
""
""
""
""
1722.0
11569.0
572.0
1537.0
327.0
""
88.0
""
""
39.0
""
""
39.0
71.0
""
""
""
153.0
""
22.0
""
""
""
71.0
""
""
""
""
""
""
21.0
122.0
25.0
""
""
""
""
""
47.0
""
""
36.0
""
""
""
64.0
""
""
54.0
""
""
27.0
""
""
""
""
""
144.0
""
""
""
""
32.0
3233.0
""
""
54.0
""
""
772.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
29.0
""
36.0
""
20.0
""
""
""
364.0
85.0
51.0
45.0
616.0
59.0
""
""
""
""
25.0
156.0
118.0
83.0
24.0
202.0
20.0
""
""
""
""
""
""
""
23.0
""
38.0
161.0
""
""
""
""
""
""
""
""
110.0
