spouse_rk_black_female_n
""
""
""
32.0
""
""
119.0
""
49.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
179.0
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
202.0
""
""
""
""
""
96.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
21.0
""
351.0
""
135.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
378.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
148.0
""
""
""
""
""
35.0
""
""
""
272.0
""
""
23.0
""
""
""
""
""
""
""
""
""
186.0
""
""
""
27.0
""
""
42.0
""
843.0
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
26.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
77.0
""
""
""
""
""
20.0
68.0
""
135.0
37.0
37.0
50.0
35.0
195.0
703.0
373.0
""
""
""
35.0
34.0
58.0
1030.0
20.0
40.0
53.0
32.0
""
134.0
66.0
36.0
887.0
38.0
366.0
59.0
""
95.0
30.0
41.0
54.0
103.0
1854.0
297.0
31.0
41.0
296.0
""
38.0
31.0
36.0
76.0
27.0
38.0
133.0
231.0
105.0
110.0
210.0
141.0
""
127.0
39.0
63.0
178.0
74.0
76.0
62.0
""
""
31.0
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
640.0
1354.0
84.0
31.0
60.0
38.0
336.0
51.0
136.0
""
251.0
414.0
""
1469.0
4512.0
31.0
83.0
31.0
43.0
77.0
145.0
49.0
1910.0
28.0
""
119.0
""
124.0
""
213.0
25.0
487.0
""
266.0
241.0
941.0
179.0
""
""
21.0
""
""
""
""
""
""
""
194.0
""
92.0
25.0
""
""
""
""
""
""
""
""
74.0
""
568.0
""
""
""
""
""
""
""
252.0
""
""
""
""
74.0
180.0
""
307.0
""
""
""
""
""
20.0
""
""
317.0
""
""
""
""
""
23.0
""
42.0
""
""
120.0
""
1084.0
""
""
""
""
""
""
38.0
""
""
247.0
43.0
20.0
""
""
""
""
43.0
320.0
3913.0
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
144.0
""
""
""
""
""
""
""
731.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
282.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
124.0
24.0
39.0
42.0
""
104.0
""
""
45.0
21.0
34.0
35.0
84.0
82.0
86.0
28.0
107.0
170.0
24.0
""
""
60.0
24.0
322.0
999.0
59.0
46.0
""
""
219.0
50.0
26.0
43.0
111.0
30.0
58.0
49.0
203.0
32.0
48.0
124.0
115.0
68.0
177.0
176.0
65.0
84.0
51.0
38.0
36.0
30.0
37.0
94.0
50.0
43.0
""
139.0
29.0
22.0
""
164.0
56.0
22.0
40.0
""
""
104.0
24.0
31.0
27.0
""
""
33.0
52.0
134.0
193.0
42.0
""
""
49.0
""
62.0
""
""
""
""
""
""
""
""
""
71.0
27.0
""
""
""
""
30.0
""
""
33.0
""
""
""
""
71.0
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
1094.0
24.0
20.0
36.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
59.0
""
92.0
""
""
""
""
""
""
124.0
""
""
""
1596.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1036.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
405.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
798.0
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
56.0
""
33.0
""
""
223.0
372.0
664.0
656.0
45.0
154.0
1776.0
236.0
358.0
23.0
442.0
620.0
410.0
130.0
153.0
305.0
62.0
267.0
30.0
811.0
""
166.0
""
""
""
""
47.0
""
30.0
""
""
""
""
""
25.0
""
""
""
""
""
36.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
169.0
""
2254.0
53.0
""
""
""
33.0
""
""
""
""
""
164.0
541.0
""
""
""
""
""
""
""
81.0
4989.0
""
""
""
575.0
""
1148.0
922.0
99.0
59.0
267.0
21.0
205.0
22.0
""
""
""
3103.0
59.0
301.0
266.0
""
36.0
72.0
""
""
""
""
788.0
32.0
""
26.0
57.0
""
""
34.0
878.0
""
""
146.0
""
""
60.0
""
""
79.0
73.0
53.0
83.0
101.0
35.0
116.0
20.0
""
48.0
50.0
78.0
49.0
""
38.0
""
123.0
86.0
249.0
1183.0
""
""
82.0
26.0
87.0
549.0
236.0
467.0
81.0
196.0
27.0
""
78.0
47.0
801.0
153.0
122.0
""
21.0
65.0
112.0
""
114.0
""
142.0
27.0
70.0
172.0
39.0
""
""
""
62.0
1253.0
""
26.0
61.0
219.0
189.0
59.0
368.0
86.0
""
132.0
58.0
31.0
57.0
257.0
""
51.0
65.0
150.0
133.0
120.0
38.0
117.0
79.0
45.0
20.0
25.0
""
""
""
112.0
102.0
1031.0
62.0
45.0
""
318.0
""
140.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
100.0
""
25.0
""
""
""
""
210.0
""
""
112.0
23.0
""
""
""
""
1876.0
""
""
57.0
55.0
71.0
""
1354.0
""
""
""
118.0
""
1159.0
""
""
""
""
""
""
""
""
""
33.0
""
55.0
""
48.0
""
150.0
436.0
""
245.0
""
27.0
""
""
""
""
742.0
""
""
29.0
""
""
""
""
""
""
59.0
""
""
77.0
26.0
""
""
""
""
218.0
479.0
167.0
""
""
""
""
56.0
""
28.0
""
30.0
""
""
""
""
""
""
""
""
""
26.0
37.0
""
""
""
101.0
""
333.0
""
""
21.0
""
""
""
""
23.0
""
""
""
""
""
""
""
""
35.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
805.0
47.0
75.0
""
""
27.0
""
""
""
""
""
""
21.0
""
""
""
""
497.0
24.0
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
20.0
""
282.0
""
""
""
""
""
""
""
74.0
""
""
""
859.0
""
91.0
""
116.0
""
""
228.0
24.0
26.0
""
""
""
236.0
""
""
""
""
""
72.0
272.0
545.0
""
96.0
31.0
""
37.0
""
""
""
""
""
""
21.0
139.0
27.0
22.0
109.0
38.0
33.0
""
49.0
""
93.0
508.0
""
106.0
""
""
2832.0
""
""
""
""
""
""
""
""
""
""
""
60.0
""
92.0
""
116.0
""
23.0
38.0
293.0
""
33.0
267.0
27.0
205.0
53.0
52.0
195.0
352.0
45.0
834.0
64.0
76.0
72.0
127.0
109.0
187.0
53.0
284.0
53.0
82.0
367.0
166.0
546.0
117.0
53.0
228.0
57.0
138.0
115.0
82.0
89.0
280.0
""
118.0
97.0
58.0
51.0
308.0
61.0
1139.0
46.0
329.0
394.0
61.0
156.0
246.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
33.0
""
""
33.0
33.0
""
""
30.0
""
""
""
""
""
""
25.0
""
""
1016.0
""
""
20.0
33.0
52.0
""
21.0
70.0
28.0
""
""
""
26.0
394.0
""
45.0
""
""
41.0
""
25.0
""
""
""
""
""
""
232.0
""
44.0
""
""
23.0
""
""
""
""
205.0
""
""
79.0
""
""
300.0
""
""
30.0
""
""
""
""
""
""
""
30.0
191.0
""
""
""
2101.0
""
""
35.0
92.0
69.0
""
""
""
""
""
47.0
""
26.0
""
100.0
61.0
37.0
""
77.0
""
""
""
""
20.0
""
""
29.0
""
""
598.0
1018.0
""
""
""
135.0
169.0
102.0
""
""
""
21.0
""
""
""
""
""
23.0
""
""
34.0
""
20.0
40.0
""
""
""
""
""
386.0
""
23.0
""
""
""
""
223.0
""
""
""
""
""
""
2824.0
""
""
""
306.0
""
""
""
""
""
""
46.0
""
64.0
336.0
""
20.0
""
""
""
""
""
943.0
""
25.0
""
""
299.0
""
""
""
""
""
""
50.0
156.0
""
74.0
30.0
""
""
""
""
23.0
4346.0
110.0
""
""
29.0
""
35.0
28.0
""
""
""
20.0
31.0
""
""
41.0
""
""
""
""
35.0
""
624.0
""
""
30.0
""
""
60.0
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
42.0
26.0
""
""
""
""
137.0
""
""
240.0
""
""
""
""
""
30.0
""
""
""
77.0
""
""
""
""
131.0
""
""
""
48.0
57.0
20.0
""
130.0
""
""
44.0
""
22.0
26.0
""
""
24.0
77.0
""
""
37.0
""
""
27.0
""
""
""
21.0
34.0
""
63.0
""
""
""
29.0
""
""
""
""
""
""
237.0
""
""
""
""
""
""
""
1497.0
121.0
""
""
""
""
64.0
568.0
""
""
33.0
""
""
""
""
25.0
43.0
21.0
""
25.0
""
25.0
""
111.0
""
""
196.0
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
29.0
""
""
""
47.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
49.0
81.0
""
""
57.0
25.0
177.0
22.0
""
67.0
""
""
65.0
""
""
73.0
74.0
""
42.0
29.0
649.0
""
""
54.0
""
""
63.0
""
1205.0
38.0
""
29.0
41.0
32.0
""
28.0
41.0
""
""
52.0
111.0
97.0
662.0
87.0
""
79.0
73.0
""
35.0
20.0
""
""
129.0
46.0
30.0
""
""
80.0
""
28.0
21.0
22.0
""
""
45.0
38.0
""
""
110.0
34.0
53.0
168.0
781.0
""
""
""
57.0
""
""
""
""
""
""
46.0
169.0
180.0
37.0
29.0
""
24.0
""
28.0
""
""
148.0
330.0
""
""
62.0
744.0
""
""
146.0
34.0
21.0
""
34.0
35.0
""
664.0
""
76.0
""
176.0
52.0
""
38.0
659.0
864.0
""
191.0
""
489.0
""
687.0
200.0
29.0
34.0
286.0
1084.0
""
25.0
32.0
""
""
25.0
""
""
86.0
""
""
""
""
""
""
""
""
20.0
""
769.0
74.0
""
""
""
""
""
""
""
""
562.0
""
""
""
140.0
72.0
""
82.0
""
""
""
""
39.0
""
54.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
113.0
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
120.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
1311.0
""
""
""
22.0
""
""
""
""
""
""
134.0
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
