staytract_asian_female_p25_se
0.053446129
0.038875561
""
0.03454401
0.044363882
0.16217613
0.025140805
""
""
0.047393981
0.04776179
0.01650973
""
0.047839668
0.030633006
""
""
0.045869555
""
""
0.044127353
0.028796965
0.06144074
0.086077638
0.017296247
""
0.077202
0.031515494
0.015575178
0.1390629
0.11449499
0.04384407
0.020390224
0.027365707
0.11126103
0.030808043
""
0.094751671
""
""
0.038337138
""
""
""
""
0.15937702
0.013930351
0.037762105
0.027749194
0.080796964
0.053269885
0.036367998
0.061893098
""
""
0.044497274
0.16710357
""
""
0.10123054
0.15601388
0.03599418
""
0.11202171
""
0.12966903
""
""
""
""
0.11590376
0.12832829
0.053037535
0.086068712
""
""
0.063614085
""
""
0.022099558
0.13728301
0.075582311
""
0.13404964
0.021747937
0.092513956
0.081030011
0.051724285
0.036539935
0.075933017
0.067287728
""
0.13888344
0.03546327
""
""
0.095370241
0.048553798
0.012902838
0.023888769
0.030318908
0.011240683
0.019369502
0.036042631
0.02920155
0.012855941
0.035662454
0.017062725
0.053461228
0.042801976
0.039157026
0.05917158
0.031350832
""
0.03350563
0.032909814
0.023009006
""
""
""
0.054168396
0.057762086
0.05858643
0.077606104
0.11462606
0.037978142
0.039271343
0.10239722
0.13681397
0.10902005
0.0084377518
0.061025593
0.055482723
0.099736542
0.049671073
0.11522969
0.047106914
0.044055209
""
0.069166251
0.035624217
0.043528747
""
0.089926377
0.052715931
""
0.05628207
0.053495616
0.10243434
0.098324396
""
0.032370336
0.053984404
""
0.02186018
0.030626789
""
0.036712244
""
0.080538087
""
""
0.023349127
0.011970487
""
0.0056917053
0.084885947
0.10049643
""
0.074201033
0.008555498
0.024290558
0.050813287
0.0314948
0.10480458
0.22547907
0.0359919
0.020100703
0.057730805
0.079057716
0.073957175
0.13010994
0.021099841
0.15418431
0.10767024
0.019252317
""
0.18269487
0.032443158
""
""
0.030013852
0.029399315
""
""
0.11860255
0.060870752
0.056801863
0.026609605
0.10011194
0.032671288
0.049597155
0.070581518
0.083857574
0.060078327
0.029803069
0.019741271
0.067845978
0.036577001
0.035536882
0.068550222
0.070142396
""
""
0.031907953
0.039730862
0.035068851
0.014166767
0.080085911
0.053896237
0.15990472
0.052248541
0.10139645
0.098069265
0.016917119
0.049311489
0.050564174
0.049278151
0.019555064
0.041386344
0.035974357
0.03572128
""
0.035093747
""
0.095779434
""
0.05356136
""
0.2565107
0.043850925
0.065748148
0.10106874
0.03838202
0.10706566
0.11349297
0.039086461
0.021140352
0.0880799
0.036252066
0.014596981
0.032105405
0.093052596
""
0.052139048
0.086754322
0.099512145
0.021737633
0.11020838
0.030299637
0.075621299
0.029503142
0.022346754
0.020864407
0.021734757
0.0037921867
0.017563313
0.0046390826
0.0071238978
0.026141198
0.029191434
0.07578478
""
0.073942147
""
""
0.036192339
0.051387314
""
0.065537855
0.017281722
""
""
0.0082650119
0.023527339
0.06513606
0.026910532
0.010184304
0.053972866
""
""
""
0.16296284
0.13305549
0.090729952
0.05905908
""
0.060361922
0.063772321
0.046032589
0.008163345
""
0.078060284
0.035080321
0.080827132
0.048696581
0.12168913
0.079439625
0.041568361
""
0.044454947
0.046793282
0.065602638
0.030963549
0.028055558
0.037206765
0.11318618
0.027402429
0.040183809
0.039970759
0.059077457
0.028334193
0.12350777
0.15630104
0.1688529
0.055720549
0.041846242
0.086752623
0.083928011
0.034244161
0.086131103
0.036420397
0.038751714
0.013456473
0.11688947
0.0053977529
0.020957563
0.056240533
0.13608783
0.015126004
""
0.14335887
0.054964986
0.069282196
0.1016757
""
""
""
""
