frac_below_median_black_male
0.6813001
0.72556156
0.88946581
0.72079706
0.71642721
0.76845133
0.739582
0.6946395
0.92855102
0.79403812
0.75544631
0.75464672
0.91655701
0.729096
0.76639616
""
""
0.73087215
0.85899299
0.89533353
0.86535233
0.74534595
0.7782129
0.79704297
0.69940412
0.87284446
0.79337674
0.78109688
0.7282933
0.82545567
0.78287685
0.73769569
0.65899259
0.69836247
0.83995438
0.79745382
0.89704233
0.87390524
0.93418413
0.9222641
0.80830443
0.89527088
0.83993512
0.96277064
0.85323471
0.8621099
0.81604636
0.83332652
0.79176456
0.85760063
0.73713678
0.84185946
0.86209887
0.94634229
0.85328484
0.83588398
0.86050314
0.88606232
0.8349759
0.81289124
0.8254351
0.76642305
0.87462497
0.8062889
0.77086544
0.73748147
""
0.7873013
0.68457973
0.49796164
0.904576
0.89712864
0.90810889
0.8159225
0.86201036
0.7676037
0.81594032
0.76852709
0.80936074
0.78989476
0.89886826
0.73293692
0.73550093
0.69985759
0.70031875
0.70029235
0.76515853
0.7204898
0.66076142
0.78235716
0.74341887
0.64663225
0.78398991
0.768938
0.66015035
""
0.63412905
0.74094594
0.77142715
0.81742626
0.80475646
0.78507358
0.81657183
0.83860487
0.7327913
0.78225905
0.80926019
0.74187088
0.86354911
0.83110952
0.83236331
0.81175286
0.75071996
0.85304749
0.77423751
0.77001023
0.73410368
0.89645767
0.87433475
0.88938051
0.86705017
0.85943657
0.76950395
0.72933185
0.8784855
0.76430565
0.75547117
0.90380567
0.82730955
0.83791131
0.68338424
0.85309154
0.78949183
0.83312792
0.78672272
0.87499779
0.81566244
0.78609222
0.86028481
0.80486834
0.79805976
0.80098861
0.89967418
0.89706528
0.82024479
0.8848269
0.83258182
0.87311673
0.86005241
0.86287129
0.79853779
0.7545284
0.83204687
0.86495942
0.77457863
0.82230145
0.86722356
0.82416534
0.92698294
0.71287811
0.72447318
0.80729932
0.52196044
0.70657235
0.77398485
0.55862099
0.57497036
0.65679955
""
0.64025795
0.62139881
0.56579977
0.59875828
0.61511046
0.73562413
0.79236442
0.6816408
0.7258203
0.68535316
""
0.76787531
0.65870255
0.68966293
0.60669279
0.66237092
0.70870531
0.72480375
0.54526788
0.71221793
0.62725091
0.6283412
0.61550003
0.73331797
0.78978842
0.79769826
0.73533791
0.64167041
0.63023478
0.70641929
0.44843909
0.76393652
0.74123061
0.51967603
0.45799783
0.61556989
0.69375968
0.70090002
0.57818788
0.62808192
0.67422986
0.55751914
0.69818771
""
0.72258419
0.63211787
0.70888996
0.68363339
0.72265625
0.48012072
0.71579796
0.60971403
0.5964362
0.65220666
0.60715568
0.71306837
0.69625312
0.49670246
0.78910494
0.71496189
0.71177173
0.77271163
0.70666832
""
0.55450958
""
0.74813819
""
0.619331
""
0.64045066
0.57830131
0.60798639
0.66466552
0.68077952
0.6557368
0.61994177
0.73834074
0.71809077
0.66497362
0.62961662
0.6909951
0.67788994
0.59199238
""
0.61076313
0.38486153
0.53239125
0.69326502
0.45744631
0.55842763
0.75309646
0.59464639
0.64448571
0.67111045
0.5439105
0.7036097
0.56774735
0.61678743
0.71541291
0.63213968
0.78310311
0.79736513
0.90595114
0.60986036
""
0.50313532
0.64742821
0.50268137
""
0.47433779
0.6580615
""
""
0.64476192
0.49992079
0.6374321
0.68097848
0.6046952
0.60075259
""
""
""
""
0.72382224
""
""
""
0.67115074
0.70539051
0.57371348
0.7321943
""
0.78264129
0.72037518
0.61879861
0.70200247
""
0.55550867
0.71399683
""
0.68224347
0.60945487
0.49367824
0.71951759
0.617881
0.61174256
""
0.44968081
0.59318203
0.56309485
0.58799452
0.71433854
0.68507522
0.5112837
0.48943964
0.55839646
0.77547777
0.68651319
0.72635949
