kfr_imm_black_male_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.073070124
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050309714
""
""
0.085021153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071759
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029867476
""
""
""
""
""
0.057060484
""
""
0.059125628
""
""
""
""
""
""
""
""
0.013470974
""
""
""
""
""
""
""
""
""
""
0.051878814
""
""
0.049643021
0.040641271
""
0.038107734
0.033035345
0.055844992
0.071452141
""
0.084572099
""
0.059887722
""
""
""
""
0.071284235
""
""
""
""
""
""
""
""
""
""
""
""
0.054013707
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050184119
""
""
""
""
0.045964003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025080435
0.021793447
""
""
0.041647431
0.070221931
""
""
""
0.053396903
""
0.029632099
0.049764216
""
""
""
0.044124994
0.0082449233
""
0.054058857
""
""
0.042965099
""
""
""
0.038014978
0.058816988
""
""
""
""
""
""
""
""
""
""
""
0.023210756
""
""
""
""
""
0.056081187
0.034932274
0.070700511
""
""
""
""
0.056973197
""
0.0074587408
""
""
0.073283315
""
0.018684529
0.040404487
0.012627347
0.089552201
0.047060143
0.040060699
""
""
0.037426498
""
0.06990464
0.038268987
""
""
""
""
0.066566601
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033840064
""
0.038851671
""
""
""
""
""
""
""
""
""
""
0.019996323
""
""
""
0.078474201
""
""
""
""
""
""
""
""
""
""
""
0.028821066
""
""
""
""
""
""
0.031577084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049143385
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.054694183
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.085482344
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019122969
""
""
""
""
""
0.088731728
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072112627
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
