staytract_pooled_male_mean_se
0.026901226
0.029651765
0.021760616
0.019975426
0.016982688
0.024367748
0.025350967
0.034692708
0.019202065
0.026747072
0.035853554
0.03474265
0.039071992
0.042810172
0.024968412
0.029307039
0.02681097
0.029908037
0.01973395
0.020189079
0.016686331
0.018500183
0.022145983
0.034652129
0.026601885
0.03028045
0.037330382
0.032692418
0.022896176
0.034205303
0.018849621
0.02297831
0.030620933
0.024455316
0.03062826
0.02596543
0.036494371
0.026899325
0.07655742
0.026670219
0.023260891
0.028860735
0.030617919
0.028915774
0.04250278
0.047614008
0.043927923
0.032798279
0.037822492
0.03994846
0.033412587
0.025817867
0.050747529
0.030570973
0.030052938
0.029456293
0.02755961
0.025664603
0.036596343
0.030516678
0.034392409
0.029078882
0.033061333
0.023457738
0.023714971
0.046577223
0.029116904
0.043241251
0.034502067
0.039801374
0.032722808
0.044612579
0.02891434
0.026614141
0.042304303
0.042619091
0.059801992
0.024875322
0.024411304
0.025378488
0.02787352
0.037506886
0.019252326
0.037155196
0.027206762
0.020179218
0.019162396
0.023098456
0.025752746
0.036272738
0.028269595
0.025082313
0.025100932
0.017416276
0.019641062
0.027136734
0.065696277
0.032332785
0.025735127
0.033683572
0.032928254
0.0284074
0.021669727
0.026386332
0.029114686
""
0.032907873
0.026216701
0.023900919
0.029449973
0.028122334
0.046112254
0.025129486
0.031029431
0.026812928
0.050391126
0.044527851
0.030476714
0.031566963
0.036351893
0.034233782
0.027464457
0.027882252
0.037847865
0.034292564
0.030559564
0.024669467
0.041384812
0.039646007
0.031012904
0.04119816
0.030099943
0.038331419
0.053867828
0.048752677
0.070260331
0.02580444
0.059058342
0.029773315
0.030292764
0.026635794
0.05643056
0.057162307
0.03374188
0.039609469
0.041359499
0.043258075
0.047559474
0.034281723
0.037144706
0.037164174
0.053704992
0.052097227
0.032703955
0.041279983
0.031214785
0.063854314
0.046847094
0.0400033
0.028013496
0.032545604
0.029313654
0.018522978
0.016067367
0.024908282
0.028940614
0.029634681
0.041968703
0.045241881
0.026515583
0.027008006
0.026179284
0.023592612
0.024907317
0.02982313
0.036184218
0.030514829
0.030188145
0.032792058
0.046488605
0.047552925
0.037343841
0.048933405
0.033062391
0.037094854
0.040123239
0.045563374
0.036418159
0.0340917
0.035157975
0.037739713
0.02715023
0.041183963
0.036571614
0.032233901
0.04538786
0.036648266
0.04040977
0.048380673
0.050354302
0.032759279
0.045164563
0.049353875
0.040701777
0.037717208
0.070535146
0.06593363
0.029433334
0.025442183
0.029257165
0.029741777
0.030262023
0.031513218
0.027718652
0.023955429
0.02162775
0.021544382
0.031281922
0.045175131
0.032083172
0.03911376
0.031878244
0.024773616
0.038013604
0.040529266
0.013241736
0.035186011
0.049126323
0.042816073
0.033606138
0.037823707
0.027596207
0.022621959
0.022813002
0.022910805
0.023505216
0.032727044
0.032727998
0.027846552
0.021075072
0.031121129
0.035119291
0.026118213
0.029623548
0.029629759
0.023465807
0.027959378
0.024510378
0.029752927
0.042286843
0.048799802
0.044468433
0.031148167
0.025227418
0.031552892
0.040928986
0.029803552
0.031673547
0.034708448
0.031578884
0.027324304
0.0403018
0.033024035
0.034075387
0.032346018
0.03850368
0.029952293
0.040114745
0.024887225
0.028902346
0.036006045
0.024618877
0.030653136
0.023512585
0.027264077
0.02611039
0.023218043
0.022611763
0.030423697
0.021718111
0.024997916
0.035238262
0.023688201
0.027116921
0.030403953
0.027977081
0.037861899
0.041000478
0.038377456
0.02870065
0.03024389
0.025674183
0.025613073
0.032871373
0.032946978
0.040465076
0.032921024
0.045983169
0.036929082
0.028089544
0.038975887
0.025515361
0.029401015
0.030741155
0.028080469
0.038444031
0.034191549
0.025623791
0.036628246
0.028094249
0.0241943
0.021738788
0.026123006
0.028113974
0.031925648
0.029615112
0.03599317
0.047565863
0.033879828
0.029211696
0.032855306
0.028968416
0.049123943
0.036127388
0.030848883
0.029212462
0.039227031
0.03681884
0.031192953
0.043778643
0.029892696
0.040109612
0.045027647
0.046975218
0.052221939
0.029833985
0.029087843
0.051209196
0.027953958
0.028507147
0.038246568
0.034710586
0.044347793
0.027221672
0.035819266
0.043244001
0.055634111
0.05823528
0.045285393
0.028382001
0.047491401
0.04153176
0.032805737
0.031396233
0.047372449
0.025395684
0.053821355
0.032993786
0.021755213
0.015513676
0.020347858
0.022972606
0.028954143
0.023177763
0.028662341
0.026746674
0.020465299
0.02138187
0.018672634
0.024642017
0.02976414
0.027188634
0.022174269
0.02540593
0.053380813
0.042832445
0.02609353
0.027651513
0.022663862
0.031724662
0.039821681
0.029480955
0.047151737
0.038588651
0.025424976
0.029221809
0.025499603
0.0267352
0.03622447
0.027204439
0.018351411
0.023967279
0.021573212
0.018603006
0.025676293
0.018963777
0.018046925
0.021516986
0.025671553
0.019704157
0.019001737
0.024856029
0.020701593
0.024757335
0.024560735
0.023430709
0.024408499
0.03369423
0.020192644
0.024119742
0.026981505
0.022508826
0.024532104
0.020422453
0.031368598
0.032048777
0.026296634
0.022102593
0.020729458
0.020287372
0.018201604
0.016871318
0.032098059
0.018770583
0.025644887
0.035798952
0.036470577
0.033461113
0.036200117
0.05254164
0.027107222
0.033148501
0.021976421
0.033119872
0.021498904
0.020977993
0.02369144
0.022550957
0.026229307
0.024815194
0.020828707
0.030077176
0.021507826
0.021599308
0.03305639
0.021146577
0.026921716
0.016548915
0.020952607
0.022195218
0.030134179
0.026625384
0.028741239
0.02206701
0.02572966
0.042972926
0.032122742
0.017756078
0.029912515
0.022999017
0.023208249
0.028604897
0.025850849
0.020578802
0.025566261
0.022777079
0.027928218
0.017104166
0.026754474
0.015430666
0.018137217
0.025143996
0.040094633
0.015275651
0.018808197
0.018343654
0.023849526
0.018937975
0.017507272
0.032938424
0.020387847
0.018517092
0.019783067
0.023839498
