staytract_white_male_p50
0.24643689
0.16607809
0.19031096
0.22647358
0.16396335
0.2969844
0.21137767
0.30039185
0.35999891
0.41500923
0.37768728
0.30727732
0.4841257
0.31035975
0.41092318
0.31709448
0.28102157
0.2966488
0.29523507
0.23940922
0.20001507
0.25190353
0.19439895
0.34053388
0.34163874
0.33308923
0.39629132
0.34304029
0.22161341
0.36932984
0.1164081
0.23663937
0.24519689
0.40362164
0.3228645
0.18018551
0.24977784
0.18520576
0.27583861
0.32536897
0.30263755
0.43162215
0.26494002
0.28591788
0.26903668
0.362524
0.43957821
0.32533476
0.41048017
0.27840856
0.12123741
0.28592479
0.41323262
0.39059255
0.48157129
0.48144567
0.40085891
0.41570124
0.38877746
0.48549762
0.4038814
0.44871357
0.36444291
0.29852545
0.40199637
""
0.26788837
0.36474356
0.34562749
0.27442583
0.2347628
0.31597894
0.35073772
0.35643402
0.37302566
0.5493769
0.42567408
0.18927644
0.33761463
0.35789508
0.75625777
0.33468688
0.25929722
0.17265607
0.23184162
0.14017014
0.20425455
0.19159678
0.30483252
0.35341591
0.330603
0.35445035
0.28214592
0.24610016
0.28211507
0.50158566
0.26839444
0.21966787
0.26188982
0.43248117
0.38431635
0.38492331
0.38793993
0.32231969
0.36545733
""
0.28015679
0.21447521
0.36396572
0.40506482
0.33956072
0.32063791
0.33169782
0.36498091
0.31952298
0.49135092
0.52228862
0.39087147
0.45933059
0.29889014
0.49301699
0.3185848
0.38933918
0.32834288
0.32045633
0.33035827
0.35267863
0.42305681
0.46001464
0.47201478
""
0.46448407
0.40794969
0.3410255
0.4952907
0.41760439
0.31377807
0.43830323
0.45290551
0.34232238
0.37626618
0.1766817
0.63699704
0.45215967
0.31524029
0.49024498
0.35396922
0.45726547
0.40726495
0.43487686
0.61977667
0.36158445
0.37651125
0.39871356
0.36145598
0.37487411
0.25847217
0.32955346
0.29151693
0.22936089
0.28705025
0.22246172
0.25344047
0.24601589
0.11636057
0.24992888
0.18669371
0.42463127
0.32705864
0.33549297
0.23415904
0.31341195
0.264541
0.33510709
0.38267419
0.36467513
0.43008399
0.34179991
0.38540724
0.41848046
0.33518323
0.37019405
0.25376764
0.33423248
0.28749001
0.34455794
0.28381354
0.47991633
0.33813769
0.4330813
0.27507871
0.20459779
0.3040984
0.36875457
0.27331322
0.34143695
0.17687455
0.23532301
0.29568356
0.33422852
0.40873992
0.34345603
0.47902974
0.42052776
0.40633115
0.41466692
0.38873968
0.41834947
0.43998146
0.35159954
0.3893252
0.42266575
0.39054307
0.2967197
0.24121931
0.25688046
0.28314763
0.34633484
0.26487499
0.38271269
0.36214745
0.28050989
0.36018109
0.38039425
0.40179992
0.148333
0.33699352
0.38559172
0.25458363
0.27745968
0.27008626
0.15655927
0.25549871
0.24772668
0.20625407
0.289891
0.27126926
0.33993274
0.31116295
0.35207134
0.29058218
0.34790871
0.2255349
""
""
0.22957195
0.17961113
0.081534564
0.308108
""
0.40765625
0.39211747
""
0.32597098
0.41307664
0.39832056
0.41938129
0.40989205
0.41546774
0.39469373
0.44201249
0.38554549
0.25777984
0.36428595
0.22783974
0.1607756
0.34825206
0.36617735
0.41763109
0.34689239
0.33805078
0.44089994
0.33513391
0.34384936
0.22161531
0.18703404
0.23376721
0.19285692
0.29563504
0.17509334
0.29529142
0.18188466
0.19696012
0.43291187
0.43592489
0.36043638
0.34703988
0.4735713
0.34878552
0.32228497
0.38413769
0.22414728
0.33748159
0.24826753
0.263854
0.27832785
0.28165814
0.27516031
0.19256099
0.2094226
0.19356944
0.27360532
0.23193786
0.24659878
0.28587043
0.2437014
0.24742812
0.35391918
0.38143909
0.21259013
0.25715616
0.311719
0.39027834
0.29826167
0.36624569
0.36477417
0.4499881
0.46329874
0.44039351
0.34498194
0.46707451
0.22777805
0.4245615
0.38126624
0.33667582
0.3473441
0.52635288
0.44635645
0.30263895
0.38584924
0.25613374
0.32214454
0.36951363
0.29918569
0.44082507
0.45001742
0.47520614
0.37890178
0.4103983
0.43398684
0.38280073
0.27184227
""
0.3294664
0.4755412
0.32258034
0.46192265
0.60483378
""
0.1795736
""
0.32354683
0.20666827
0.22646476
0.28967893
0.40337291
0.36975813
0.37725309
0.25030512
0.14730918
0.16742095
0.23171875
0.22058834
0.18766385
0.27074581
0.16617221
0.25586221
0.2089864
0.2132071
0.22003576
0.13573487
0.28623286
0.22046509
0.29597679
0.25537607
0.29484123
0.36324155
0.3710846
0.32493451
0.46086392
0.49674115
0.41548461
0.40055856
0.46662539
0.39654979
0.36251438
0.26552746
0.34464696
0.36996138
0.50318861
0.1646681
0.27564767
0.27681008
""
""
""
0.15385194
""
""
""
0.22431578
0.30208004
0.11920917
0.19631734
0.05036667
""
0.19975059
0.26991197
0.24976936
0.18598373
""
""
""
""
""
""
""
0.21670204
0.16303401
0.39883822
0.23030078
""
""
""
""
0.31021994
0.083826296
0.25027993
0.05741981
0.16723739
0.14249051
0.19297966
""
""
0.077674285
""
0.076576531
0.080910541
0.22863679
""
""
0.14381075
0.22035918
0.19476622
0.23320378
0.17452683
0.091361381
0.26205185
0.26176891
0.25794718
""
0.17976961
0.19767262
""
0.14295286
0.3322669
0.2236907
0.2882871
""
0.11395387
0.2460833
