staycz_hisp_pooled_mean
0.63398409
0.69035804
0.52537739
0.63435912
0.66182518
0.5857892
0.68453074
0.57953572
0.51873785
0.67054099
0.6216833
0.69257671
0.3681573
0.56093562
0.6435225
0.55174702
0.36435434
0.61158669
0.56526005
0.55733579
0.58658469
0.48900557
0.60054368
0.59408092
0.66289139
0.51453364
0.58341354
0.50075418
0.591515
0.50765473
0.49752685
0.52402669
0.64321834
0.53815722
0.47382018
0.56948495
0.50636804
0.56807208
0.54007107
0.52391434
0.5979659
0.51714098
0.53197551
""
0.44076654
0.45030367
0.66775262
0.60888541
0.64591956
0.57554698
0.54756367
0.65691936
0.609348
0.43667433
0.31187901
0.62442285
0.48828891
0.46377778
0.44933242
0.47994652
0.50801075
0.6643905
0.48696664
0.5157612
0.64232576
0.4982619
""
0.49254966
0.6475361
0.50584549
0.43032983
0.3912394
0.4570668
0.61614656
0.60964251
0.57569784
0.64668715
0.58974928
0.60202271
0.66254574
0.49053678
0.65436786
0.60448682
0.63838524
0.68832457
0.64030069
0.49763328
0.49955693
0.64767122
0.6531027
0.64853233
0.61042309
0.59240812
0.62549078
0.64665848
0.62600577
0.64063072
0.76718718
0.74440122
0.6665433
0.67152363
0.75571913
0.67812318
0.71154392
0.56602669
0.70958161
0.58960444
0.66608328
0.5116632
0.56912386
0.5238744
0.52191424
0.58009875
0.51381803
0.61841238
0.67475539
0.58481914
0.50275844
0.50199419
0.63237888
0.62336588
0.56875372
0.50646788
0.43537438
0.5254969
0.57977509
0.55691683
0.6306904
0.3880592
0.51775479
0.71057981
0.58353484
0.6020726
0.62032211
0.77365452
0.51980603
0.61156809
0.52089828
0.58160979
0.47732162
0.52549094
0.53954881
0.48531413
0.54578114
0.64955515
0.43757054
0.47762853
0.49339238
0.42149702
0.56088299
0.64079809
0.68223417
0.52024734
0.38948369
0.53301585
0.59932995
0.5189541
0.51140714
0.54943371
0.34812069
""
0.55866599
0.50475389
0.64173263
0.54428262
0.74371177
0.45917678
0.49420214
0.43265796
0.60543621
0.72729224
0.68418944
0.55169553
0.61643338
0.44437936
0.53519088
0.61547631
0.74902815
0.55440611
0.49297339
0.4768711
0.35207114
0.5844692
0.47966191
0.60945898
0.66304547
0.61604601
0.51669168
0.66862804
0.63690096
