kfr_native_hisp_male_mean
""
""
""
""
""
""
""
0.49846125
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6224553
""
""
""
""
""
""
""
""
""
""
""
0.42802632
""
0.42594343
""
""
""
0.44680902
""
""
""
0.40175763
""
""
""
0.53570837
""
0.47514936
0.33582455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41859701
""
""
""
""
0.50735039
""
""
0.46000752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40635869
0.44586849
0.5507443
0.45344082
0.51721382
0.51630259
0.54374743
0.43679595
0.43743172
0.38388076
0.43192995
0.43672308
0.4608376
0.45730221
0.44089645
""
""
""
0.41060519
""
""
""
""
""
""
""
""
""
""
""
""
0.44224498
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45929846
""
""
""
""
""
0.40466082
""
""
""
""
""
0.38008946
""
""
""
0.51594639
""
0.60555267
0.43652391
0.44110075
0.42951795
0.51536208
0.31063619
0.52560419
0.41319501
0.58081889
0.4728857
0.46198347
""
0.48513478
0.4325507
0.45752516
0.53068578
0.46647647
0.43003786
0.51097238
""
0.47393593
0.40629533
""
""
0.46345529
0.47835875
0.4707531
0.49827042
0.50122011
""
0.46184433
0.45793885
0.47153145
0.4680194
0.47988752
0.51617926
0.4540711
0.49123678
0.57410896
0.45247567
0.50242496
0.48829475
0.43314937
""
0.52115917
0.52368194
0.5171662
0.4404982
0.48095286
0.38870922
""
0.44662198
0.42708409
0.49085099
0.45438769
0.43610373
0.47045556
0.43698078
0.49921265
""
""
0.35547173
0.49262202
0.50508219
""
""
""
0.50973856
""
""
""
0.48058644
0.43015447
""
0.56060475
""
""
0.45405445
0.51632297
0.39989778
""
""
""
""
0.41060317
""
0.50154901
""
""
""
0.53143114
0.47734898
0.47720981
""
0.45191392
0.47349557
""
""
0.49292424
0.45465308
0.50550538
0.46670774
""
""
""
""
0.41785213
0.43108439
""
0.39092347
""
0.49766153
""
""
""
""
""
""
0.48178235
""
0.47654483
0.44143787
0.4953967
0.52301627
0.47476846
0.39453912
0.46707121
0.48358697
0.462926
0.48667395
0.41444263
0.38448831
0.46608192
""
0.45689425
""
0.42295673
0.49163526
""
0.37724376
0.35478047
0.43740827
0.42502132
""
""
""
0.44327518
0.42046699
0.33572796
""
""
""
""
""
""
0.50295871
0.27072781
0.41600594
0.37744421
0.4634462
""
0.47529653
""
""
""
0.41209593
0.43778047
0.53584057
""
""
""
0.44394889
0.46804345
0.52534992
0.49055576
0.54030001
""
0.43529844
""
0.4025293
0.41648844
0.44210976
0.44591531
0.48977426
0.46948171
0.36088818
0.470539
0.38688177
0.47062778
0.45497841
0.4679164
""
""
""
""
0.42642868
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34710425
""
""
""
""
0.37970862
0.46284726
""
0.4558692
0.46425277
""
0.45546353
""
0.47372961
""
""
0.44864586
""
""
""
""
""
""
""
0.47248343
""
""
""
""
""
""
""
""
""
""
""
0.56030941
""
""
""
0.53533065
""
""
""
""
""
""
