kfr_native_asian_male_mean_se
""
""
""
0.042807434
""
""
0.034949943
""
""
""
""
0.039155588
""
""
0.054616507
""
""
""
""
""
""
0.056069147
""
""
0.035682864
""
""
""
0.031789023
""
""
""
0.05078641
""
""
0.041719913
""
""
""
""
""
""
""
""
""
""
0.043255005
""
""
""
""
0.047155887
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032006938
""
""
""
""
0.043129288
""
""
""
0.069605097
""
""
""
""
0.049210988
""
""
""
""
0.031297747
0.050057229
0.076663367
0.044663627
0.036622725
""
0.042690992
0.037514683
""
0.033601277
""
""
""
""
0.04804749
""
0.051777601
0.070380509
0.048513245
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023739727
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053737972
""
""
0.046400189
0.064358495
""
""
""
""
""
""
""
0.025315773
""
0.018968856
""
""
""
""
0.019224832
0.05071941
""
0.055005796
""
""
0.065154642
0.02895838
""
""
""
""
0.042155083
""
""
0.036071379
""
""
0.056970324
""
""
""
0.0378506
""
""
""
""
""
0.048005901
""
""
0.051997982
""
""
""
0.074879877
0.040755883
""
""
""
""
""
""
""
""
""
0.045087095
0.030707819
""
""
""
""
""
""
0.036074143
""
""
""
0.02719583
0.048469007
0.061145626
""
""
""
""
""
""
""
""
""
""
""
""
0.052244905
""
""
""
0.029881196
""
""
0.024153633
0.055063192
""
""
""
""
""
0.041281719
""
0.037721172
""
0.057155591
0.034521725
0.031359252
0.049273729
0.013375478
0.035635553
0.019593867
0.016905235
0.050115813
0.056664586
""
""
""
""
""
0.063572802
0.077325895
""
""
0.04385642
""
""
0.020678952
0.041566953
""
0.057620414
0.023188962
""
""
""
""
""
""
""
""
""
""
""
""
0.015316465
""
""
0.059700314
""
""
""
""
""
""
""
""
""
0.05525716
0.055139706
0.07123699
""
0.040934823
0.056715094
""
""
0.038223356
""
""
""
""
""
""
""
""
""
0.052687418
0.046854842
0.029262321
""
0.013970242
0.042124096
""
""
0.031850755
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050446566
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041406758
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045230437
""
""
""
""
""
""
0.032072324
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053462073
0.024028847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051993392
""
""
""
""
""
""
0.030864649
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04743709
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.043386206
""
0.038517728
""
""
""
""
""
""
""
""
""
""
0.057816975
0.05315768
""
""
0.022193447
0.070262857
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037513305
0.023492042
""
""
""
""
""
""
""
""
""
""
0.036649726
""
""
""
""
""
0.048796181
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0084703015
0.02973675
0.026044911
""
""
""
""
""
0.05079985
""
0.023942048
""
0.055232912
""
""
""
""
""
""
0.024188658
""
""
0.050437637
""
""
""
""
""
""
""
""
0.029183561
""
0.06774541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035546597
0.046262786
0.024034556
0.050251957
0.018490234
0.018339219
""
""
""
0.045256484
0.03825694
0.010731808
0.026158329
""
""
0.019327708
""
0.041963678
0.0085497675
""
""
""
""
0.045978528
""
""
0.026521772
""
0.038343351
""
""
""
""
""
""
""
""
""
""
""
0.014572476
