kir_26_pooled_male_p25_se
0.0028101129
0.0037824337
0.0073309299
0.0025301639
0.0032881657
0.0068380688
0.0021264243
0.0068445988
0.0082062595
0.0033697588
0.0032607256
0.0018074787
0.0083842156
0.0051339217
0.0034896531
0.010093689
0.0096954936
0.0035948607
0.0082894601
0.0058083409
0.0022746378
0.0022063814
0.0034457827
0.0041047283
0.0020495763
0.0067675076
0.003932138
0.0026307832
0.0018053252
0.0056814188
0.0048514116
0.004731976
0.0022406932
0.0026506067
0.0046447027
0.0026430828
0.0051230122
0.0042771995
0.0077372338
0.0071161669
0.0023815113
0.0050396859
0.0082177119
0.014140289
0.0062418729
0.0053959936
0.001532751
0.0039101965
0.0022469261
0.0041171107
0.0033721505
0.0026571364
0.003218269
0.011714821
0.010589819
0.0023713165
0.0068757469
0.013725874
0.013717148
0.0039292653
0.0058257002
0.0024038602
0.0083371028
0.006377202
0.0048055411
0.0059554004
0.0086913472
0.0072419592
0.0062435237
0.0050190939
0.0051902039
0.0043543009
0.0037738748
0.0041178395
0.0053723967
0.0087465132
0.0042342753
0.0051903347
0.0081762038
0.0016672444
0.0041115796
0.0048798257
0.0060174093
0.0048877825
0.0019549048
0.0054795709
0.005153229
0.0036612533
0.0030365123
0.0035876024
0.0043460247
0.0063560344
0.0059481473
0.002864385
0.0056598177
0.0092714997
0.0043058638
0.0028954509
0.0013357481
0.0024047794
0.0024417615
0.00097489083
0.0016679057
0.0025459928
0.002640655
0.0014526047
0.0025055679
0.0017821001
0.0046475576
0.0030652427
0.0036703462
0.0035531491
0.0022974322
0.0063444166
0.0024231698
0.0022317774
0.0026007197
0.0085031642
0.009333387
0.0079560578
0.0034253502
0.0050867354
0.0061004586
0.0048258039
0.005438156
0.0029660601
0.0030818579
0.0053554829
0.0064305309
0.0063929097
0.0011329969
0.0047137141
0.0045913025
0.0061366451
0.0038652613
0.0045927288
0.0027325205
0.003005015
0.0068793227
0.0052724495
0.0029857839
0.0041445848
0.0082646729
0.0065958733
