spouse_rk_white_female_p100
0.83688223
0.80795342
0.82450771
0.82796192
0.83483058
0.77851129
0.82563144
0.80159348
0.73917329
0.79350293
0.8188203
0.82419264
0.83160657
0.80585724
0.80936563
0.81667644
0.85430855
0.65554774
0.75259203
0.8360464
0.79576612
0.7979427
0.77919906
0.81511313
0.776115
0.79124475
0.85769516
0.80551338
0.8770808
0.83530205
0.88516605
0.69646913
0.92378718
0.79416263
0.81587094
0.77464515
0.83112365
0.82507241
0.8129493
0.8169415
0.82789236
0.82981318
0.69121403
0.85353285
0.80816668
0.81451744
0.86557341
0.75853616
0.82434571
0.84024858
0.84100574
0.82304269
0.68191439
0.82036823
0.83641958
0.75225556
0.74388164
0.78741598
0.81037009
0.7390424
0.82100058
0.80680448
0.80970603
0.78950274
0.91480428
1.0327224
0.87035483
""
""
0.79690152
""
""
0.48149124
""
0.77965492
""
""
0.78467315
0.7957204
0.7930786
0.68457353
""
""
0.84443623
""
""
""
""
0.73743641
0.7137382
""
0.81192732
0.87991363
""
""
0.83901566
0.84276807
0.82281369
0.7543034
0.76315629
0.7807613
0.77555221
0.83890861
0.79907393
0.80406332
0.76401442
0.80514306
0.77927977
0.88249159
0.77361345
0.7888121
0.80965453
0.75856191
0.80327255
0.80199212
0.83057076
0.8150869
0.81624371
0.78449529
0.71751344
0.88543844
0.78999323
0.81681788
0.86869872
0.81651694
0.84026515
0.81337672
0.75980264
0.8165338
0.79286271
0.86553484
0.86557704
0.75916046
0.82099193
0.84738457
0.89638668
0.83857542
0.89650273
0.71818238
0.83819735
0.8346476
0.7709794
0.76862532
0.68510699
0.7828247
0.80759043
0.86725903
1.0544746
0.75428951
0.82533842
0.79795086
0.89307684
0.79082775
0.77099323
0.72353595
0.80337566
0.74752742
0.83680397
0.72080964
0.75884312
0.87952477
0.83785933
0.86171854
0.77142888
0.78420734
0.76082438
0.75358051
0.85888207
0.80786037
0.80844319
0.81054604
0.62698877
0.7424826
0.78324443
0.78717238
0.675448
0.79221022
0.76411641
0.83192891
0.7540049
0.79289424
0.79953444
0.81768346
0.80131286
0.80620658
0.81229204
0.82550108
""
0.77689278
0.79790151
0.72715712
0.89051896
0.83145303
0.86479461
0.79132414
0.8409577
0.79201967
0.77688855
0.80972368
0.75910425
0.82237649
0.80606616
0.76530069
0.8356483
