kfr_imm_white_male_mean
0.49777684
0.54296374
""
0.57773495
0.56941187
""
0.55170071
""
""
0.5730269
0.51304507
0.56158614
""
0.52236164
0.49528679
""
""
0.50770795
""
""
0.53473824
0.52434874
0.52783835
0.49449733
0.58946663
""
0.47514534
0.51156843
0.53003776
""
0.44904047
0.64166498
0.57953095
0.52409023
""
0.44134757
""
0.5854128
""
""
0.61302799
""
""
""
""
""
0.56802541
0.71000904
0.62527215
0.61194521
0.4874264
0.56502211
0.4436788
""
""
0.52192378
""
""
""
0.56750691
""
0.52609897
""
""
""
""
""
""
""
""
""
""
""
0.51138282
""
""
""
0.52307272
""
0.54679447
""
0.47428742
""
0.39040461
0.51220971
0.53104305
0.62610602
0.46656361
0.52434766
0.50154555
0.59907138
""
""
0.49646303
""
""
""
0.44676477
0.48969269
0.52459943
0.49407896
0.52169788
0.54291147
0.52210671
0.48858768
0.51243877
0.48332545
0.51590991
""
0.4804661
0.49807781
0.50125933
0.53941953
""
0.52475137
0.57376492
0.53313118
""
""
""
0.50396127
""
""
0.43618611
""
0.51676226
0.55325681
""
""
""
0.59563941
0.47877309
0.56376052
""
0.59319168
""
0.45659283
0.49653578
""
0.45183834
0.50522983
0.42748189
""
""
0.38039103
""
0.4474771
0.46160096
""
""
""
0.54332924
0.65516609
""
0.46904144
0.55755818
""
0.49731886
""
""
""
""
0.57032543
0.6227414
""
0.6322754
0.4913758
0.54621321
0.346975
0.53643465
0.55972594
0.54943538
0.57711786
0.54893833
0.66805995
0.66238511
0.55411214
0.5593279
0.44312924
0.53089309
0.54498017
0.46756205
0.54585975
""
""
0.57787848
""
""
0.53580111
""
""
0.50679308
0.52074522
""
""
""
0.52585769
0.56536883
0.5345248
0.5533157
0.51696235
0.59586531
0.45338884
0.43413416
0.54429537
0.57211429
0.56542784
0.50004697
0.47996232
0.60659713
0.50406796
0.59904325
""
""
0.60200995
0.57331198
0.5377351
0.57055038
0.52861279
0.53289503
0.53417498
0.46347401
0.57526803
0.61720121
0.54840761
0.60028905
0.57480592
0.50556463
0.6022836
0.55911338
0.52900887
0.58765423
""
0.53972018
""
""
""
0.45991302
""
""
0.5366112
0.54343665
0.46229312
0.56914485
0.45838675
""
0.56878603
0.572689
0.59476429
0.57983851
0.57573152
0.60512477
0.5873903
""
0.59564555
0.59710878
0.50742513
0.61050487
0.5572083
0.54325432
0.62764108
0.60648185
0.5798521
0.58552104
0.55823082
0.61865377
0.60369354
0.6354785
0.60894406
0.57173318
0.559039
0.63817257
""
0.50350189
0.51146817
0.58298928
0.56462455
0.56599939
0.56887317
0.55081445
0.56522882
""
""
0.6248734
0.5798291
0.53473228
0.58199608
0.60912424
0.48859739
""
""
""
0.62677139
0.48902905
0.55164695
""
""
0.59195328
0.58280402
0.55024689
0.59985024
""
0.51922017
0.58814216
""
0.41374874
""
""
0.49989071
""
0.55891645
0.56999546
0.55362201
0.52119732
0.58603734
0.61172754
""
0.52265501
0.56884646
0.49349999
0.57129276
0.54402876
0.57443029
""
""
0.5923329
0.53196687
0.51163089
0.56134456
0.57415062
""
0.58816725
0.58082557
0.58358407
0.46700481
0.60386282
0.57734096
0.49122804
""
0.57299006
""
""
0.59028739
0.60288638
0.4971908
""
0.50013638
""
""
0.54284841
0.51978952
""
0.57081419
""
0.50449073
0.61227119
""
0.45735124
""
""
""
""
0.5248813
""
""
""
""
""
""
""
""
""
0.68228638
""
""
""
""
""
""
0.61652839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60368168
""
""
""
""
""
""
0.49409848
0.53103638
""
0.54851735
0.57834136
""
""
""
0.57362729
0.55360419
""
""
""
""
""
""
""
""
""
""
""
""
0.57007098
""
""
""
""
""
0.60212684
0.53647
0.56678557
""
""
""
0.46945262
""
""
""
""
""
0.56017429
""
""
""
""
""
""
""
0.56875485
""
0.53184652
""
""
0.53202713
""
""
""
""
""
""
0.50150502
""
""
0.66392881
""
""
""
""
""
""
""
""
""
""
""
""
0.60878754
""
""
0.57394117
0.55839717
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47342101
0.50573707
0.53760779
0.50241923
""
""
""
0.55528855
0.55077684
0.58125961
0.49556127
0.42537034
""
""
0.5525828
""
0.46437776
0.40932792
0.50016314
""
0.46952957
0.53384101
0.50991225
0.46634737
""
0.59063405
0.59292066
""
0.5260548
0.51246572
0.40066105
""
""
""
0.58650458
""
0.51058233
0.56965828
0.50283849
""
0.4777616
""
""
""
""
""
""
""
""
""
""
""
""
0.50032473
""
""
0.55423182
""
0.51743698
""
""
""
0.6219855
""
""
""
""
""
0.36056322
0.45007253
0.51071841
0.59920079
0.59747922
0.60743195
0.57137692
0.53243226
""
0.61055779
""
""
""
""
""
""
""
""
0.47752613
""
""
0.46712121
""
""
""
""
""
0.53634042
""
0.49857438
0.55576295
0.56449693
0.51562029
0.48784947
0.54697424
0.53599727
0.51615494
0.51617283
""
0.55348825
0.51673454
0.63780338
0.57600409
0.53840381
0.50117803
0.43144485
""
""
0.51710176
""
""
""
""
""
""
""
""
""
""
""
""
0.54225171
""
""
0.46308881
""
""
""
""
""
""
""
""
0.60734493
""
""
0.43072492
0.53938711
""
""
""
0.49855384
0.53692168
""
""
""
""
0.55292505
""
0.51615971
""
0.6358124
""
""
""
0.57149971
""
0.53955626
""
0.49777928
0.56983364
""
0.66005379
0.53500891
""
0.61756355
0.46484396
0.50062829
""
0.5356921
""
""
0.58311552
""
""
""
""
0.60560256
0.58199197
0.58696491
0.52059782
""
""
""
""
""
0.61427671
0.49983779
""
""
0.46897331
0.43842196
0.5031088
""
0.47833329
0.54264802
0.54636538
0.5298118
0.52826834
0.55443734
0.61971122
0.53649843
""
""
0.52514523
0.53904283
0.61158794
0.4913933
""
""
0.55629182
0.4515368
0.54974473
0.55329138
0.49410415
0.64518642
0.49323085
""
0.48734343
0.55513358
0.59048212
0.54306775
""
0.53474301
0.44592005
0.56183094
0.50603735
""
""
0.41771051
""
""
""
0.51502109
0.46690756
0.55513722
