kir_imm_asian_male_p75_se
""
""
""
0.046292339
0.071953274
""
0.039690055
""
""
0.063204885
0.067517601
0.027423516
""
0.11717763
0.082864188
""
""
""
""
""
0.097036406
0.049423818
""
""
0.021963667
""
""
0.062795743
0.022266094
""
""
""
0.024461409
0.034068868
""
0.059335262
""
""
""
""
0.06271176
""
""
""
""
""
0.023782723
0.11115526
0.039236996
""
0.10000794
0.085451968
""
""
""
0.068915598
""
""
""
""
""
0.05448715
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032281157
""
""
""
""
0.031670999
""
""
""
0.049138218
""
""
""
""
0.059107974
""
""
""
0.11570315
0.020580405
0.059916746
0.065653719
0.018692849
0.033435211
0.062005885
0.04826694
0.019847374
0.054477129
0.024699474
""
0.086260945
0.05221045
""
0.042263355
""
0.049030449
0.047800578
0.040880743
""
""
""
""
""
""
""
""
0.066077895
0.089823812
""
""
""
0.013853343
""
0.067024097
""
0.07534121
""
0.092288464
0.074771188
""
""
0.070399977
0.11234967
""
""
""
""
0.096883021
""
""
""
""
0.059199259
""
""
0.035513803
0.062701836
""
0.068328314
""
""
""
""
0.077509627
0.013673809
""
0.0067660995
""
""
""
""
0.011779504
0.038044807
""
0.067510061
""
""
0.045246854
0.038324423
""
""
""
""
0.033319488
""
""
0.026087381
""
""
0.050778996
""
""
""
0.037601713
""
""
""
""
""
0.041211005
""
0.043470796
0.064166054
""
""
""
0.071627058
0.028122274
""
""
0.06191954
""
""
""
""
0.037454054
""
""
0.021620216
""
""
""
""
""
""
0.021198237
""
""
""
0.023798872
0.057960514
0.056949928
0.086289085
""
""
""
""
""
0.076077901
""
""
""
""
""
""
""
""
""
0.030000972
""
0.06302204
0.022318166
0.074348502
""
""
""
""
""
0.031620152
""
0.040254343
""
0.032050762
0.027189553
0.031987067
0.032835919
0.0049139583
0.016729468
0.0053500305
0.0095406082
0.027138146
0.053493042
""
""
""
""
""
0.079126395
0.083072536
""
""
0.02643851
""
""
0.011513305
0.038197909
""
0.044921864
0.013606656
""
""
""
""
""
""
""
""
""
""
""
0.070067599
0.011832937
""
""
0.056127392
""
""
""
""
""
""
0.058481768
""
""
0.066217497
0.040181883
0.057551511
""
0.042115826
0.095437877
0.11459792
""
0.0419713
""
""
""
""
0.050873198
""
""
0.06044269
""
0.051181551
0.059254017
0.024365751
""
0.0061679515
0.053056885
""
""
0.020607514
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.096934088
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03238586
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035964072
""
""
0.048440222
""
""
""
""
""
""
0.038361069
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015109314
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.096654251
0.075185545
0.031817812
""
""
""
""
""
""
0.02227925
""
""
""
""
0.054288127
""
0.13937891
""
""
""
""
0.064744361
""
0.10007886
""
0.038351454
""
""
""
0.043675888
""
""
""
""
""
""
""
0.070873119
""
""
0.06399177
""
""
""
""
""
0.10496066
""
""
""
""
""
""
""
""
""
0.020660229
""
0.030744968
""
""
""
0.06305252
""
""
""
""
""
""
0.052270979
0.054666217
0.060475826
0.055753261
0.0076995604
0.044849627
""
""
""
""
""
""
""
""
""
""
""
0.097216398
""
""
0.065934725
""
""
""
""
""
""
""
0.058086403
0.019058164
0.012397814
""
""
""
""
0.074328646
""
""
""
""
""
0.026574425
""
""
""
""
""
0.035095651
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0086376322
0.05618079
0.025588209
""
""
""
""
""
0.043025784
""
0.016362883
""
0.039348371
""
""
""
""
""
""
0.041666195
""
""
0.092481054
""
""
""
""
""
""
""
""
0.029747758
""
""
""
""
""
""
""
""
""
""
""
0.081452712
""
""
""
""
0.024290051
0.023109201
0.016245026
0.05509289
0.008729971
0.0064969375
""
""
""
0.028886139
0.029902292
0.0042414456
0.014900512
""
""
0.0088013718
""
0.028322799
0.0035512224
""
""
""
""
0.06597466
""
0.055809177
0.015419627
""
0.047012527
""
""
0.042387523
""
""
""
""
""
""
0.1060959
""
0.0083923992
