kir_26_hisp_female_n
249.0
185.0
""
515.0
662.0
51.0
1164.0
70.0
46.0
332.0
366.0
1956.0
38.0
123.0
469.0
28.0
40.0
371.0
36.0
36.0
383.0
1551.0
310.0
219.0
2016.0
47.0
430.0
900.0
2171.0
91.0
79.0
134.0
1206.0
1002.0
70.0
604.0
54.0
91.0
""
25.0
326.0
34.0
""
""
27.0
37.0
2862.0
260.0
651.0
177.0
540.0
413.0
182.0
""
""
518.0
27.0
25.0
32.0
134.0
71.0
678.0
24.0
76.0
39.0
48.0
""
""
33.0
37.0
29.0
43.0
65.0
141.0
68.0
24.0
95.0
65.0
31.0
1073.0
95.0
114.0
45.0
196.0
1358.0
143.0
113.0
575.0
551.0
277.0
153.0
72.0
68.0
319.0
58.0
36.0
186.0
1159.0
10791.0
3034.0
2140.0
50815.0
7875.0
3486.0
1761.0
13535.0
1975.0
2685.0
192.0
1071.0
576.0
246.0
764.0
36.0
713.0
821.0
747.0
20.0
35.0
27.0
349.0
132.0
118.0
353.0
81.0
563.0
441.0
111.0
39.0
37.0
6358.0
79.0
269.0
61.0
852.0
76.0
466.0
718.0
56.0
87.0
523.0
320.0
36.0
73.0
151.0
""
291.0
97.0
32.0
35.0
54.0
643.0
117.0
22.0
1162.0
412.0
28.0
290.0
30.0
45.0
""
""
626.0
2852.0
31.0
14508.0
54.0
60.0
30.0
600.0
6073.0
1086.0
226.0
1236.0
103.0
93.0
888.0
3095.0
147.0
57.0
59.0
71.0
926.0
65.0
66.0
1118.0
""
76.0
358.0
20.0
41.0
365.0
827.0
37.0
27.0
79.0
618.0
281.0
1823.0
284.0
1198.0
791.0
206.0
264.0
347.0
864.0
1553.0
126.0
166.0
505.0
163.0
224.0
27.0
43.0
3338.0
332.0
1267.0
2824.0
80.0
73.0
65.0
66.0
97.0
48.0
1337.0
207.0
115.0
161.0
990.0
658.0
625.0
256.0
20.0
106.0
20.0
57.0
""
115.0
""
44.0
115.0
255.0
117.0
431.0
50.0
138.0
257.0
1028.0
125.0
233.0
3332.0
254.0
111.0
""
284.0
92.0
213.0
1100.0
109.0
1251.0
105.0
2468.0
3281.0
1460.0
2974.0
82768.0
2765.0
31973.0
12557.0
1272.0
612.0
137.0
40.0
104.0
""
33.0
376.0
137.0
44.0
131.0
3616.0
""
""
11395.0
1133.0
59.0
2624.0
11256.0
123.0
35.0
29.0
20.0
32.0
61.0
46.0
103.0
42.0
245.0
206.0
177.0
3336.0
38.0
86.0
235.0
172.0
116.0
38.0
242.0
183.0
32.0
469.0
220.0
146.0
247.0
561.0
440.0
53.0
299.0
188.0
151.0
66.0
631.0
86.0
75.0
47.0
237.0
333.0
121.0
164.0
1117.0
56.0
800.0
1774.0
4180.0
325.0
44780.0
1881.0
245.0
66.0
2017.0
""
74.0
196.0
316.0
68.0
31.0
75.0
119.0
30.0
64.0
77.0
107.0
75.0
20.0
81.0
187.0
24.0
99.0
52.0
83.0
139.0
""
157.0
""
""
29.0
62.0
27.0
""
33.0
""
20.0
59.0
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
""
20.0
""
20.0
25.0
""
197.0
28.0
""
""
""
""
21.0
61.0
52.0
25.0
207.0
233.0
""
27.0
""
91.0
39.0
""
""
""
""
24.0
""
""
""
""
""
22.0
""
217.0
78.0
44.0
146.0
45.0
101.0
136.0
109.0
796.0
53.0
20.0
66.0
276.0
""
""
""
""
458.0
573.0
100.0
21.0
170.0
200.0
69.0
26.0
337.0
626.0
41.0
478.0
65.0
50.0
1865.0
190.0
53.0
""
""
""
124.0
3373.0
""
""
3076.0
371.0
58.0
""
""
""
""
53.0
""
48.0
112.0
331.0
54.0
383.0
""
107.0
3495.0
15743.0
42.0
""
482.0
149.0
245.0
42.0
""
""
22.0
""
""
169.0
25.0
""
450.0
783.0
1674.0
204.0
135.0
72.0
287.0
248.0
232.0
3762.0
193.0
147.0
22.0
""
230.0
45.0
406.0
224.0
387.0
45.0
281.0
575.0
217.0
1143.0
84.0
1747.0
83.0
65.0
229.0
27830.0
1060.0
113.0
1275.0
41.0
2323.0
143.0
1885.0
4118.0
1257.0
772.0
2860.0
431.0
73.0
75.0
""
1320.0
814.0
172.0
39.0
467.0
225.0
237.0
596.0
2500.0
349.0
288.0
12496.0
316.0
37108.0
935.0
626.0
""
5175.0
1011.0
492.0
417.0
823.0
625.0
7918.0
31827.0
12833.0
1510.0
3901.0
48044.0
1582.0
877.0
276.0
1963.0
318.0
71.0
896.0
1678.0
2052.0
1042.0
301.0
391.0
1853.0
87.0
147.0
877.0
149.0
40.0
244.0
457.0
399.0
2184.0
403.0
2942.0
13426.0
26624.0
550.0
1751.0
883.0
590.0
800.0
342.0
82.0
251.0
235.0
187.0
3422.0
89.0
422.0
279.0
215.0
""
977.0
""
""
""
""
""
33.0
75.0
""
26.0
""
""
""
248.0
""
""
169.0
""
111.0
73.0
105.0
78.0
""
""
""
321.0
""
24.0
85.0
80.0
75.0
""
""
143.0
154.0
98.0
124.0
293.0
""
3449.0
154.0
448.0
1194.0
2850.0
218.0
97.0
687.0
12882.0
296.0
27336.0
448.0
12843.0
1001.0
21.0
1188.0
1235.0
139.0
842.0
527.0
563.0
494.0
1956.0
542.0
""
341.0
188.0
28.0
38.0
""
1049.0
5570.0
443.0
1100.0
""
""
112.0
90.0
33.0
333.0
598.0
""
""
955.0
341.0
821.0
175.0
381.0
11106.0
11329.0
25978.0
2858.0
19628.0
26403.0
396.0
185.0
54.0
2841.0
3507.0
28550.0
11862.0
""
101.0
28776.0
8618.0
6671.0
214194.0
136.0
68.0
874.0
572.0
986.0
158.0
446.0
4620.0
366.0
3314.0
112.0
3035.0
2457.0
75.0
""
394.0
""
""
""
438.0
145.0
8273.0
