hours_wk_asian_male_p75
""
""
""
""
""
""
39.846863
""
""
""
""
38.615147
""
""
36.027519
""
""
""
""
""
""
37.975628
""
""
39.042236
""
""
""
37.520863
""
""
""
42.724998
43.661278
""
36.417622
""
""
""
""
""
""
""
""
""
""
33.196644
""
56.810638
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.64481
""
""
""
""
28.698936
""
""
""
""
""
""
""
""
""
""
""
""
""
38.579582
40.734985
""
40.582584
33.537415
""
""
38.537151
51.74992
42.745911
""
""
""
""
45.833164
""
32.48914
""
47.473789
""
""
""
""
""
""
""
""
""
""
""
""
""
36.724106
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.711281
""
""
""
""
""
""
""
""
39.321209
""
38.692295
""
""
""
""
39.457832
37.433502
""
""
""
""
""
41.484829
""
""
""
""
40.385109
""
""
42.490883
""
""
37.367397
""
""
""
44.887028
""
""
""
""
""
35.662434
""
""
""
""
""
""
45.524384
43.564034
""
""
""
""
""
""
""
""
""
""
43.138809
""
""
""
""
""
""
40.585861
""
""
""
43.042988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.881432
""
""
37.297325
""
""
""
""
""
""
37.322216
""
49.143764
""
27.430897
36.858261
39.8871
37.580051
36.650383
38.486916
39.240337
38.530396
43.12772
""
""
""
""
""
""
35.582294
""
""
""
32.883263
""
""
37.964565
38.975182
""
39.513931
40.576397
""
""
""
""
""
""
""
""
""
""
""
""
36.266903
""
""
""
""
""
""
""
""
""
""
""
""
37.320805
34.863598
""
""
23.665682
33.428242
""
""
36.744534
""
""
""
""
""
""
""
""
""
38.670925
37.401176
35.039268
""
37.110622
39.879532
""
""
37.297768
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.089382
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.142399
""
""
46.757301
""
""
""
""
""
""
33.919003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.716663
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.94474
""
""
""
""
""
""
44.076569
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.388771
""
""
""
44.636036
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.087906
""
40.036049
""
""
""
""
""
""
""
""
""
""
28.841841
""
""
""
39.490196
35.514664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.858772
40.350346
39.103764
""
""
""
""
""
""
""
""
""
""
35.483234
""
""
""
""
""
43.132263
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.698399
29.29707
35.134632
""
""
""
""
""
38.837387
""
35.743935
""
35.024113
""
""
""
""
""
""
38.702553
""
""
""
""
""
""
""
""
""
""
""
36.24992
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.106522
35.405689
35.585388
33.59473
34.226254
33.979359
""
""
""
47.038277
36.863911
35.333862
35.465313
""
""
34.202061
""
36.948517
34.937469
""
""
""
""
37.22662
""
""
35.26881
""
40.625839
""
""
""
""
""
""
""
""
""
""
""
36.270836
