par_rank_other_female_mean
0.48250324
0.5127362
""
""
""
""
""
0.47607657
""
""
""
""
""
""
""
0.5226686
0.40535679
""
""
""
""
0.34390888
0.44706601
0.49989554
0.49439892
0.48673016
0.43992341
0.41593552
""
""
""
""
""
""
0.40742734
0.48954639
0.47355717
""
0.37211907
0.48665598
0.51915336
0.47091562
""
""
0.60082614
""
""
0.38338688
0.41213614
""
0.45780835
0.51658881
""
""
""
""
0.43663964
0.56570697
0.67831147
""
0.42208135
0.44167751
0.43992624
0.39009953
""
""
""
""
""
0.5392881
0.42483258
""
""
""
0.57022196
""
""
0.58252364
0.51652592
0.55041063
0.60824978
""
""
0.51666737
0.50700396
""
""
""
0.46282968
0.57202184
""
""
""
""
""
0.4719598
0.41289073
0.50157011
0.46711895
0.388383
""
""
0.41004723
0.52529794
0.43719086
0.38349825
0.50794345
0.49444032
""
0.45715097
0.52264094
""
""
0.40580449
0.46023613
""
""
""
0.5819931
""
""
""
""
""
""
""
0.47365624
0.46220565
0.42661691
""
""
""
""
0.48994383
""
""
0.34297863
""
""
""
0.44168696
""
""
""
""
0.44543758
""
""
""
""
""
""
""
0.48529503
""
""
0.4002625
0.35527393
""
""
""
""
0.41028106
""
""
""
""
""
0.50544232
""
0.49427229
""
""
0.53605556
""
""
0.45893398
""
""
""
0.38104165
""
0.38502833
0.3572329
""
""
0.58526134
""
0.63468248
0.44223833
0.46652257
""
0.645863
0.45365041
0.64149415
0.4643721
0.33792523
0.45085603
0.54458755
0.58246028
0.50632876
0.50264359
0.47476053
0.49507254
0.52728999
0.52473468
0.66994262
0.54898512
0.4983564
0.47807714
""
""
0.56096506
0.60557765
0.60366285
0.60086375
0.65894163
""
0.5350191
0.51017493
0.62567335
0.51403666
0.5436222
0.53868729
0.51443374
0.54835284
0.62038714
0.55659932
0.66659069
0.62428617
0.44816485
""
0.41619575
0.58854926
0.57659489
0.48581943
0.48619077
0.42781365
""
0.49625522
0.55720061
0.6438821
0.54726213
0.4578228
0.46810362
""
0.57679099
""
""
""
0.64833111
0.61973208
""
""
""
""
""
""
""
0.44080603
0.4686144
""
0.7476176
""
