kir_top20_other_female_p25_se
0.03992667
0.062122658
""
""
""
""
""
0.023297284
""
""
""
""
""
""
""
0.07163588
0.01725876
""
""
""
""
0.051102675
0.013666712
0.11612199
0.025740271
0.033630121
0.10368793
0.037603404
""
""
""
""
""
""
0.012289814
0.032324273
0.022265151
""
0.088405997
0.045693815
0.089441985
0.075979143
""
""
0.028008267
""
""
0.049924441
0.0084025506
""
0.041997921
0.071748413
""
""
""
""
0.032950528
0.07990931
0.085379839
""
0.073617183
0.091477178
0.032084465
0.031186467
""
""
""
""
""
0.015109445
0.08573889
""
""
""
0.03408831
""
""
0.041649643
0.0357197
0.027150126
0.088882893
""
""
0.050090522
0.13262615
""
""
""
0.14339614
0.074741013
""
""
""
""
""
0.13479024
0.094743662
0.027526166
0.03197813
0.056158312
""
""
0.13622808
0.0086363293
0.031942498
0.056225944
0.01363807
0.021571081
""
0.035199378
0.047841106
""
""
0.1147446
0.030397682
""
""
""
0.050373819
""
""
""
""
""
""
""
0.059282728
0.045043498
0.05664425
""
""
""
""
0.034337986
""
""
0.042719103
""
""
""
0.049995955
""
""
""
""
0.072917096
""
""
""
""
""
""
""
0.045223191
""
""
0.013511147
0.044652384
""
""
""
""
0.059183113
""
""
""
""
""
0.098745778
""
0.029114868
""
""
0.048715051
""
""
0.033645216
""
""
""
0.04468431
""
0.021091705
0.063977942
""
""
0.010297853
""
0.05862163
0.022476412
0.097938567
""
0.014832875
0.067613631
0.04067665
0.013019768
0.032029994
0.027462846
0.037625313
0.11129754
0.015738735
0.024071353
0.036195047
0.081692465
0.0056213811
0.031900991
0.034105737
0.037850894
0.047751267
0.021758866
""
""
0.019410174
0.040148214
0.043966752
0.01013881
0.02509363
""
0.010221435
0.0087643107
0.069489099
0.0096366005
0.0075697731
0.015912917
0.0147897
0.025760485
0.014528588
0.023306083
0.012394547
0.024922786
0.01925813
""
0.04249651
0.014627505
0.019790187
0.017919717
0.038478211
0.013652984
""
0.028531883
0.062466055
0.020111654
0.027887277
0.022978315
0.021035036
""
0.015663411
""
""
""
0.039490789
0.058768615
""
""
""
""
""
""
""
0.13983223
0.012765801
""
0.05305494
""
0.19029944
0.011170148
0.051602114
0.082986824
""
""
""
""
""
""
0.021445878
""
""
""
0.064234681
0.035798468
""
""
""
0.058475789
""
""
0.088893428
0.070102632
0.10677405
""
""
""
""
""
""
0.037719734
""
""
""
""
""
""
""
""
0.091101833
""
0.04100024
""
0.022547865
0.019466594
0.055738598
0.052586593
0.017059375
0.016556408
0.062718652
0.046022791
0.037785482
0.024401767
0.026431171
0.026291301
0.030920753
""
0.016047761
""
0.021325165
0.010078352
""
0.039734486
0.022134058
0.031603217
0.04662082
0.077494092
""
""
0.013570249
0.012341092
0.070062675
""
0.049802776
""
""
""
""
""
""
0.047708016
0.032626539
0.013342537
""
0.031192819
0.04040226
""
""
0.025183609
0.018214282
0.024493936
0.083913058
""
""
0.022883071
0.022295015
0.074528344
0.0113746
0.049078152
0.01903723
0.020094287
0.052447148
0.012052226
0.027293531
0.014130577
0.015732393
0.016982077
0.017122347
0.035388086
0.034599826
0.030130785
0.022948116
0.036008764
0.022910265
0.022795901
0.077608846
""
""
0.015498754
0.017033469
0.07833562
""
""
""
""
""
""
""
0.035382383
0.047626067
""
""
0.015141281
""
""
""
0.13853197
0.027665162
""
""
""
0.026778087
""
0.038952507
0.08661525
""
0.03404396
0.043994132
0.093138166
0.045299307
0.051103972
""
0.02595377
""
0.024524974
0.096363679
""
0.053040612
""
0.060631257
""
""
""
""
""
0.015154154
""
""
0.036189277
0.050605584
""
""
0.038586151
""
""
""
""
0.080234259
0.034015078
0.10890586
""
0.021799957
""
""
0.067066841
""
""
""
0.021521991
""
0.039451115
""
""
""
""
""
0.042185098
0.038356107
""
0.084400058
""
""
""
""
""
""
""
""
""
0.10523921
0.021489477
""
""
0.027918542
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030871637
0.046436023
""
""
0.036217522
""
""
""
""
0.022590907
""
""
""
""
""
0.021425156
0.053033784
""
""
""
0.058759127
""
""
""
""
""
""
""
""
""
0.024704648
""
""
""
""
0.057468846
""
""
""
""
0.014117863
0.077187069
0.08165694
""
""
""
""
""
""
0.043717898
""
""
""
""
0.0091427052
0.0042742477
0.016924784
0.011096623
0.022846347
""
0.049651444
""
""
0.074679479
""
""
0.035752919
0.036289711
""
""
""
0.027155017
""
0.053524055
""
""
""
0.016708488
""
""
""
""
""
""
0.04645947
0.048947409
0.063271217
""
""
""
""
0.039640773
0.05666614
""
""
0.079033606
""
0.097907178
""
0.053464897
""
""
0.012774423
""
""
0.12955748
""
0.080438808
""
""
""
0.041625891
""
""
""
""
0.065336965
0.0093221692
""
""
0.088180535
""
""
0.026094198
""
""
""
""
""
""
""
""
""
0.070725322
""
""
""
""
0.066125087
""
0.053977914
""
0.029297994
""
""
""
0.026432913
0.034180034
0.058965243
0.090756617
0.02661158
0.06376683
""
0.056009229
""
""
0.083668388
0.054122444
0.035579007
0.038249537
0.05944233
0.027555842
0.021127917
""
""
""
""
""
""
""
0.047252748
""
0.069336124
0.025152575
""
""
""
""
""
""
""
""
0.03629123
0.029056046
""
0.030619629
""
""
""
""
0.017622406
0.044237699
""
0.020462515
""
""
""
""
""
0.053976752
0.025601121
0.071692862
0.027353777
0.13468654
""
0.0172575
0.053781517
""
""
0.084807433
""
""
""
0.041208062
""
""
""
""
0.072504349
""
""
0.036428433
""
0.027604284
""
0.035771903
""
""
""
""
0.066757545
""
0.065167367
0.22078605
""
0.0549546
0.088525891
0.048599958
""
0.098011427
""
""
""
""
0.055295307
0.080040462
0.052530989
""
0.023483993
0.038077287
0.06861148
0.028761955
0.014821265
