hs_other_male_p75_se
""
0.060055096
""
""
""
""
""
0.074383914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.082658671
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034279082
""
""
""
""
""
""
""
0.053362183
""
""
""
0.12067567
""
0.047813371
""
""
""
""
""
""
""
0.083862513
""
""
""
""
""
""
""
""
""
""
0.029826794
""
""
""
""
0.071813591
""
""
""
""
""
""
""
""
0.047376502
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052700248
""
""
""
""
""
0.025419228
0.16591197
""
0.029411839
""
""
0.16654545
""
""
""
""
0.1295467
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088367581
""
""
""
""
""
0.091171511
""
""
""
""
""
0.13115634
""
""
""
0.014510201
""
""
0.079619229
""
""
0.017736733
""
0.064851038
0.040737949
""
0.070788808
""
""
0.038023993
0.093935512
""
""
0.009079108
0.10282084
0.029790794
""
0.1238198
0.1025703
""
""
0.015291059
0.050285209
0.11709017
0.015550046
0.036097914
""
0.018250246
0.019406976
""
0.016262943
0.013576943
0.012369837
0.032207772
0.049033374
0.018701652
0.029818641
0.012316168
0.051419925
0.11304516
""
""
0.029637871
0.035318907
0.044272218
0.084073253
""
""
0.055239387
""
0.028479351
0.024653131
0.12579004
0.064969145
""
0.033181675
""
""
""
0.02434109
""
""
""
""
""
""
""
""
""
0.050740059
""
0.073347591
""
""
0.030724013
""
""
""
""
""
""
""
""
0.04988201
""
""
""
""
0.03578965
""
""
""
0.12391139
""
""
""
""
""
""
""
""
""
""
""
0.065093733
""
""
""
""
""
""
""
""
""
""
0.030960159
""
0.040637881
0.049731176
0.11490157
0.032641996
0.037074022
0.065072268
""
""
0.086991683
0.066148698
0.070565708
0.075030871
0.097067885
""
0.12102188
""
0.06829273
0.045946851
""
""
""
0.073230468
0.12324863
""
""
""
0.056771625
0.065516032
""
""
""
""
""
""
""
""
""
0.085535981
""
0.033568285
""
""
""
""
""
0.17649734
0.052064203
