staytract_hisp_female_p25_se
0.045840997
0.051039346
""
""
0.070236675
""
""
0.043358542
""
""
0.10412213
""
""
""
""
0.048373885
0.11481973
""
""
""
""
0.066052377
0.044579193
""
0.074603863
0.095558599
""
0.07316798
""
0.09059801
0.13919982
""
""
""
0.035449106
0.10193552
0.025348628
""
0.069755681
""
0.080658898
0.075167157
""
""
0.030345542
""
""
0.056205444
0.030583585
""
0.036162667
0.043099221
""
""
""
""
0.033397995
0.10698694
0.060920313
""
0.073103361
0.14633077
0.060069326
0.087874323
""
""
""
""
""
0.017219843
""
""
""
""
0.032931089
""
""
0.057484787
0.070111997
0.079346992
0.11764296
""
""
0.052308679
""
""
""
""
""
""
""
""
""
""
""
""
0.050361853
0.013498873
0.021623181
0.032494444
0.031399712
0.053434741
0.049356118
0.0032021878
0.017096747
0.035088193
0.0052411272
0.014003708
0.015201797
0.020671856
0.0098543977
""
0.096216373
0.11095893
0.022649391
0.11956576
""
""
0.073844403
0.15537718
0.092420779
""
0.12257309
""
""
0.10515884
0.062654354
0.058934469
0.083858684
""
""
0.10374746
""
0.061936453
0.07124985
""
0.045512404
""
0.098334409
0.086850598
0.10179942
0.10869572
0.085884795
""
""
0.056589063
0.066432461
""
""
""
""
""
0.12170131
0.081478313
""
""
0.050720524
0.040058155
""
""
""
""
0.11790004
""
""
""
""
0.09659677
0.064833067
""
0.026407715
""
0.14921077
0.047976907
0.071169898
""
0.032665003
0.065346852
0.073717915
""
0.094753049
""
0.02783603
0.066729791
""
0.074831553
0.0051068095
""
0.045029949
0.016583921
0.027277013
0.040925812
0.0063910307
0.052306056
0.02170595
0.0047452743
0.039369036
0.034271441
0.0086466009
0.058602422
0.0053961459
0.012747291
0.039315466
0.028888084
0.0016538295
0.012444788
0.02078343
0.040347464
0.02860919
0.0089817112
0.089616373
""
0.0068149865
0.016984394
0.019106364
0.0036777514
0.014352036
0.082758337
0.0035708125
0.0056190798
0.015504828
0.0033483354
0.0033881355
0.0094796289
0.0062196897
0.013752811
0.0074229771
0.0083410824
0.0043859971
0.010988757
0.01940088
""
0.039018612
0.0085906014
0.010661949
0.0067381901
0.018158432
0.030846287
""
0.0070230141
0.041271731
0.0058743227
0.014041941
0.022083536
0.0078215096
0.036492933
0.0093805445
0.079846531
""
0.069657072
0.015434003
0.0343844
0.067818142
""
""
0.053559676
0.11482492
0.092959732
""
0.039112031
0.0062178401
""
0.024184769
0.06107768
0.065151908
0.0089451559
0.036228921
0.038001452
""
""
0.1419884
""
0.061660051
""
0.0082498202
""
0.092686892
0.06710887
0.036544815
0.015445833
0.035618413
""
0.05247004
0.02162773
""
0.077333823
0.055286042
0.042810652
0.03295273
0.033992086
""
0.079288095
0.11875687
0.13731267
0.04499099
0.010611998
0.13033435
0.03988843
""
0.094482474
""
""
""
""
0.040555272
0.071349956
0.01201985
0.098877355
0.0087331422
0.0078606978
0.029281871
0.028409831
0.0099574756
0.021363197
0.046441101
0.03586372
0.036379546
0.016101936
0.037845138
0.014205886
0.019045476
""
0.0258015
0.067201287
0.012073473
0.0045201778
0.14633824
0.025850745
0.029552834
0.021203423
0.016055429
0.048826121
0.053005148
""
0.012181976
0.022267209
0.031494562
""
0.070370637
0.12289599
0.11269037
""
""
0.046482664
0.032720797
0.023081355
0.02737323
0.0058177495
""
0.031062214
0.04193107
0.12151968
""
0.020577718
