kir_native_natam_female_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30474651
""
""
""
0.34561992
""
""
""
""
0.4359268
""
""
""
0.41649818
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34511322
0.32524702
""
""
0.48666266
0.21074177
""
""
0.39427078
0.25943261
""
""
0.3274565
""
0.56185293
0.33997262
0.20181407
0.35986936
""
0.15963861
""
""
""
""
""
""
0.37242502
0.34198678
""
0.31589773
0.26370668
0.22713606
""
0.27605566
0.3145633
0.37600386
0.31350428
0.29594019
0.34911641
""
0.33179259
0.42796546
""
""
""
0.29181907
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36310101
""
""
""
""
""
0.27844912
""
""
""
""
""
0.30742228
""
""
""
0.30771905
""
""
0.34668276
""
""
0.49357262
""
""
0.19651645
""
0.34309125
0.19118218
0.34894821
0.20396787
0.47847661
""
""
0.32288581
""
""
""
0.34383193
""
""
""
""
""
""
0.23441511
""
""
0.38022104
0.33695889
""
0.21151103
0.37744543
""
0.22301883
""
""
""
0.31105635
""
0.25083202
""
""
-0.17330365
0.45780149
0.36550102
""
""
""
0.18550007
""
0.56333542
""
""
0.39961302
""
0.39391926
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25741327
""
""
""
""
0.32374451
""
""
""
""
""
""
""
""
0.31712186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35665545
""
""
""
""
""
""
""
""
""
""
""
0.51713115
""
""
""
""
""
""
""
""
0.33507732
0.39587229
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2226503
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28774962
""
""
0.30308554
""
0.30944383
""
""
0.27631408
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38084438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
