par_rank_natam_female_mean
0.40431389
0.31158531
""
0.38294283
0.50184256
""
0.43710068
""
""
0.47073719
0.39551225
0.47928253
""
0.28869328
0.46030849
""
0.34649989
0.43773231
""
0.33704975
0.35330921
0.35348022
0.42765397
0.39442703
0.44859865
0.36365485
0.39668611
0.39484057
0.48093677
""
""
0.49568504
0.57195538
0.49436918
0.35662684
0.3816866
0.29406065
""
""
""
0.3450644
""
""
""
""
""
0.42104384
0.36223626
0.49138916
0.43818063
0.43315911
0.35685256
0.41276869
""
""
0.44711626
""
0.43352759
""
""
""
0.49416044
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42045388
""
""
""
0.58281374
0.52152145
""
""
0.37267083
0.5677591
0.47849819
0.42920372
""
""
0.42434824
""
""
0.39138433
0.4209896
0.44113946
0.37508926
0.41437238
0.42618176
0.43340394
0.4736501
0.41120815
0.44555104
0.41659486
0.48767114
0.48279631
0.39972299
0.48860189
0.32605511
0.44880268
""
0.42181093
0.50351185
0.43500277
""
""
""
0.42177993
""
""
0.37233356
""
0.45441037
0.47508436
""
""
""
0.53636187
""
""
""
0.41580334
""
0.49696702
0.46042144
""
""
0.4755964
0.40578958
""
""
""
""
0.46133631
0.32143494
""
""
0.50880229
0.49252841
0.54939622
""
0.45988268
0.42386651
0.34811583
0.44227079
""
""
""
""
0.61864698
0.49100012
""
0.60668373
0.46407956
0.40591583
0.40051344
0.57155395
0.55881792
0.54017717
0.62801856
0.49980506
0.37068203
0.40490457
0.45323741
0.48960307
0.43680429
0.46432853
0.35440838
0.45852923
0.42446664
""
""
0.48944062
""
""
0.48257172
""
""
0.36954382
0.45980033
""
""
""
0.48420158
""
0.47931471
""
0.46939322
0.40490818
0.42775235
0.50473762
0.48429954
0.5552358
0.53602719
""
0.4151518
0.43981826
""
0.46581787
""
""
0.51231897
0.42168677
0.46704781
0.47397345
""
0.48496446
""
""
0.40247419
""
0.46939006
0.37682638
""
""
0.49203312
0.38755053
0.36561751
0.43139338
""
""
""
""
""
0.35619137
""
""
""
""
0.44694734
0.39232975
""
""
""
0.45568088
""
""
0.4950844
0.48742318
0.38622174
""
0.4824641
0.43784219
""
0.47000095
""
0.49466634
""
0.49277416
