comcoll_pooled_female_mean_se
0.0099930139
0.014432638
0.030005954
0.0086668935
0.010616986
0.025346026
0.0073115584
0.027181791
0.031849384
0.012072813
0.011428468
0.0062112166
0.031032957
0.019999908
0.011861176
0.036876779
0.043420661
0.01264113
0.035204876
0.024779376
0.0096777109
0.008884266
0.01252176
0.015986297
0.0063308901
0.03004826
0.015154798
0.0099871103
0.0063050943
0.021743495
0.018905224
0.015034318
0.0070016002
0.0088870097
0.018976957
0.010383541
0.022914631
0.017949255
0.033127055
0.032288868
0.0096686678
0.022157732
0.031859197
0.046233237
0.027808834
0.022931112
0.006087529
0.012743579
0.0081429789
0.015113492
0.011242894
0.0097037051
0.013313432
0.04157922
0.037304889
0.0091907922
0.025191151
0.035438687
0.042117905
0.016373713
0.023144407
0.0086947298
0.031156944
0.02126977
0.020528398
0.0214699
0.035101008
0.02761445
0.025164841
0.021544587
0.023785846
0.02018198
0.017749941
0.014990489
0.021930248
0.031758271
0.01616006
0.019708851
0.028106837
0.0066824513
0.01837126
0.017081819
0.021698443
0.016133331
0.0062695802
0.01850689
0.017007073
0.013493925
0.0098182559
0.012700383
0.014813752
0.022971975
0.021931216
0.010350203
0.023076082
0.036344413
0.016083974
0.011212232
0.0049542426
0.0093854498
0.0088973315
0.0041559748
0.0064122751
0.0094110025
0.0093489066
0.0056996322
0.01009684
0.0066982554
0.02090165
0.012626324
0.013817515
0.014118615
0.0083357748
0.028752888
0.0091622183
0.0078153973
0.0096264118
0.031013094
0.041266691
0.034121819
0.015202489
0.022355715
0.025682505
0.019654509
0.022782998
0.011267673
0.011668237
0.023679579
0.026991569
0.024947474
0.0039762952
0.019032571
0.016092472
0.023570191
0.014537157
0.018551949
0.010115204
0.012246723
0.029654669
0.019649394
0.011813489
0.015560731
0.036196455
0.02832203
0.016449662
0.029170379
0.011958023
0.018369624
0.022875287
0.022859246
0.019025313
0.0070327898
0.014323429
0.030351494
0.0086836843
0.0092903636
0.026344763
0.010809043
0.022694446
0.018194631
0.04663299
0.02888382
0.012901369
0.0045461887
0.035166319
0.0032819505
0.015311442
0.0154077
0.024463635
0.010155316
0.0029689104
0.0087275915
0.013777793
0.0074828789
0.014258639
0.021134535
0.0084970063
0.0053052609
0.014601745
0.017534548
0.017392099
0.016378514
0.0058119744
0.018043134
0.017986272
0.0048126145
0.031131603
0.015526322
0.0096638352
0.033087101
0.023362659
0.013704962
0.0063438248
0.027574638
0.024313396
0.014898593
0.011311677
0.010428761
0.0068206573
0.017530916
0.0075504985
0.009247561
0.015371275
0.013561952
0.0098174643
0.0080290856
0.005633567
0.015980719
0.012585931
0.010611844
0.012957826
0.010084375
0.023737647
0.02519035
0.0076428275
0.0074749929
0.009377257
0.0041620373
0.014324961
0.013568843
0.018868754
0.014117102
0.013931791
0.017941672
0.0053550182
0.010977811
0.01063983
0.008643358
0.0039512278
0.0071054022
0.007121495
0.011598597
0.03038493
0.013882291
0.035254043
0.019388728
0.030390428
0.012555747
0.044486303
0.019250173
0.012606665
0.017732004
0.01767521
0.010392609
0.017610511
0.020246625
