kfr_natam_pooled_p25_se
0.031531136
0.033767674
""
0.023566047
0.029761337
""
0.016417995
""
""
0.046644978
0.030955421
0.014380313
""
0.053030293
0.036539279
""
0.014296577
0.032053296
0.048655935
0.020682793
0.017257584
0.0041367486
0.020230737
0.034786787
0.018196896
0.035419557
0.027258128
0.023367161
0.017032543
""
0.068961747
0.056536276
0.022130148
0.02645258
0.021720478
0.025810303
0.041394766
0.054729417
""
""
0.021246372
0.045790806
""
""
""
""
0.015546408
0.012619524
0.029809603
0.02828729
0.024908137
0.030122159
0.042771287
""
""
0.026856039
""
0.036273565
""
0.036432151
0.08263129
0.02007716
""
0.058880974
0.088767901
0.063937493
""
""
""
""
""
""
""
0.078529269
0.049919911
""
0.05327969
0.052089095
""
0.021841472
0.044947375
0.046747513
""
0.048271105
0.018288327
0.059961233
0.047972236
0.030462585
0.017299004
0.028509894
0.048693907
""
0.059990633
0.030020081
""
""
0.050749734
0.027741775
0.013242801
0.023805458
0.022420185
0.015276571
0.020307496
0.030502705
0.025249146
0.016816027
0.027312949
0.018717647
0.047434229
0.031142429
0.034295075
0.037797913
0.025841644
""
0.020891191
0.024566237
0.027441863
""
""
""
0.047907438
""
""
0.038531899
""
0.036564037
0.04440796
""
""
""
0.014256758
0.062335454
0.051117767
""
0.043220017
0.059743248
0.029789293
0.031288944
""
0.063283317
0.028437477
0.035888035
""
""
0.051695358
""
0.036199577
0.010984769
""
0.058169559
0.048776414
0.023984276
0.050715283
""
0.016182601
0.017653421
0.034199703
0.039263792
0.061793514
0.08419726
""
""
0.05080118
0.013553774
""
0.013484038
0.021879673
0.027540151
0.012165753
0.038168181
0.010231351
0.024888283
0.032138046
0.024112467
0.03718552
0.039185766
0.024143917
0.015388767
0.024135681
0.022705542
0.04616705
0.048704315
0.021885861
""
""
0.019107228
""
""
0.045486361
""
""
0.043589726
0.024837663
""
""
0.070041426
0.04690985
0.056285817
0.022379285
""
0.024954924
0.02932049
0.045266237
0.051050283
0.040104944
0.032804139
0.023180094
0.085067637
0.047138859
0.048648741
0.048397377
0.036344755
""
""
0.033626672
0.027548162
0.033027153
0.018460605
0.057955846
0.043409191
""
""
0.039310891
""
0.018516149
0.0379172
0.062843725
0.072498105
0.024609692
0.034688275
0.025834668
0.040824015
""
0.054452855
""
0.061310984
""
0.053446937
""
""
0.043779209
""
0.050084818
0.049528003
""
""
0.065926336
0.016093867
0.060328841
0.050492521
0.012252215
0.053760055
0.021858662
""
0.030044036
0.022899387
""
0.032229472
""
0.041338883
0.065855563
0.041700207
0.035336327
0.031255331
0.030981487
0.0094609577
0.040367436
0.017055867
0.013878106
0.038997199
0.029700572
0.059481084
""
0.027338147
0.033892475
0.032667261
0.0258439
0.03299471
0.055549756
0.052566547
0.016327482
""
""
0.01569131
0.02402072
0.074871637
0.041191753
0.016596278
0.055742674
0.020507721
0.026346281
0.076376565
0.028209519
0.015525146
0.026306529
""
0.070050329
0.049312748
0.064646572
0.018231314
0.0066617648
0.030732913
0.013121752
0.039881326
""
""
""
0.035192728
0.058526028
""
0.057860091
0.051712114
0.065265514
0.054420263
0.017484529
0.012872278
0.014479953
0.02188856
0.023688003
0.027619068
""
0.027966021
0.067092888
0.062803201
""
0.075252578
0.043183915
0.062880881
0.066233508
0.039132543
""
0.03792892
0.024424624
0.012201593
0.075852804
0.012350318
0.036252085
0.034574509
0.06613142
0.016783647
""
""
0.049716957
0.043023508
0.049666554
0.044619497
0.043994933
0.040796135
0.05605543
0.053332854
0.082678452
0.067660764
0.056167688
""
0.06791763
0.052970409
""
0.051083993
0.056014724
0.039495882
0.037625317
0.057301562
0.010872968
""
0.05165258
""
""
""
""
""
""
""
0.012361824
""
""
""
0.01322272
""
0.013126978
0.025235832
""
""
""
""
""
""
0.018244555
""
0.037927456
""
0.052546538
0.026585059
0.038525786
0.026652563
""
0.012362886
0.025211893
""
0.013709647
0.015801486
0.023467539
0.02466625
0.0088107865
0.050403252
""
0.018555829
0.015937312
""
0.047279038
""
0.042323217
0.05909954
""
""
""
0.030156467
0.030730918
0.029766308
0.048292302
0.019454436
0.018221932
""
0.021639813
""
0.040972907
0.040828194
""
0.053026814
""
""
""
""
0.026441151
""
""
""
0.0073226723
0.014949225
0.043427248
""
0.013608296
0.022780126
0.032628812
""
0.011331236
0.042385262
0.0527048
""
""
0.047950219
0.015999954
0.017566783
0.01828618
