hours_wk_black_pooled_p25_se
2.8193393
2.6456621
2.1962504
""
""
3.5988321
2.4732492
1.8320004
2.2018478
""
""
3.8345995
2.763653
""
""
2.9680867
3.2910528
3.9865792
""
3.2429936
""
""
2.2775741
1.7752482
""
2.7223303
3.0578427
2.1572871
""
""
4.7075448
2.8837323
2.9575536
3.0501828
1.2266498
""
0.57583326
""
3.2890325
4.4332247
1.9418601
3.1524727
2.5185361
2.0521457
1.3953154
2.5514748
""
""
0.75383073
3.2792788
0.88533175
2.3663511
2.0727687
2.7354698
2.5740056
""
2.301738
4.8645215
3.6903582
3.1792145
1.7909303
2.5535893
1.3454823
4.3781185
4.3134508
3.459249
""
""
""
2.6111922
""
""
""
""
3.4281111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.0431442
""
""
""
""
""
0.95895624
""
""
1.9612553
""
""
""
""
3.1709414
3.7857771
""
""
""
4.4972115
""
""
2.7801955
4.3686285
""
""
""
3.3930488
""
3.5291779
""
1.744079
4.6388965
""
3.0604005
4.609221
2.904995
""
""
3.5878267
""
""
3.6647754
4.3232517
3.0453088
""
""
""
1.3399905
""
""
""
3.739851
4.3292179
""
""
2.958899
""
""
2.4533191
2.0560002
4.0582442
""
3.930687
""
2.6281712
""
2.2681096
""
""
""
""
""
0.86711442
""
2.5248694
""
""
""
3.2563384
""
""
""
2.4851418
""
""
""
""
""
0.8200959
""
""
""
""
""
1.2264466
""
""
1.5555562
""
""
""
""
1.8365654
4.3320303
""
""
0.37298259
""
4.6453214
""
""
3.2618778
""
""
3.243551
""
""
1.6802001
""
""
1.1806426
0.96534896
""
0.83533162
0.95414788
1.459978
1.756605
""
1.9755425
3.7530077
1.6466115
""
""
""
""
1.4822122
3.8268423
3.2328937
""
""
""
4.3335414
""
2.9321368
""
""
2.4191334
""
1.6109508
""
""
""
""
""
""
""
""
""
""
""
""
""
1.202764
""
""
""
""
1.714554
""
""
""
""
""
""
""
""
3.995168
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1512403
1.1852926
""
5.0410666
1.2896395
3.2205946
""
""
1.7019861
0.96030986
1.7446069
0.5257746
1.6398698
""
1.8899871
""
1.6730814
0.55023265
""
3.1404116
""
2.9244759
2.7611752
3.1332846
""
""
0.70365959
1.1891966
4.3398032
""
1.770979
""
""
""
""
""
4.8794241
3.3492856
3.1309607
0.76759684
""
3.2266171
2.511574
