kfr_imm_pooled_male_n
27.0
52.0
""
""
""
""
""
88.0
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
105.0
""
23.0
45.0
""
""
""
""
""
""
""
""
69.0
""
176.0
""
""
""
70.0
21.0
""
""
253.0
""
""
32.0
144.0
""
114.0
26.0
""
""
""
""
""
""
60.0
""
""
""
37.0
""
""
""
""
""
""
450.0
""
""
""
""
118.0
""
""
38.0
29.0
22.0
31.0
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
273.0
82.0
20.0
""
""
28.0
4137.0
122.0
28.0
1411.0
158.0
258.0
95.0
647.0
""
""
""
127.0
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
33.0
""
""
32.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
190.0
""
""
28.0
""
""
107.0
""
""
""
20.0
""
113.0
""
""
""
4461.0
""
""
227.0
""
35.0
2705.0
""
141.0
2051.0
55.0
77.0
1163.0
""
1887.0
356.0
29.0
""
42436.0
302.0
433.0
""
74.0
745.0
""
""
1537.0
306.0
44.0
9898.0
304.0
""
4876.0
2724.0
188.0
5375.0
8338.0
2922.0
1727.0
273.0
3114.0
966.0
6220.0
620.0
126.0
""
24.0
1474.0
715.0
1280.0
246.0
82.0
""
1171.0
26.0
2532.0
398.0
139.0
569.0
""
863.0
""
""
""
268.0
49.0
""
""
""
""
""
""
""
""
852.0
""
174.0
""
""
831.0
23.0
35.0
""
""
""
""
""
""
504.0
""
""
""
26.0
141.0
""
""
""
61.0
""
""
""
""
44.0
""
""
""
""
""
""
90.0
""
""
""
""
""
""
""
""
""
""
191.0
""
1891.0
1828.0
167.0
149.0
1218.0
266.0
125.0
108.0
98.0
458.0
89.0
717.0
205.0
""
148.0
""
615.0
4792.0
""
151.0
60.0
190.0
351.0
25.0
22.0
""
889.0
280.0
88.0
""
33.0
""
""
""
""
""
64.0
135.0
100.0
1828.0
""
87.0
""
""
""
207.0
510.0
165.0
25.0
""
""
286.0
211.0
106.0
11480.0
130.0
37.0
333.0
27.0
2428.0
669.0
2252.0
353.0
938.0
552.0
23.0
131.0
304.0
146.0
312.0
872.0
""
""
""
""
503.0
""
24.0
""
""
""
""
""
""
""
39.0
31.0
""
""
61.0
""
""
""
24.0
""
""
""
""
56.0
""
35.0
""
""
150.0
59.0
""
110.0
76.0
""
359.0
""
703.0
""
""
162.0
""
50.0
""
""
""
""
""
947.0
""
""
35.0
72.0
""
""
""
""
""
""
""
144.0
37.0
87.0
""
656.0
""
""
21.0
21.0
""
""
1057.0
30.0
149.0
""
""
20.0
""
""
125.0
108.0
""
22.0
""
""
""
""
""
""
""
""
""
""
148.0
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
243.0
31.0
23.0
""
47.0
""
""
""
""
""
""
""
""
""
""
207.0
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
91.0
""
""
""
""
198.0
3057.0
99.0
309.0
208.0
""
52.0
""
""
61.0
""
""
""
87.0
""
""
""
166.0
""
27.0
""
""
""
49.0
""
""
""
""
""
""
26.0
65.0
29.0
""
""
""
20.0
31.0
""
""
""
""
""
""
""
71.0
""
""
22.0
""
""
53.0
""
24.0
""
""
""
161.0
""
""
""
""
20.0
12035.0
""
""
52.0
""
""
2057.0
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
25.0
27.0
26.0
""
""
""
""
""
788.0
40.0
70.0
""
1445.0
65.0
""
""
""
""
""
261.0
64.0
35.0
""
103.0
""
""
""
""
""
""
""
""
""
""
43.0
104.0
""
""
""
""
""
""
""
""
129.0
168.0
""
74.0
""
""
""
""
20.0
42.0
""
29.0
""
""
""
""
""
27.0
716.0
""
238.0
""
""
206.0
34.0
""
""
""
""
""
22.0
34.0
""
""
""
""
""
""
""
34.0
""
105.0
""
28.0
""
""
""
""
27.0
""
140.0
""
""
45.0
""
39.0
""
""
""
""
""
""
41.0
""
35.0
""
543.0
63.0
""
34.0
411.0
24.0
""
""
51.0
""
""
""
23.0
""
""
""
""
""
""
80.0
""
""
""
""
""
""
163.0
""
""
""
""
""
""
""
101.0
""
""
36.0
""
36.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
91.0
""
""
""
""
""
""
24.0
""
""
""
""
""
50.0
""
""
""
""
""
""
297.0
40.0
""
""
""
106.0
""
""
68.0
""
""
""
""
""
28.0
""
""
""
""
""
95.0
""
""
""
""
""
""
28.0
""
""
32.0
""
""
""
""
""
""
""
""
""
23.0
""
""
22.0
""
61.0
""
""
""
""
108.0
69.0
""
108.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
413.0
""
""
""
""
""
93.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
94.0
""
""
""
37.0
""
453.0
67.0
84.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
154.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
159.0
""
""
""
""
""
""
""
""
""
""
""
""
206.0
""
""
""
""
""
""
""
""
415.0
20.0
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
22.0
""
""
31.0
""
95.0
102.0
54.0
""
""
""
""
""
""
242.0
""
""
""
""
""
28.0
""
""
645.0
""
62.0
29.0
""
""
35.0
""
""
""
349.0
37.0
""
""
72.0
""
""
""
40.0
34.0
""
""
""
""
""
25.0
126.0
25.0
""
39.0
""
35.0
135.0
""
""
""
""
""
""
61.0
124.0
160.0
""
23.0
56.0
""
""
23.0
87.0
""
26.0
28.0
21.0
49.0
113.0
""
526.0
802.0
55.0
""
85.0
42.0
117.0
""
187.0
""
223.0
481.0
""
3194.0
1756.0
25.0
67.0
""
20.0
63.0
59.0
""
356.0
124.0
69.0
1136.0
""
1211.0
70.0
812.0
139.0
2302.0
""
972.0
478.0
1911.0
896.0
""
""
65.0
""
""
""
""
25.0
32.0
""
151.0
""
57.0
37.0
""
""
25.0
""
26.0
""
""
""
70.0
""
169.0
""
""
38.0
""
""
""
""
272.0
27.0
""
""
32.0
56.0
154.0
""
450.0
""
""
55.0
""
49.0
82.0
""
""
1085.0
""
33.0
""
""
""
56.0
""
69.0
24.0
""
45.0
30.0
1769.0
""
""
""
""
""
""
175.0
""
""
85.0
84.0
37.0
31.0
""
37.0
30.0
56.0
314.0
1896.0
""
""
235.0
23.0
""
""
""
26.0
""
""
46.0
""
""
""
38.0
""
""
""
24.0
289.0
""
""
""
""
20.0
""
""
1141.0
""
""
""
""
""
""
34.0
""
21.0
""
""
""
""
""
20.0
24.0
""
""
""
""
""
""
21.0
""
""
41.0
""
117.0
44.0
""
""
""
21.0
""
655.0
""
""
""
43.0
""
22.0
87.0
60.0
34.0
""
58.0
""
""
""
""
""
""
""
""
164.0
""
""
35.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
20.0
""
""
""
""
20.0
195.0
70.0
""
""
""
""
64.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
38.0
""
""
""
""
20.0
""
""
42.0
""
""
25.0
""
115.0
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
398.0
37.0
70.0
36.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
35.0
""
""
58.0
""
90.0
""
""
""
""
""
""
135.0
""
""
""
709.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
205.0
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
45.0
34.0
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
41.0
""
35.0
""
""
""
321.0
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
191.0
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
187.0
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
2797.0
21.0
47.0
""
""
22.0
""
""
30.0
""
21.0
""
""
521.0
""
69.0
""
""
35.0
35.0
45.0
349.0
78.0
203.0
81.0
""
406.0
2869.0
624.0
802.0
48.0
220.0
2407.0
223.0
2718.0
128.0
667.0
2639.0
1054.0
1012.0
482.0
1690.0
35.0
717.0
164.0
