kfr_stycz_black_male_p1
0.19073638
0.22052908
""
0.1859221
0.19587673
0.1796995
0.20166433
0.17286482
0.11949267
0.22637777
0.22126675
0.20778786
""
0.18954076
0.21411148
""
""
0.19076851
""
0.22273721
0.21058668
0.18900585
0.19460358
0.20446511
0.21130162
0.18323502
0.2384675
0.19763833
0.20821539
0.22720207
0.18997046
0.21951172
0.21379486
0.22431029
0.21376806
0.19947536
0.24235497
0.20159553
0.25453889
0.21776199
0.20537029
0.22546054
0.24639255
0.18359406
0.23980306
0.22116129
0.22883695
0.22982024
0.24103199
0.22343227
0.24361981
0.25246868
0.20673335
0.18623354
0.21990116
0.2286282
0.18951114
0.1656348
0.23290002
0.20030884
0.21389799
0.20121619
0.25424936
0.20345384
0.10210281
0.14399219
""
0.10610815
0.26234901
0.22934566
0.20984694
0.18290296
0.19123849
0.22166897
0.215716
0.1413607
0.20688376
0.21585409
0.23187894
0.19383734
0.19118546
0.22907425
0.2454451
0.2116272
0.21486755
0.23517238
0.2371105
0.21325211
0.22467712
0.19982794
0.23760237
0.20666446
0.24874035
0.21275461
""
""
0.22709163
0.19132049
0.18796743
0.20746027
0.206707
0.23892315
0.24281725
0.21741688
0.18243197
0.21523364
0.19904356
0.21547106
0.20197299
0.20936455
0.18669352
0.21265027
0.22226982
0.20745389
0.23535524
0.22930916
0.22684045
0.19548401
0.22811754
0.21092372
0.18356639
0.21718405
0.23367238
0.25620678
0.20874116
0.22029503
0.19921994
0.21241944
0.22045586
0.24001609
0.22304831
0.20170386
0.22203638
0.24352385
0.2419861
0.24002619
0.23879035
0.20444009
0.21442708
0.21678278
0.19948499
0.23070192
0.23055401
0.21890591
0.2000611
0.2128285
0.19242798
0.2067135
0.21156502
0.19955908
0.2502718
0.21646364
0.21382487
0.25137642
0.20248248
0.23012267
0.22763403
0.20146015
0.22625074
0.25517944
0.26038742
0.22163382
0.23259158
0.2297159
0.24969241
0.27860636
0.11762314
""
""
0.19948645
0.21447894
0.20433395
0.14096898
0.18756218
-0.0044442643
""
0.19326448
0.19040817
0.18367556
""
""
""
0.20122783
0.15812367
0.17974652
0.1915219
0.25321949
0.29913789
0.21681532
0.26884404
0.12752987
0.2564961
0.21813284
""
0.23630038
0.19942835
0.28090766
0.20112482
0.20095232
0.35736924
0.19953075
0.21543913
0.12885234
0.23811002
0.20464911
0.21395393
0.21776237
0.23524828
0.25696942
0.19685006
0.20205304
0.20966603
""
0.20456202
0.24106924
0.16383313
0.19842772
0.19560114
0.24472272
0.23736016
0.26586449
0.25801083
0.21620558
0.251138
0.20393515
0.16553818
0.27455935
0.2439056
0.21377003
0.1862722
0.19845657
0.20346719
""
0.14610687
""
0.25659201
""
0.18982331
""
0.29943249
0.24404444
0.34135577
0.22402522
0.24148279
0.18881103
0.23868909
0.22006038
0.193067
0.24349192
0.19605751
0.21462636
0.20560092
0.5290283
""
0.27332208
0.405123
0.19253764
0.20371711
0.32418734
0.25018772
0.16662544
0.2632297
0.2032288
0.19509903
0.23523007
0.28876099
0.23175468
0.26851285
0.22494049
0.20892215
0.22639662
