work_32_hisp_pooled_p100
0.76636928
0.76056641
0.7945658
0.78695494
0.79680824
0.79442656
0.771896
0.74931729
0.89009422
0.797131
0.74595428
0.771415
0.79577416
0.77078342
0.79240286
0.68854874
0.74979573
0.7837829
0.65830106
0.83582771
0.79237133
0.81012321
0.75876576
0.8441146
0.77433193
0.78914654
0.76434642
0.79574704
0.80946398
0.77042955
0.73073208
0.80989772
0.80217564
0.81794417
0.78950697
0.76294553
0.82593054
0.82221699
0.7020576
0.83811295
0.82896489
0.73479015
0.78488594
""
0.6756857
0.77995253
0.79976296
0.79311043
0.79212314
0.83713144
0.81548959
0.7481038
0.72052032
0.93106884
0.92257929
0.76634693
0.7810998
0.7292918
0.84116769
0.82199687
0.77971327
0.77755159
0.94812781
0.77250606
0.70899957
0.82267368
""
0.82010192
0.74947417
0.84332001
0.76616853
0.76809663
0.79883927
0.81391323
0.83812505
0.8325811
0.79836076
0.65688145
0.72228181
0.79033113
0.79247528
0.72953498
0.78867048
0.7455374
0.77660644
0.75726938
0.69502944
0.80073613
0.78758425
0.72230387
0.78686684
0.64925081
0.68357325
0.80500633
0.73069537
0.77052307
0.80464399
0.82732868
0.80677897
0.79944986
0.81185925
0.80733514
0.8023929
0.79693419
0.79732186
0.80922168
0.78989637
0.79141706
0.80186117
0.81337339
0.81362349
0.81860036
0.81580615
0.63783085
0.76949328
0.80330753
0.78888243
0.82143694
0.97445834
0.82349527
0.82880521
0.79914558
0.78919441
0.8569743
0.71908605
0.79058963
0.79232836
0.82918417
0.72413802
0.87883115
0.77273363
0.75655073
0.7670306
0.70953017
0.76429379
0.79088199
0.8052488
0.78501433
0.84999222
0.73236245
0.80079961
0.83826846
0.63226855
0.77995831
0.80053097
0.75345266
0.80250376
0.80163556
0.78398287
0.83584654
0.77469116
0.75068432
0.82127935
0.78685969
0.78589118
0.76273638
0.9043721
0.80950236
0.78060234
0.76238257
""
0.77816236
0.82396549
0.79535502
0.78069854
0.82373077
0.75634253
0.84085488
0.81522077
0.80152339
0.76848578
0.81027132
0.77628469
0.79508764
0.75041568
0.76264948
0.81071395
0.79952449
0.75768661
0.82122821
0.77086985
0.78667837
0.80596137
0.71728003
0.82618874
0.8132937
0.79904205
0.79890841
0.82219905
0.88339257
0.69848084
0.80357569
0.80148745
0.88591778
0.80199373
0.72404206
0.82348406
0.86169291
0.79614455
0.82560343
0.81983435
0.80893648
0.84378141
0.805282
0.78442174
0.80734223
0.80257064
0.79634178
0.78667045
0.83918124
0.77397192
0.81190205
0.79951417
0.83643305
0.81394792
0.79674381
0.80163348
0.81009215
0.81440544
0.87742609
0.77334791
0.78422731
0.73032415
0.85447079
0.79314172
0.80524749
0.78859746
0.74550354
0.80548745
0.76669437
0.81607723
0.79232788
0.6929422
0.81566477
0.9371019
0.80826455
0.63598418
0.80065876
0.86828405
0.6588183
0.77200103
0.83164585
0.816953
0.77220899
0.87249058
0.75422335
0.78712052
0.81993234
0.77425712
0.82312161
0.8120538
0.80433261
0.75237036
0.73561543
0.82803398
0.8501482
0.80979824
0.81859577
0.77487963
0.79864943
0.7459451
0.82468891
0.80474645
0.80119091
0.81209689
0.79598981
0.81384408
0.81969225
0.7868256
0.8115477
0.83311653
0.75135756
0.77882224
0.76657933
0.76242
0.75879544
0.77014869
0.76720226
0.78137815
0.77270317
0.8143577
""
""
0.81416678
0.78819937
0.7446956
0.78958523
0.81403559
0.76784652
0.81525809
0.8206526
0.92810845
0.71612728
0.77163965
0.78696835
0.88230091
0.78946477
0.81196713
0.8108663
0.8222568
0.83544165
0.64966899
0.83609176
0.82192785
0.83604604
0.80149186
0.90791559
0.83330601
0.80520153
0.86560482
0.87102526
0.80722928
0.83664542
0.85111058
0.82669282
0.80523449
0.73365939
0.80218029
0.84955007
0.84122217
0.84760892
0.81478512
0.84115994
0.79663867
0.90177774
0.83254516
0.79355931
0.88423103
0.82661098
0.85215151
0.86554438
0.83884883
0.82692868
0.82932144
0.80164903
0.82225317
0.83116549
0.81589741
0.82118547
0.80477792
0.89197844
0.79627931
0.84686321
0.80997592
0.8461507
0.83209163
0.83644855
0.67686909
0.73345625
0.7534402
0.78970712
0.82075733
0.72628444
0.6817376
0.81797326
0.82653308
0.63967144
0.796435
0.85494322
0.77265346
0.77920175
""
0.81008041
""
0.86421078
0.89568883
0.79775548
0.6145184
0.65135455
0.77523303
