kir_other_male_mean_se
0.049374517
0.031043245
""
""
0.051061168
""
""
0.02372475
""
""
""
""
""
""
""
0.038315646
0.042996556
""
""
""
""
0.061067574
0.027833167
0.056361213
0.039217416
0.033987679
0.054012131
0.038151119
""
""
""
""
""
""
0.033171736
0.047687862
0.016881946
""
0.04702178
0.035646424
0.042654566
0.037792634
""
""
0.015435674
""
""
0.036388356
0.019821307
""
0.022374688
0.039527867
""
""
""
""
0.04036155
0.06970536
0.032169543
""
0.05430007
""
0.031362701
0.066082865
""
""
""
""
""
0.0085691009
0.060814515
""
""
""
0.01607208
""
""
0.024557725
0.033840768
0.042901799
0.038569171
""
""
0.027638078
0.05954634
""
""
""
0.062966637
0.035716627
""
""
""
""
""
""
0.047327001
0.019473905
0.022297254
0.042803437
""
""
""
0.0052568861
0.020153403
0.028323583
0.0095778909
0.023997698
""
0.026076462
0.02381487
""
""
0.050149988
0.020878306
0.043322578
""
""
""
""
""
""
""
""
""
""
0.039137494
0.032062169
0.063798778
""
""
""
""
0.041380621
""
""
0.028507976
""
""
0.049349181
0.062960729
""
0.059541829
""
""
0.034509987
""
""
""
""
""
""
""
0.034618549
""
""
0.048051208
0.051157001
""
""
""
""
""
""
""
""
""
0.061775912
0.055466775
""
0.01609244
""
""
0.036198284
""
""
0.021428203
""
""
""
0.063006163
""
0.019823462
0.059276652
""
""
0.004996357
""
0.051804602
0.015717251
0.03869918
0.076207936
0.0063776136
0.047658376
0.017867865
0.0095338561
0.048911467
0.01892844
0.032929417
0.057682171
0.0094123464
0.018423283
0.027650705
0.039237686
0.0028301326
0.022071401
0.015426329
0.056366745
0.028431861
0.015495943
""
""
0.0098892553
0.023501173
0.023303309
0.0047843279
0.013878737
""
0.0059504705
0.0052370336
0.035369363
0.0055015171
0.004017916
0.0077660084
0.008106974
0.016479798
0.0066835391
0.012739749
0.0052147759
0.016319903
0.017931374
""
0.032965869
0.0074827424
0.010514963
0.0099923676
0.020300202
0.030204987
""
0.015262755
0.033163942
0.0087008458
0.01654231
0.022397863
0.012850539
""
0.0094420351
""
""
""
0.01815703
0.037903786
""
""
""
""
""
""
""
0.060579881
0.011174642
""
0.019738831
""
""
0.0076931277
0.036373734
0.054268196
""
""
""
""
""
""
0.011114233
""
""
""
0.044162825
0.020686097
""
""
""
0.026294291
""
""
0.051742807
0.036638487
0.057344057
""
""
0.074124664
""
""
""
0.027140372
""
""
""
""
""
""
""
""
0.042273737
""
0.021910876
""
0.011145748
0.012114489
0.031012921
0.030916354
0.012249311
0.015112857
0.028320326
0.031556752
0.020441551
0.013982451
0.026294073
0.014866417
0.024337901
""
0.015952166
""
0.011867479
0.0071514235
""
0.027507002
0.036342937
0.016651338
0.027831841
0.056787398
""
""
0.0092639131
0.013281959
0.037466604
""
0.051213156
""
""
""
""
""
""
0.029088132
0.039325729
0.0091382852
""
0.03531393
0.05872228
""
""
0.022125514
0.01484157
0.019190123
0.05977555
""
""
0.019448115
0.021060731
0.035574067
0.0075792833
0.032808684
0.035867583
0.012413428
0.063755177
0.0085999956
0.017376
0.0099430252
0.018584114
0.010504445
0.013777404
0.037798543
0.033406604
0.020679472
0.02042787
0.020507736
0.013762728
0.052839853
0.052238066
""
""
0.014466848
""
0.036788367
""
""
""
""
""
""
""
0.05746517
0.042792194
""
""
0.031794932
""
""
""
0.053767364
0.048816208
""
""
""
0.030200981
""
