lpov_nbh_pooled_male_n
22582
10378
2373
30990
20011
3234
42785
3386
2221
15581
17584
62526
2248
6240
16199
1677
1507
15507
2045
3491
25576
30810
14969
9236
55005
2536
9518
24284
58244
4838
6135
9533
46450
29636
5598
23899
5474
7305
1806
2110
26907
5275
2317
979
3436
4393
67450
13675
39171
9546
17743
26664
12893
940
1412
26132
3392
1037
1017
8278
4442
30955
1817
4205
5586
4684
1510
2896
3393
4705
4209
6123
7513
9624
4554
1993
8691
5471
2472
58342
6797
7770
4009
8622
57189
6439
6818
12654
24081
12714
9669
3764
4410
22468
4149
1664
8742
18670
101965
28091
31431
164370
64860
28472
29039
84569
26543
60460
6415
16602
12797
11344
33679
2974
29515
38767
26910
1719
1443
1850
11064
4963
4364
6539
4473
19961
19078
4396
3540
3539
162203
6790
8802
3839
12365
6822
23220
16185
2652
5993
18039
9895
1698
2925
9052
2318
11603
7636
4815
4594
6164
46651
12080
2785
33510
28390
3276
19575
3571
6794
983
2708
13904
107691
1909
196425
5841
5755
2437
15967
221025
21569
6583
27418
6319
2813
24278
61177
7511
4190
4624
5509
58630
6234
5406
91557
2339
7334
23278
1691
3861
10705
50214
2439
3520
8372
13313
14075
41123
5307
33221
19604
6863
9745
19108
28429
69628
7976
11923
15734
11605
18338
2503
2583
36327
33155
22568
114585
9183
9447
5601
8310
10632
5923
73505
16569
11694
17385
99041
36296
29653
17638
2164
9912
1690
5797
2116
13695
1055
6024
14275
6797
7886
18338
6178
5651
11278
47413
6609
13389
97103
15546
9323
2013
11353
6547
4708
41578
7959
34078
10089
27846
49595
47029
35707
414352
47740
224055
230432
27530
19591
6630
1361
11541
1188
3012
28828
12683
3936
10391
61342
296
236
174892
52239
5032
27241
131166
6793
2446
1954
1333
3169
4867
3094
3807
1695
8044
5906
13825
126216
2501
7179
11940
3759
4216
3702
5835
11194
1683
9257
12087
7151
10093
26897
15026
3378
19461
14813
10663
6297
25659
8489
4505
5006
9704
17231
6923
6601
19908
3809
26312
29544
76633
7033
333093
31010
5825
6883
113543
1887
3946
12882
18891
7214
2482
4405
3422
2423
2947
7182
5190
6477
1358
7150
10889
1583
8618
3501
5338
8542
1058
14154
139
676
3017
2468
1143
716
551
1520
1465
6230
108
310
124
933
370
543
4175
633
78
49
164
408
27
342
216
434
637
1556
994
1407
1941
828
10266
2285
999
953
161
406
2565
5270
1424
1484
6004
9611
782
2015
141
6397
4133
702
447
296
594
2442
1481
1108
795
436
253
1251
126
4640
2880
3500
3382
3367
2847
2976
5389
27609
1969
1989
2829
9306
170
115
39
177
3835
6278
1110
544
3245
3632
2152
1359
4424
10129
1175
14659
2171
2537
42374
2302
860
81
378
639
2259
34540
216
201
9427
1099
516
405
317
571
896
477
186
1066
2539
2682
713
3714
124
1379
23546
109366
1149
43
2326
2698
4396
2198
535
301
1131
556
628
3667
1287
999
8121
15569
26966
4224
2846
2929
2642
8133
6091
84627
7996
4546
1582
943
13757
3679
21194
6533
12820
2710
6162
15228
7126
16974
3844
45214
2560
1424
5191
47168
4218
408
2685
98
6665
264
5375
15752
4700
1742
13545
3225
418
324
31
3109
2813
894
492
1894
1008
1090
1788
8452
1954
963
55752
2344
89172
2083
3134
50
17157
2118
908
743
1096
897
10584
44891
28372
8432
18242
217395
24817
7954
4143
6745
1136
300
1779
2761
2629
3030
1196
1568
10843
462
595
8142
1417
262
1186
2901
2602
13814
4426
19340
93256
157135
9050
20172
14720
11236
10025
2813
443
5319
3006
3646
57330
3178
8002
9311
4200
67
18581
240
22
178
262
147
639
1737
620
798
459
170
71
5376
1139
983
5292
699
2205
897
1924
2385
724
26
280
8150
51
512
3950
3687
2770
412
958
5846
6465
3006
827
4867
52
41765
1806
5193
2088
7197
526
241
1965
36359
709
140614
1771
44835
10014
483
9466
12697
1578
7116
5021
6376
2709
25128
3521
338
7905
2733
540
1468
68
24535
84623
9918
17512
551
437
1743
2358
922
5406
7129
304
442
11352
5504
12999
2109
8121
38390
35904
68446
18348
117969
101100
3138
1176
702
22146
25123
178209
70892
99
1008
119567
15882
27375
630519
4376
2549
4356
4846
28612
3960
11422
83236
3140
44731
3394
12639
17618
2438
365
8001
75
295
404
7831
4266
162594
