work_24_hisp_male_n
165.0
108.0
""
332.0
454.0
27.0
749.0
40.0
24.0
195.0
275.0
1328.0
23.0
88.0
283.0
21.0
21.0
270.0
21.0
36.0
260.0
1119.0
206.0
165.0
1336.0
35.0
297.0
672.0
1344.0
66.0
71.0
91.0
788.0
719.0
34.0
396.0
33.0
66.0
""
""
231.0
41.0
""
""
""
35.0
1801.0
159.0
422.0
105.0
348.0
285.0
115.0
""
""
329.0
32.0
""
""
89.0
45.0
462.0
""
50.0
24.0
34.0
""
""
20.0
39.0
25.0
40.0
40.0
95.0
40.0
""
68.0
49.0
26.0
737.0
76.0
82.0
32.0
138.0
867.0
72.0
70.0
395.0
303.0
191.0
78.0
64.0
61.0
201.0
45.0
25.0
104.0
784.0
7228.0
2195.0
1457.0
33743.0
5276.0
2457.0
1256.0
9357.0
1380.0
1753.0
138.0
741.0
358.0
151.0
515.0
23.0
496.0
566.0
498.0
22.0
""
""
220.0
75.0
60.0
269.0
44.0
389.0
295.0
69.0
31.0
31.0
4541.0
57.0
211.0
29.0
712.0
39.0
314.0
524.0
32.0
60.0
342.0
218.0
20.0
51.0
101.0
""
202.0
68.0
21.0
33.0
41.0
400.0
77.0
23.0
864.0
273.0
20.0
193.0
24.0
33.0
""
""
416.0
1809.0
""
9434.0
36.0
29.0
26.0
382.0
3872.0
621.0
128.0
747.0
64.0
60.0
549.0
2008.0
80.0
43.0
43.0
60.0
537.0
33.0
41.0
680.0
21.0
42.0
261.0
""
24.0
238.0
483.0
21.0
""
56.0
330.0
165.0
1104.0
171.0
790.0
569.0
137.0
196.0
186.0
519.0
1017.0
86.0
95.0
329.0
98.0
148.0
""
27.0
2083.0
227.0
854.0
1797.0
48.0
44.0
32.0
36.0
46.0
34.0
763.0
112.0
56.0
87.0
578.0
417.0
374.0
173.0
""
65.0
""
43.0
""
62.0
""
""
71.0
168.0
106.0
236.0
31.0
114.0
152.0
643.0
78.0
123.0
2115.0
138.0
60.0
""
196.0
56.0
168.0
714.0
70.0
823.0
64.0
1616.0
2144.0
978.0
1934.0
52899.0
1815.0
20684.0
8193.0
830.0
398.0
91.0
""
72.0
""
21.0
212.0
98.0
31.0
91.0
2456.0
""
""
7478.0
771.0
43.0
1746.0
7459.0
75.0
26.0
""
""
26.0
33.0
""
76.0
26.0
170.0
152.0
108.0
2076.0
""
54.0
145.0
124.0
83.0
""
176.0
123.0
29.0
317.0
128.0
84.0
163.0
374.0
269.0
27.0
171.0
122.0
112.0
54.0
409.0
56.0
51.0
40.0
174.0
223.0
71.0
107.0
693.0
36.0
530.0
1153.0
2627.0
227.0
29627.0
1180.0
158.0
44.0
1194.0
""
61.0
119.0
194.0
46.0
27.0
48.0
82.0
23.0
27.0
51.0
74.0
65.0
""
59.0
102.0
""
72.0
22.0
72.0
103.0
""
100.0
""
""
22.0
32.0
""
""
20.0
""
""
40.0
""
""
""
""
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
141.0
""
""
""
""
""
""
50.0
35.0
21.0
135.0
181.0
""
""
""
47.0
24.0
""
""
""
""
21.0
""
""
""
""
""
""
""
142.0
30.0
32.0
96.0
21.0
60.0
104.0
56.0
519.0
22.0
""
49.0
154.0
""
""
""
""
270.0
393.0
58.0
""
123.0
137.0
49.0
""
249.0
428.0
""
306.0
22.0
35.0
1277.0
162.0
34.0
""
""
""
87.0
2204.0
""
""
2004.0
234.0
28.0
""
""
""
""
22.0
""
""
57.0
216.0
39.0
285.0
""
61.0
2330.0
10280.0
21.0
""
365.0
110.0
165.0
27.0
""
""
""
""
""
102.0
""
""
285.0
473.0
1142.0
137.0
67.0
39.0
186.0
158.0
161.0
2361.0
122.0
79.0
""
""
113.0
43.0
268.0
160.0
256.0
30.0
182.0
403.0
153.0
859.0
63.0
1170.0
44.0
62.0
161.0
18123.0
675.0
89.0
880.0
36.0
1647.0
97.0
1338.0
2833.0
888.0
497.0
1853.0
333.0
59.0
45.0
""
912.0
536.0
122.0
25.0
332.0
167.0
155.0
360.0
1649.0
224.0
247.0
8222.0
236.0
24005.0
671.0
429.0
""
3540.0
681.0
333.0
258.0
519.0
363.0
5143.0
20944.0
8454.0
917.0
2592.0
31860.0
1015.0
581.0
219.0
1316.0
233.0
44.0
618.0
1123.0
1242.0
687.0
236.0
284.0
1232.0
69.0
103.0
540.0
94.0
23.0
175.0
293.0
268.0
1504.0
323.0
1892.0
9066.0
17943.0
349.0
1223.0
581.0
424.0
516.0
255.0
60.0
149.0
168.0
107.0
2264.0
55.0
285.0
186.0
142.0
""
606.0
""
""
""
""
""
""
39.0
""
""
""
""
""
174.0
""
""
117.0
""
73.0
40.0
63.0
59.0
""
""
""
208.0
""
""
62.0
51.0
47.0
""
""
68.0
103.0
67.0
64.0
163.0
""
2028.0
110.0
294.0
792.0
1824.0
138.0
46.0
446.0
8233.0
203.0
18102.0
302.0
8176.0
630.0
""
772.0
808.0
82.0
544.0
339.0
400.0
331.0
1370.0
340.0
""
213.0
112.0
""
20.0
""
782.0
3747.0
313.0
684.0
20.0
""
77.0
40.0
29.0
219.0
373.0
""
""
621.0
213.0
561.0
111.0
199.0
7526.0
7887.0
17581.0
1904.0
13119.0
17450.0
251.0
122.0
44.0
1885.0
2371.0
18461.0
8152.0
""
80.0
18918.0
5765.0
4447.0
141420.0
60.0
38.0
615.0
484.0
632.0
111.0
292.0
3016.0
234.0
2253.0
93.0
2107.0
1721.0
35.0
""
259.0
""
""
""
266.0
75.0
5200.0
