work_24_other_female_n
27.0
48.0
""
""
""
""
""
89.0
""
""
""
""
""
""
""
49.0
21.0
""
""
""
""
21.0
54.0
""
28.0
28.0
""
31.0
""
""
""
""
""
""
38.0
26.0
193.0
""
29.0
29.0
29.0
21.0
""
""
199.0
""
""
25.0
107.0
""
89.0
45.0
""
""
""
""
34.0
""
47.0
""
24.0
""
41.0
""
""
""
""
""
""
720.0
""
""
""
""
210.0
""
""
86.0
65.0
34.0
21.0
""
""
77.0
""
""
""
""
""
26.0
""
""
""
""
""
""
""
181.0
96.0
20.0
""
""
""
1970.0
104.0
52.0
598.0
111.0
""
96.0
80.0
""
""
""
110.0
""
""
""
""
""
""
""
""
""
""
""
29.0
45.0
""
""
""
""
""
36.0
""
""
45.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
37.0
""
""
24.0
28.0
""
""
""
""
""
""
""
""
""
""
24.0
""
202.0
""
""
24.0
""
""
108.0
""
""
""
""
""
147.0
35.0
""
""
2347.0
""
26.0
201.0
25.0
""
1434.0
35.0
161.0
628.0
24.0
135.0
55.0
""
598.0
140.0
37.0
25.0
7181.0
85.0
272.0
""
73.0
238.0
""
""
471.0
119.0
91.0
2421.0
358.0
""
1638.0
2229.0
48.0
1898.0
3273.0
906.0
779.0
219.0
1322.0
362.0
2102.0
192.0
194.0
""
54.0
975.0
482.0
565.0
117.0
50.0
""
219.0
53.0
806.0
203.0
143.0
354.0
""
614.0
""
""
""
164.0
54.0
""
""
""
""
""
""
""
""
445.0
""
119.0
""
20.0
817.0
22.0
21.0
""
""
""
""
""
""
386.0
""
""
""
""
140.0
""
""
""
63.0
""
""
23.0
""
""
""
""
""
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
120.0
""
383.0
437.0
70.0
73.0
387.0
248.0
68.0
61.0
137.0
258.0
86.0
320.0
104.0
""
173.0
""
356.0
1009.0
""
60.0
54.0
141.0
75.0
26.0
""
""
590.0
282.0
39.0
""
""
""
""
""
""
""
""
76.0
29.0
616.0
""
39.0
""
""
""
106.0
196.0
110.0
""
""
""
123.0
122.0
45.0
849.0
48.0
27.0
286.0
""
682.0
182.0
528.0
182.0
459.0
205.0
25.0
52.0
119.0
124.0
128.0
271.0
""
""
""
""
246.0
21.0
31.0
""
""
""
""
""
""
""
33.0
28.0
""
""
50.0
""
""
""
""
""
""
""
""
52.0
""
35.0
24.0
""
142.0
52.0
""
60.0
44.0
""
219.0
""
346.0
""
""
106.0
""
50.0
""
""
""
""
""
474.0
""
""
41.0
60.0
""
""
""
""
""
""
""
89.0
30.0
24.0
""
365.0
""
""
30.0
""
""
""
399.0
""
48.0
""
""
""
""
""
88.0
110.0
""
""
""
""
""
""
""
""
""
""
""
""
106.0
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
171.0
31.0
""
""
42.0
""
""
""
""
""
""
""
""
""
""
202.0
33.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
33.0
22.0
""
""
""
""
""
""
""
31.0
""
""
""
""
1131.0
7497.0
366.0
1020.0
228.0
""
57.0
""
""
30.0
""
""
20.0
50.0
""
""
""
103.0
""
""
""
""
""
49.0
""
""
""
""
""
""
""
92.0
""
""
""
""
""
""
32.0
""
""
23.0
""
""
""
40.0
""
""
33.0
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
2068.0
""
""
37.0
""
""
491.0
""
""
""
""
