stayhome_black_pooled_n
668.0
938.0
774.0
180.0
42.0
456.0
648.0
1848.0
1053.0
74.0
225.0
391.0
784.0
85.0
53.0
585.0
589.0
372.0
145.0
313.0
173.0
72.0
916.0
2003.0
57.0
868.0
634.0
1089.0
143.0
72.0
168.0
493.0
557.0
459.0
1696.0
107.0
17980.0
64.0
621.0
351.0
1611.0
600.0
633.0
1048.0
4308.0
668.0
39.0
75.0
9336.0
421.0
7946.0
982.0
352.0
578.0
678.0
248.0
1466.0
255.0
762.0
455.0
1673.0
680.0
3253.0
206.0
230.0
432.0
""
""
""
1347.0
""
""
""
""
571.0
""
""
27.0
""
""
20.0
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
592.0
100.0
""
""
""
""
8026.0
109.0
56.0
1709.0
252.0
""
73.0
237.0
443.0
274.0
""
95.0
""
224.0
48.0
""
503.0
365.0
""
""
39.0
443.0
178.0
413.0
78.0
1689.0
290.0
184.0
531.0
327.0
473.0
""
""
498.0
33.0
""
417.0
260.0
213.0
61.0
""
162.0
3105.0
26.0
114.0
""
345.0
170.0
146.0
""
317.0
""
""
800.0
1284.0
259.0
""
198.0
""
815.0
""
884.0
""
111.0
""
108.0
29.0
8852.0
""
798.0
196.0
""
""
585.0
38.0
""
""
998.0
""
183.0
150.0
130.0
21.0
12348.0
""
""
150.0
""
""
6353.0
""
89.0
2286.0
""
57.0
163.0
""
2168.0
414.0
28.0
""
47939.0
230.0
358.0
""
39.0
643.0
""
""
876.0
154.0
25.0
3628.0
225.0
""
7317.0
7399.0
47.0
11630.0
9772.0
3282.0
2595.0
209.0
2179.0
640.0
3561.0
148.0
81.0
""
36.0
4655.0
443.0
880.0
135.0
30.0
""
355.0
""
1271.0
250.0
190.0
1275.0
""
3745.0
""
""
""
195.0
52.0
""
""
""
""
""
""
""
""
4610.0
""
207.0
""
""
3322.0
28.0
""
""
""
""
""
""
""
513.0
""
""
""
""
149.0
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
166.0
""
""
""
""
""
""
""
""
""
""
102.0
""
5915.0
6178.0
152.0
491.0
5115.0
906.0
225.0
125.0
2070.0
7237.0
1582.0
21480.0
2557.0
126.0
1347.0
172.0
3219.0
26501.0
60.0
605.0
216.0
1211.0
947.0
610.0
198.0
36.0
15325.0
4573.0
313.0
60.0
1673.0
20.0
21.0
107.0
161.0
55.0
227.0
510.0
557.0
10319.0
33.0
717.0
687.0
312.0
""
1424.0
2302.0
4026.0
203.0
39.0
330.0
1696.0
1879.0
429.0
33325.0
303.0
317.0
1437.0
131.0
12662.0
1449.0
12282.0
821.0
5466.0
4752.0
752.0
634.0
2766.0
495.0
1157.0
3196.0
255.0
271.0
188.0
100.0
2799.0
156.0
152.0
147.0
219.0
36.0
110.0
38.0
1035.0
42.0
342.0
522.0
427.0
111.0
4993.0
139.0
26.0
415.0
223.0
757.0
713.0
365.0
46.0
559.0
146.0
1015.0
72.0
107.0
6872.0
840.0
130.0
428.0
1985.0
57.0
11613.0
101.0
8102.0
490.0
575.0
1189.0
279.0
1372.0
167.0
579.0
""
""
597.0
29580.0
232.0
295.0
4014.0
2021.0
266.0
""
306.0
414.0
380.0
135.0
""
1333.0
742.0
109.0
93.0
24160.0
""
""
1414.0
114.0
390.0
425.0
7202.0
47.0
774.0
376.0
103.0
305.0
262.0
83.0
2526.0
2566.0
193.0
235.0
189.0
134.0
432.0
180.0
143.0
504.0
330.0
117.0
969.0
248.0
2426.0
164.0
143.0
2258.0
25.0
551.0
159.0
321.0
142.0
125.0
487.0
96.0
677.0
381.0
73.0
290.0
""
6547.0
1401.0
153.0
124.0
721.0
657.0
""
115.0
108.0
313.0
147.0
393.0
37.0
""
229.0
8075.0
1459.0
31.0
400.0
155.0
1387.0
183.0
123.0
863.0
206.0
70.0
170.0
130.0
198.0
343.0
989.0
713.0
425.0
""
125.0
1385.0
225.0
295.0
""
531.0
180.0
584.0
674.0
235.0
682.0
397.0
75.0
46.0
20.0
264.0
77.0
283.0
192.0
464.0
38.0
2493.0
""
42.0
146.0
""
36.0
""
""
""
""
""
""
44.0
""
""
""
60.0
""
""
""
""
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
183.0
227.0
43.0
72.0
""
""
""
""
""
1396.0
""
""
""
45.0
69.0
76223.0
""
""
194.0
""
""
3215.0
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
70.0
""
425.0
""
176.0
""
