staycz_pooled_female_p75
0.58981645
0.62543589
0.42383438
0.59300131
0.70606911
0.21459664
0.56733
0.5324344
0.57138765
0.61221647
0.74530762
0.44760513
0.59207946
0.60237497
0.80589139
0.47907323
0.63362312
0.43221557
0.50841409
0.46435308
0.59399897
0.70283985
0.53184325
0.39692932
0.62811422
0.61462694
0.47165042
0.59951144
0.54561061
0.59586889
0.65124965
0.26991597
0.5908637
0.62589341
0.58570075
0.64453745
0.72078526
0.5134325
0.59492069
0.75972903
0.51294559
0.71477103
0.63609415
0.47179985
0.63519466
0.39018127
0.49001932
0.58549702
0.67815483
0.42864814
0.57142603
0.67292947
0.460545
0.49677157
0.4725298
0.63562906
0.55081344
0.7419399
0.67528111
0.33975235
0.51685846
0.49024329
0.61691743
0.61644703
0.71359068
0.42373225
0.5656839
0.69359547
0.36136785
0.56746608
0.37725753
0.031048235
0.34266296
0.18078139
0.49095672
0.35500002
0.55012596
0.48531863
0.53816134
0.419357
0.38521752
0.63609743
0.49120146
0.62639064
0.39557195
0.58326972
0.52670521
0.15647249
0.35624379
0.36109304
""
0.47755983
0.23593412
0.056322694
""
0.54436046
0.37783426
0.48214415
0.44815451
0.67621005
0.44319123
0.36818936
0.469625
0.7289961
0.52165616
0.39877853
0.61112922
0.71623719
0.62179703
0.46483627
0.51359248
0.40700269
0.46525836
0.48127317
0.68709767
0.51854181
0.42891157
0.62548941
0.445265
0.41487908
0.44498044
0.61093462
0.48621529
0.66838807
0.44070449
0.7349537
0.59718293
0.6490016
0.52714306
0.48197275
0.31875974
0.39514619
0.49338406
0.67600793
0.57980913
0.42882037
0.52518463
0.64982617
0.66142279
0.48540372
0.58646435
0.55493844
0.44647458
0.39179441
0.46002212
0.42679384
0.5809955
0.37497714
0.70030475
0.40498236
0.67381996
0.63463092
0.51807737
0.67186707
0.68067521
0.46793774
0.64294219
0.44331834
0.28419295
0.48797226
0.46694142
0.53497297
0.39535534
0.69674045
0.34718406
0.51746839
0.64805406
0.35921884
0.5282945
0.37445498
0.66664481
0.70049012
0.42463335
0.72647339
0.70100033
0.2915841
0.53498101
0.40699023
0.44984093
0.39170793
0.4778029
0.45478037
0.68264151
0.51346421
0.45889577
0.57928878
0.65745246
0.64371204
0.6650812
0.53907818
0.56660241
0.49500486
0.67997646
0.42815462
0.63132936
0.66958499
0.52660829
0.50162697
0.54557717
0.42185342
0.62222952
0.63142765
0.49166501
0.34140995
0.76576871
0.64015257
0.59297627
0.43435985
0.53274834
0.55474669
0.30495203
0.35290515
0.58126503
0.64064401
0.56425202
0.73112863
0.63811547
0.34741759
0.71802849
0.67733115
0.59775764
0.7367214
0.639884
0.75058407
0.64180183
0.54759836
0.69646966
0.55586183
0.60111392
0.6030944
0.49860334
0.29764169
0.41419545
0.63655233
0.59567761
0.5923093
0.55285406
0.47982845
0.24877508
0.6273753
0.50550407
0.68335378
0.62171245
0.55501568
0.73907793
0.38896453
0.68312496
0.38829979
0.30808559
0.4270485
0.57498616
0.67454082
0.34617871
0.28564852
0.58030146
0.50145477
0.34142441
0.59085661
0.43862185
0.46732542
0.73933667
0.25633353
0.65257865
0.42974067
0.60882938
0.52175713
0.49013171
0.45275
0.62507945
0.25330228
0.32408553
""
0.37553391
0.21859299
0.71748924
0.32687134
0.35739025
0.37142321
0.4567872
0.55932742
0.43130845
0.25707293
0.40835315
0.54566914
""
0.3865546
0.36432022
0.54111081
0.50956023
0.47718975
0.41243076
0.63564754
0.39964226
0.46514428
0.38711914
0.57623249
0.41879708
0.35718346
0.34001833
0.40200472
0.36137983
0.33394891
0.097151875
0.30383641
0.44258553
0.41200992
0.58191502
0.38427964
0.65510106
0.68775588
0.66181195
0.67657042
0.71856624
0.64978445
0.67241704
0.66688246
0.60616791
0.64977509
0.6751563
0.73539346
0.49017155
0.79598063
0.51042622
0.686625
0.53353
0.56948996
0.60945767
0.53306872
0.47680178
0.64724714
0.56516939
0.54582107
0.57270366
0.61076832
0.69314635
0.57669443
0.53319699
0.54836017
0.64446646
0.5858199
0.51339531
0.56899422
0.56564772
0.54767179
0.51973552
0.62576342
0.51919734
0.67120314
0.60127926
0.54635721
0.5486834
0.56005508
0.63519889
0.62610912
0.57470125
0.55691797
0.55887634
0.74990612
0.48563302
0.57878435
0.54961866
0.56459767
0.68495899
0.4836677
0.67149192
0.51390934
0.55921024
0.62183595
0.59327579
0.58799756
0.65867937
0.65427995
0.60261285
0.4855417
0.63247544
0.5564543
0.58207601
0.55432987
0.58632594
0.57558984
0.60360342
0.54225528
0.65789098
0.53476107
0.66368431
0.58407837
0.5918833
0.58013695
0.60793591
0.75107944
0.77019846
0.47474772
0.64998716
0.58585078
0.62615979
0.48885971
0.63518375
0.60782915
0.61539286
0.53759247
0.60771072
0.52954257
0.50287902
0.64164013
0.57836312
0.60175365
0.4894729
0.47608584
0.63876384
0.72786653
0.60286295
0.60859942
0.43009701
0.72561955
0.71142119
0.51485682
0.34815493
0.6761291
0.46610978
0.67713958
0.55939025
0.60287625
0.563366
0.67842227
0.60058594
0.69748288
0.46700805
0.64105928
0.66023809
0.40567613
0.72273129
0.50400996
0.39170212
