staytract_natam_male_n
""
28.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
45.0
""
""
""
""
""
""
""
""
52.0
67.0
""
""
131.0
""
23.0
""
""
160.0
""
""
30.0
137.0
""
37.0
47.0
""
""
""
""
""
""
21.0
""
""
""
""
""
32.0
""
""
25.0
22.0
788.0
302.0
""
""
63.0
248.0
""
""
128.0
105.0
55.0
45.0
186.0
28.0
75.0
163.0
104.0
148.0
""
60.0
67.0
""
20.0
21.0
""
""
131.0
967.0
37.0
1082.0
176.0
150.0
""
66.0
2250.0
124.0
1158.0
798.0
237.0
""
74.0
78.0
""
""
""
176.0
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
69.0
""
""
""
""
""
124.0
""
""
""
""
""
119.0
""
""
""
234.0
""
22.0
124.0
""
""
169.0
66.0
64.0
247.0
""
185.0
44.0
68.0
262.0
53.0
30.0
24.0
934.0
53.0
26.0
""
110.0
66.0
""
""
71.0
29.0
30.0
312.0
94.0
""
432.0
395.0
""
432.0
548.0
58.0
162.0
71.0
55.0
78.0
251.0
53.0
157.0
""
53.0
119.0
155.0
150.0
48.0
50.0
""
162.0
""
135.0
50.0
54.0
140.0
""
141.0
""
""
""
60.0
20.0
""
""
""
""
""
""
""
""
216.0
""
22.0
""
""
189.0
""
""
""
""
""
""
""
""
160.0
""
""
""
40.0
68.0
""
""
""
41.0
""
""
89.0
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
62.0
""
32.0
55.0
""
""
86.0
103.0
""
23.0
39.0
35.0
""
49.0
31.0
""
44.0
""
94.0
172.0
""
""
20.0
42.0
31.0
""
""
""
129.0
134.0
""
""
""
""
""
""
""
""
""
24.0
21.0
121.0
""
""
""
""
""
36.0
64.0
29.0
""
""
""
32.0
33.0
""
115.0
""
""
62.0
""
145.0
31.0
94.0
55.0
104.0
87.0
""
""
25.0
50.0
41.0
67.0
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
25.0
""
""
31.0
""
57.0
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
103.0
""
99.0
""
26.0
77.0
""
""
22.0
40.0
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
58.0
""
""
""
""
""
""
62.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
314.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
68.0
""
""
""
""
""
""
20.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
33.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
30.0
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
20.0
82.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
20.0
""
""
""
25.0
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
45.0
37.0
""
""
41.0
""
""
""
""
""
""
52.0
""
""
""
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
95.0
""
""
""
27.0
""
22.0
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
249.0
""
99.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
49.0
39.0
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
128.0
""
44.0
106.0
""
""
23.0
""
""
""
48.0
22.0
23.0
""
50.0
""
""
48.0
""
""
""
""
""
""
""
38.0
48.0
""
""
265.0
""
""
33.0
""
""
""
""
""
""
""
25.0
35.0
""
""
22.0
""
""
""
53.0
""
""
""
""
25.0
25.0
""
81.0
99.0
""
""
""
""
63.0
""
28.0
""
30.0
23.0
""
93.0
122.0
""
""
""
""
""
""
""
106.0
51.0
""
43.0
""
48.0
""
26.0
""
64.0
""
32.0
44.0
48.0
56.0
""
""
33.0
""
""
""
56.0
""
29.0
""
29.0
""
32.0
""
""
43.0
283.0
""
""
""
50.0
""
30.0
63.0
101.0
""
""
40.0
""
""
""
""
77.0
""
""
""
82.0
26.0
45.0
""
132.0
""
""
27.0
26.0
24.0
24.0
20.0
79.0
111.0
20.0
58.0
""
""
24.0
27.0
""
29.0
""
""
56.0
""
171.0
""
""
""
""
""
""
41.0
""
""
42.0
40.0
""
""
27.0
22.0
""
33.0
45.0
284.0
""
""
138.0
84.0
223.0
""
""
""
""
81.0
""
90.0
""
""
36.0
31.0
""
""
26.0
94.0
""
""
""
""
""
30.0
""
535.0
""
23.0
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
67.0
""
""
""
""
""
""
""
""
""
37.0
""
""
""
183.0
""
""
""
""
""
""
197.0
50.0
""
""
25.0
""
""
""
""
""
""
""
""
48.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
37.0
20.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
209.0
37.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
33.0
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
154.0
76.0
26.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
31.0
""
21.0
""
""
""
""
""
""
51.0
""
""
""
105.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
169.0
68.0
""
""
""
152.0
""
""
""
""
""
""
""
38.0
37.0
""
177.0
""
""
114.0
""
""
200.0
51.0
""
""
""
""
""
""
122.0
""
""
""
""
24.0
""
""
""
""
""
101.0
67.0
""
""
28.0
""
""
""
""
""
""
""
""
231.0
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
22.0
""
""
""
""
132.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
33.0
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
59.0
379.0
26.0
92.0
""
""
""
""
""
35.0
""
""
""
""
225.0
""
69.0
""
""
""
""
""
33.0
""
27.0
""
""
""
36.0
25.0
35.0
""
26.0
41.0
23.0
22.0
""
21.0
43.0
29.0
""
""
32.0
""
""
""
28.0
""
852.0
""
""
260.0
""
""
""
57.0
23.0
""
""
""
""
27.0
""
""
""
956.0
""
112.0
""
121.0
""
438.0
2239.0
""
81.0
""
51.0
""
""
""
67.0
""
""
114.0
""
93.0
""
23.0
""
""
""
""
""
""
""
191.0
""
46.0
""
29.0
""
""
""
27.0
138.0
""
""
""
78.0
""
50.0
74.0
85.0
""
125.0
""
34.0
""
22.0
""
""
165.0
""
""
""
35.0
""
""
""
""
""
""
100.0
""
""
""
""
""
""
""
38.0
""
""
21.0
""
""
""
""
""
""
""
28.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
211.0
""
""
29.0
""
""
35.0
""
45.0
""
27.0
""
""
""
""
100.0
51.0
38.0
""
""
""
158.0
""
""
104.0
22.0
""
""
""
""
""
""
""
""
102.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
31.0
36.0
1444.0
""
""
""
44.0
138.0
""
""
""
71.0
""
""
31.0
""
92.0
33.0
""
""
21.0
""
""
""
""
""
""
123.0
""
""
""
""
126.0
69.0
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
28.0
""
""
31.0
27.0
""
""
""
""
45.0
""
""
25.0
263.0
""
""
44.0
""
""
""
""
""
""
""
60.0
""
41.0
""
""
""
""
""
""
""
""
39.0
""
""
20.0
""
""
""
""
""
96.0
""
""
""
""
""
""
111.0
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
27.0
54.0
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
45.0
""
""
""
""
""
""
""
""
""
20.0
""
348.0
""
70.0
""
32.0
43.0
188.0
225.0
289.0
185.0
639.0
124.0
""
574.0
39.0
271.0
23.0
140.0
329.0
84.0
355.0
""
""
85.0
85.0
109.0
""
""
""
""
74.0
111.0
25.0
""
58.0
225.0
28.0
24.0
107.0
248.0
86.0
64.0
25.0
93.0
186.0
146.0
""
41.0
345.0
70.0
509.0
39.0
89.0
98.0
1303.0
281.0
331.0
243.0
95.0
177.0
258.0
279.0
440.0
62.0
""
528.0
201.0
315.0
123.0
""
""
1917.0
384.0
282.0
""
""
27.0
""
48.0
138.0
26.0
41.0
59.0
""
""
66.0
70.0
""
""
""
""
99.0
67.0
42.0
88.0
""
151.0
60.0
66.0
""
168.0
""
285.0
71.0
""
""
86.0
""
""
35.0
146.0
""
56.0
""
56.0
""
""
""
20.0
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
104.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
22.0
""
79.0
42.0
""
""
""
21.0
""
""
""
43.0
""
49.0
""
""
""
""
""
""
28.0
41.0
""
""
""
""
37.0
""
""
45.0
""
""
""
""
""
41.0
""
""
63.0
""
""
""
""
46.0
""
23.0
21.0
""
""
68.0
""
""
24.0
""
""
84.0
21.0
33.0
""
""
62.0
""
22.0
35.0
45.0
""
31.0
""
""
73.0
""
""
24.0
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
""
""
21.0
""
33.0
""
""
""
39.0
""
""
151.0
56.0
157.0
400.0
""
""
100.0
""
""
""
""
106.0
26.0
""
""
48.0
21.0
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
91.0
""
""
22.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
209.0
""
""
""
26.0
60.0
20.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
142.0
""
""
25.0
""
""
""
21.0
""
""
""
""
""
""
484.0
""
""
""
148.0
""
""
""
""
""
""
25.0
""
34.0
127.0
""
""
""
""
""
""
""
52.0
""
""
""
""
56.0
""
""
""
""
""
""
97.0
30.0
""
24.0
""
""
""
""
""
""
452.0
""
""
""
20.0
""
20.0
34.0
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
44.0
""
""
48.0
""
""
21.0
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
30.0
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
89.0
""
""
""
""
""
""
""
56.0
""
""
28.0
""
""
36.0
""
""
48.0
45.0
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
366.0
39.0
""
""
""
""
27.0
104.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
54.0
""
""
""
""
""
""
""
""
""
22.0
40.0
""
""
89.0
""
""
""
""
38.0
""
""
""
""
""
""
378.0
124.0
""
20.0
""
20.0
46.0
127.0
""
77.0
""
78.0
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
109.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
21.0
29.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
38.0
48.0
""
""
""
26.0
""
""
""
""
""
""
103.0
""
""
""
""
20.0
60.0
47.0
99.0
148.0
""
86.0
""
21.0
""
""
23.0
87.0
""
23.0
579.0
153.0
""
""
40.0
""
63.0
80.0
""
""
454.0
""
79.0
""
338.0
251.0
59.0
160.0
""
28.0
201.0
""
313.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
60.0
250.0
""
27.0
""
""
""
""
""
69.0
""
""
50.0
""
34.0
""
22.0
29.0
""
""
""
""
""
33.0
""
""
37.0
""
23.0
""
""
""
""
37.0
""
""
105.0
304.0
28.0
22.0
""
149.0
""
""
""
""
""
""
33.0
""
22.0
""
""
21.0
95.0
123.0
""
""
""
""
26.0
""
""
""
51.0
""
""
46.0
33.0
""
""
26.0
""
""
""
143.0
""
""
""
35.0
""
27.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
