married_asian_female_p25_se
0.086914726
0.092722595
""
0.04692078
0.062682867
0.17662115
0.026055763
""
""
0.054398987
0.063994117
0.019421855
""
0.062356379
0.039811015
""
""
0.084360756
""
""
0.057741299
0.04064355
0.08678291
0.1065844
0.026363308
""
0.075049095
0.04788968
0.022696245
0.13923918
0.1467236
0.07748992
0.026367527
0.035584141
0.17023203
0.032003261
""
0.095671855
""
""
0.058788497
""
""
""
""
0.157691
0.017484963
0.049565412
0.033255734
0.090628497
0.0746217
0.037640579
0.11666812
""
""
0.056511927
0.16857556
""
""
0.14279841
0.1610426
0.049802218
""
0.16292864
""
0.15987916
""
""
""
""
0.2062732
0.15325062
0.13327438
0.12665208
""
""
0.15706486
""
""
0.029968532
0.16372515
0.088539712
""
0.1578583
0.025257275
0.12518157
0.14936751
0.068327561
0.058976728
0.10924011
0.099535786
""
0.17982519
0.050653297
""
""
0.099660397
0.064325929
0.016000316
0.045133434
0.045235064
0.013901793
0.024755847
0.048340026
0.039694898
0.015925795
0.042214762
0.022446102
0.12354188
0.054102406
0.058096863
0.084894791
0.041094918
""
0.044305969
0.042380758
0.046418838
""
""
""
0.064258561
0.13817468
0.15100829
0.080569632
0.15766814
0.049933758
0.056959324
0.11308422
0.15761285
0.16621746
0.010452566
0.10498454
0.061965067
0.12928863
0.054688912
0.13845672
0.063665971
0.055076711
""
0.091019273
0.060058828
0.052728429
""
0.13274109
0.12434741
""
0.076943778
0.11566897
0.13957536
0.20892449
""
0.046142127
0.10914946
""
0.031000238
0.037297864
""
0.065295674
""
0.18279828
""
""
0.068341136
0.015559652
""
0.0073923208
0.13100371
0.13183832
""
0.11745128
0.01474316
0.041178953
0.12494349
0.073668346
0.13653298
0.2914528
0.058577597
0.030675521
0.13112569
0.2295258
0.18608175
0.102894
0.036052957
0.15645719
0.14447126
0.030586123
""
0.30659458
0.056153972
""
0.13894361
0.079234682
0.041304998
""
""
0.12291586
0.094678782
0.097496144
0.046405412
0.13897209
0.049598981
0.070143208
0.15062945
0.11432913
0.093439773
0.052629564
0.03501508
0.11652745
0.1136085
0.082632221
0.10142337
0.070922799
""
""
0.05557416
0.064301766
0.11203684
0.022601562
0.11983717
0.14786237
0.17471616
0.15204599
0.1407568
0.17971426
0.022961071
0.0848151
0.084778853
0.090854771
0.03287676
0.058973592
0.063060217
0.050358858
""
0.11080782
""
0.17971329
""
0.10139043
""
0.3159287
0.12891825
0.095334373
0.092702731
0.058169618
0.14814121
0.18728465
0.06888485
0.032054059
0.13340226
0.053688005
0.023627631
0.064426079
0.1198903
""
0.082303874
0.10775217
0.14527199
0.033305056
0.14311488
0.047407899
0.13058244
0.039285958
0.03470403
0.033309326
0.038660403
0.0044554356
0.027749317
0.0068705105
0.0084772073
0.038209967
0.046341162
0.095873237
""
0.10653958
""
""
0.048107523
0.066164501
""
0.088852376
0.022837862
""
""
0.010071672
0.034276184
0.1200472
0.042727776
0.016061874
0.096138716
""
""
""
0.23567472
0.175455
0.21201983
0.12968883
""
0.091902517
0.082919225
0.069975957
0.012060029
""
0.13269953
0.048149332
0.11116558
0.14327271
0.2039994
0.14564522
0.12236449
""
0.068287544
0.086104259
0.10592428
0.043756157
0.039453562
0.046119012
0.18478423
0.032242585
0.046850894
0.05059823
