marr_29_natam_pooled_mean
0.42258716
0.25530842
""
0.31596714
0.25333318
""
0.2731683
""
""
0.46515927
0.31514722
0.29886779
""
0.40917161
0.3180832
""
0.29202053
0.3003746
0.31813213
0.2293788
0.24807563
0.24514951
0.331512
0.24117558
0.36798781
0.23671314
0.38844928
0.36812857
0.34473509
""
0.27067211
0.2047143
0.34728631
0.30817831
0.23673266
0.44726804
0.35001853
0.27598757
""
""
0.16787331
0.12989216
""
""
""
""
0.356096
0.43580091
0.33238471
0.43757087
0.39595062
0.35042033
0.23800749
""
""
0.42592791
""
0.48194128
""
0.19520691
0.38296363
0.45928746
""
0.4482027
0.41677541
0.49438122
""
""
""
""
""
""
""
0.34876582
0.50359148
""
0.36247325
0.25730434
""
0.28932461
0.27816817
0.52716267
""
0.39394838
0.3403385
0.4618887
0.20222016
0.36829391
0.58278656
0.56748712
0.53134191
""
0.18261671
0.44706145
""
""
0.37129521
0.4073126
0.29162249
0.28453401
0.33133203
0.24212737
0.22724994
0.23639679
0.28363788
0.30307925
0.37491664
0.32569125
0.39438275
0.46830711
0.32106522
0.24354044
0.31002787
""
0.37887919
0.32616079
0.44446585
""
""
""
0.44438204
""
""
0.2207493
""
0.33639476
0.33731702
""
""
""
0.33371794
0.37788576
0.52411789
""
0.25896105
0.36544502
0.42130923
0.37990272
""
0.54869336
0.34547016
0.37294689
""
""
0.13714477
""
0.43575564
0.17560147
""
0.19607922
0.39444292
0.42489007
0.36128494
""
0.39510632
0.41080946
0.30663767
0.38064077
0.45097178
0.64933622
""
""
0.3659296
0.23946393
""
0.26076916
0.31035838
0.25938609
0.334263
0.34953886
0.29878399
0.31306943
0.26719221
0.27149463
0.33495435
0.22755644
0.30429879
0.31579113
0.33387026
0.31339967
0.30430892
0.32570544
0.31407544
""
""
0.30815452
""
""
0.32780457
""
""
0.3833054
0.30825615
""
""
0.13812076
0.42580792
0.46789351
0.3379699
""
0.32482854
0.42765653
0.262061
0.41649848
0.37872255
0.39414012
0.33285472
0.3491168
0.40865543
0.32699394
0.26865101
0.30644313
""
""
0.24778189
0.33865044
0.18837741
0.27325171
0.34516698
0.31725049
""
""
0.36584178
""
0.33264288
0.40321973
0.42994425
0.35747856
0.31361744
0.31940168
0.20149426
0.35931748
""
0.31590003
""
0.3654696
""
0.43859908
""
""
0.3068901
""
0.1443208
0.36811015
""
""
0.31940669
0.24412169
0.21850957
0.32571235
0.22932009
0.40167633
0.22108945
""
0.22935881
0.18843098
""
0.31690562
""
0.35204411
0.53695548
0.31929967
0.47898388
0.27413183
0.22332151
0.17674772
0.30784127
0.21077032
0.23309976
0.28039825
0.30386293
0.37351429
""
0.27084011
0.27173033
0.33555183
0.30937105
0.19195782
0.21647014
0.31761745
0.20588011
""
""
0.25076607
0.24126795
0.41769677
0.27892184
0.23114866
0.19407417
0.27903953
0.24393187
0.40759528
0.23812756
0.17806059
0.11861144
""
0.27676582
0.13082048
0.21571822
0.15054585
0.17958416
0.19372497
0.15890285
0.26986644
""
""
""
0.17541027
0.1353894
""
0.37948322
0.37885424
0.40259749
0.48509103
0.28575513
0.26807386
0.28314862
0.27932897
0.29038054
0.23282778
""
0.27198404
0.38371658
0.21025266
""
0.15597953
0.43818542
0.26090023
0.44078583
0.25907007
""
0.25869042
0.3062028
0.23926318
0.31316143
0.26233381
0.2945036
0.41320431
0.51717371
0.32028744
""
""
0.43082553
0.32368332
0.49311832
0.24504331
0.50431567
0.58800268
0.35765988
0.31432545
0.22100735
0.12354024
0.4118838
""
0.2973367
0.23860301
""
0.4141117
0.33538368
0.21456948
0.36680931
0.0034332476
0.19016097
""
0.16789107
""
""
""
""
""
""
""
0.2121122
""
""
""
0.12688611
""
0.2262411
0.27069074
""
""
""
""
""
""
0.25391236
""
0.31759024
""
0.13814433
0.22771516
0.35172632
0.20908785
""
0.23787931
0.16028471
""
0.15312313
0.16686502
0.15974553
0.21582404
0.16603993
0.27085882
""
0.20750087
0.23621748
""
0.23363678
""
0.40406558
0.24914061
""
""
""
0.2372548
0.27415088
0.26694441
0.13663228
0.093859002
0.15721108
""
0.25451636
""
0.21607819
0.066618957
""
0.067810483
""
""
""
""
0.27770862
""
""
""
0.17799431
0.20366925
0.16847658
""
0.115853
0.27786717
0.36508903
""
0.17958097
0.084290482
0.21476974
""
""
0.31142288
0.20878214
0.14008754
0.18424737
0.59528071
""
0.25342482
""
""
""
0.21580733
""
""
0.39321843
""
""
0.24056704
""
""
""
""
""
""
""
""
""
""
""
""
0.3675867
""
0.36254343
0.27820206
0.26450649
""
""
0.30986151
0.33479536
0.46981713
""
""
""
""
""
""
0.30473983
0.3357214
""
0.33822525
0.30426452
0.40811142
0.45448956
0.51008272
0.38543054
0.44460154
0.47837058
0.45952675
0.35029754
0.40246662
0.50249314
""
""
0.36210287
0.409022
0.40448463
0.44966021
0.48386967
0.44457695
0.48647025
0.50942504
0.48107246
0.47393221
